Author Id,Topic Words
1114,"{'string': 0.1492422925338088, 'entropy': 0.09087698226537336, 'terms': 0.07930448556665867, 'brane': 0.07884582292301603, 'hep': 0.06981543888800329, 'term': 0.06637043812406898, 'coordinates': 0.06459780272346886, 'theory': 0.0635832526514492, 'elds': 0.0633506350230266, 'boundary': 0.062183366576912716, 'geometric': 0.05800736196752479, 'black': 0.056601412754967835, 'gauge': 0.05158199194423199, 'bulk': 0.04993649165501613, 'hole': 0.04891420654756952, 'point': 0.04808207485899458, 'open': 0.0474126273694668, 'region': 0.04708537297999644, 'action': 0.04706782339939156, 'space': 0.045863875691453365, 'branes': 0.04541543719516655, 'semiclassical': 0.04320039927917256, 'loop': 0.042221864418265725, 'form': 0.04136348821336645, 'supergravity': 0.040889684886331934, 'matrix': 0.04020496259055245, 'eld': 0.039520644540805464, 'function': 0.03942929182932681, 'horizon': 0.039200242855655626, 'extremal': 0.03640903359850481}"
1341,"{'black': 0.17067803519604852, 'string': 0.0760453196859722, 'hole': 0.0699775775251537, 'horizon': 0.06075489795844259, 'solution': 0.0603275032940705, 'ads': 0.056136673220988226, 'holes': 0.051245499972559526, 'theory': 0.048598481064397674, 'solutions': 0.04597418747788552, 'extremal': 0.03479494319550801, 'energy': 0.031182942660318815, 'hep': 0.02920035114001171, 'static': 0.028503282485919684, 'singularity': 0.027655580879702994, 'temperature': 0.026481156632371237, 'charge': 0.02597927564730986, 'strings': 0.025605300031173128, 'metric': 0.02398621793458655, 'eld': 0.023050867035351304, 'entropy': 0.02082556200400943, 'mass': 0.0207926110277887, 'dilaton': 0.020469101907922838, 'small': 0.020410514616910735, 'limit': 0.019108151186137706, 'dimensional': 0.018050669510385912, 'brane': 0.018050669510385912, 'charged': 0.017634995652411587, 'dimensions': 0.017137993244182553, 'cft': 0.017076375433305722, 'stable': 0.01703581230333953}"
1346,"{'scaling': 0.06253873518613529, 'function': 0.060494437477896595, 'invariance': 0.059156489652249455, 'critical': 0.051250868735669586, 'point': 0.046515219794030394, 'schrodinger': 0.04524423318296694, 'group': 0.04047303330520317, 'exp': 0.040324362854628176, 'time': 0.03945079635132556, 'order': 0.03120256690962342, 'case': 0.030821238726210728, 'correlation': 0.029010100066958963, 'space': 0.027404468706562275, 'model': 0.025391142828345925, 'dynamical': 0.02462923993199758, 'form': 0.02269461807129801, 'static': 0.02028528311574479, 'functions': 0.017002939599316105, 'conformal': 0.016695414330391734, 'dependent': 0.016695414330391734, 'dimensional': 0.01599893234194294, 'agreement': 0.01599893234194294, 'lett': 0.01580396599524049, 'result': 0.013925464536363341, 'ising': 0.013658897834829988, 'rev': 0.013362996109805916, 'conserved': 0.012806240777418765, 'local': 0.012541079324743493, 'scale': 0.012521650715632479, 'elds': 0.012149379566748657}"
1349,"{'equations': 0.0875952607536831, 'string': 0.07945326326312221, 'gauge': 0.07532406031963479, 'state': 0.053587354933734295, 'terms': 0.04750784727808022, 'lorentz': 0.04468606235956567, 'free': 0.04454206871383274, 'states': 0.04108726373645115, 'model': 0.03606344700497361, 'eld': 0.03589894305135444, 'interaction': 0.034385199674631176, 'theory': 0.033358309234441316, 'elds': 0.03248784009024963, 'term': 0.028740420841435188, 'conformal': 0.028578843240620266, 'xed': 0.027065410034316565, 'equation': 0.02665765127248123, 'point': 0.02593788615511327, 'picture': 0.025175825560703427, 'ope': 0.025129956799684265, 'construction': 0.025121273212634652, 'algebra': 0.02429340019024081, 'cuto': 0.02416822628362308, 'continuum': 0.023327840668635795, 'cij': 0.022836473773117594, 'tensor': 0.021786544018020104, 'limit': 0.021670105662988808, 'operator': 0.021538262943900547, 'set': 0.020918789093438896, 'coupling': 0.020589405787668325}"
1015,"{'eld': 0.14971206582143723, 'theory': 0.11130647595866065, 'dimensions': 0.10744335877152762, 'solution': 0.1013946767272307, 'solutions': 0.09928611893601114, 'supereld': 0.08074534988107449, 'supersymmetric': 0.06749220893136967, 'det': 0.06616864017852862, 'supersymmetry': 0.06585404908359963, 'supergravity': 0.06407553849523934, 'action': 0.060501513641147836, 'models': 0.05997715002677248, 'limit': 0.05952092493986594, 'black': 0.058972732107674654, 'strength': 0.05872607639056851, 'super': 0.0580431232344048, 'terms': 0.05743460893322557, 'coordinates': 0.0560403295059245, 'hole': 0.051811779803429575, 'formulation': 0.051348337454991025, 'parity': 0.04881936528410239, 'dilaton': 0.04830642894099944, 'superstring': 0.04801190768636012, 'form': 0.0461395545590942, 'sdsg': 0.04608711712351462, 'linear': 0.04602354706262263, 'sdym': 0.04286961074259566, 'kerr': 0.04239001765726791, 'term': 0.042387167991843944, 'sym': 0.04198031850567957}"
992,"{'model': 0.13739386543766663, 'sklyanin': 0.06296592511593722, 'algebra': 0.05692344303340768, 'matrix': 0.05448314580863448, 'equation': 0.052818229755459856, 'sinh': 0.049786776169984004, 'faddeev': 0.04978677532255937, 'energy': 0.04978677532255937, 'bethe': 0.04414387413555876, 'takhtajan': 0.039646598349430906, 'transition': 0.03324632077196317, 'appl': 0.03324632020607493, 'takebe': 0.03324632020607493, 'dened': 0.03324632020607493, 'thermodynamic': 0.03147572047100197, 'spin': 0.028955989014891742, 'generalization': 0.026474972548946235, 'space': 0.026474972548946235, 'free': 0.023567640044785537, 'relation': 0.023466849176877733, 'deformation': 0.021858507457705446, 'vertex': 0.021858507457705446, 'limit': 0.021722829326770124, 'ansatz': 0.021722829326770124, 'form': 0.020930475705279693, 'point': 0.020930475705279693, 'called': 0.019336058519698815, 'exp': 0.019336058519698815, 'sas': 0.017320343649814385, 'generalized': 0.017320343649814385}"
1012,"{'representations': 0.18916780240371298, 'fusion': 0.08745361534955043, 'representation': 0.08682338110588725, 'algebras': 0.0731295680473644, 'rcft': 0.05422267726877025, 'dimensions': 0.05213884117298387, 'conformal': 0.051501705531456284, 'group': 0.04725291691997177, 'modular': 0.04282569569722412, 'characters': 0.034414385644679704, 'realized': 0.034172114480902335, 'zzp': 0.03340423250138588, 'irreducible': 0.03173030206942587, 'algebra': 0.025265436506461264, 'unitary': 0.023778237160470977, 'mod': 0.023594097535565142, 'virasoro': 0.02226267561596537, 'case': 0.02226267561596537, 'theories': 0.02196950787503079, 'positive': 0.01979179055154795, 'rational': 0.01908671183803554, 'quantum': 0.017307865044898247, 'odd': 0.016134869307847688, 'space': 0.01585875762601871, 'lead': 0.013024692262734353, 'theory': 0.012739717817821794, 'charge': 0.012301259236549636, 'dimensional': 0.011531483413923713, 'table': 0.011531483413923713, 'classication': 0.01145965398788189}"
1359,"{'equations': 0.06332081839991141, 'matrix': 0.056378167954781365, 'esl': 0.041171473127078355, 'functions': 0.035273036120406706, 'solutions': 0.03154654564350634, 'spectral': 0.027793436816344975, 'nonlinear': 0.0272613675597555, 'ahh': 0.02378378594496788, 'hamiltonian': 0.020943670745852884, 'bundle': 0.02059767069178111, 'curve': 0.01929673821636842, 'terms': 0.01909112793007685, 'points': 0.01907147974458187, 'polynomial': 0.01554337104757925, 'equation': 0.014995901509687978, 'lax': 0.0139701950053331, 'wisse': 0.0139701950053331, 'ows': 0.0139701950053331, 'schrodinger': 0.013732961244375938, 'dening': 0.01364430200424191, 'aks': 0.012778328669749657, 'nls': 0.011928639372614097, 'nite': 0.011928639372614097, 'invariant': 0.011219143456366772, 'generically': 0.011219143456366772, 'framework': 0.010991851701049514, 'circle': 0.01095545706410709, 'point': 0.010717470519542, 'method': 0.010638717339162438, 'loop': 0.010535695436415778}"
1166,"{'log': 0.11080348536914635, 'strings': 0.09696586762787987, 'energy': 0.05249887309045542, 'equations': 0.04906236812912179, 'solutions': 0.044512992167755394, 'theory': 0.04208336710780077, 'quantum': 0.0381570187219048, 'spacetimes': 0.0381570187219048, 'spacetime': 0.0364644801874382, 'behaviour': 0.03418687378422991, 'matrix': 0.03333142887001816, 'sinh': 0.03328165628756119, 'model': 0.030259362471876352, 'cosmological': 0.029456306808561164, 'ansatz': 0.029060813259987155, 'sin': 0.02835079393142292, 'integral': 0.02826463821494908, 'unstable': 0.02756373152463948, 'universes': 0.027354054574605047, 'lattice': 0.026606111207962788, 'time': 0.023880163531728726, 'function': 0.023160041834796835, 'curved': 0.02266392141021096, 'solution': 0.022053207955283528, 'inationary': 0.02120775995794122, 'singular': 0.02120775995794122, 'bethe': 0.021007924470894848, 'plane': 0.020471146937343643, 'case': 0.020084141991579818, 'free': 0.02006769713528097}"
342,"{'theory': 0.03001246442878372, 'string': 0.029352389292857245, 'operators': 0.026269593391420522, 'term': 0.02494521683228556, 'action': 0.024881286783939128, 'bij': 0.023697374976133778, 'vertex': 0.021335968877550168, 'operator': 0.020775823219538747, 'momentum': 0.020539830249808808, 'twisted': 0.018024807636710993, 'phase': 0.017572598891185155, 'lattice': 0.015675989662034602, 'transformation': 0.015243457862570975, 'background': 0.015243457862570975, 'eld': 0.015082323420032677, 'orbifolds': 0.015048122058826694, 'left': 0.015038743452367321, 'antisymmetric': 0.014971013815740647, 'exp': 0.014640606714536236, 'relation': 0.013920875523600933, 'point': 0.013855162732846205, 'coordinate': 0.013810300543782544, 'invariant': 0.01374637556443939, 'torus': 0.013520501100155284, 'strings': 0.012722376813389918, 'mode': 0.012722376813389918, 'nucl': 0.012169802276823655, 'nontrivial': 0.011089927623056356, 'modes': 0.011067195334072723, 'relations': 0.010891718062452233}"
1367,"{'complex': 0.10952008134177921, 'space': 0.07907274763512469, 'spinors': 0.0780420548343178, 'lie': 0.07580980404038187, 'algebra': 0.0629597349420873, 'structures': 0.048256251265244854, 'dierential': 0.046267590160148996, 'weil': 0.045698159028075114, 'states': 0.0447970091238817, 'cli': 0.043077225968787256, 'fock': 0.039371117710064796, 'homomorphism': 0.035002993215067876, 'mod': 0.03181215901551799, 'bundle': 0.03145482048189416, 'bidegree': 0.027093525586076566, 'euclidean': 0.02690617693461249, 'bigraded': 0.026017628126789278, 'simple': 0.025373927912938906, 'hilbert': 0.025244148764678783, 'generators': 0.024496826733168872, 'pure': 0.023012102500566067, 'manifold': 0.022417155258239962, 'degree': 0.02238702171319898, 'vector': 0.021808946117443773, 'algebraic': 0.020447913061096085, 'operation': 0.019926504572681074, 'elements': 0.019272627075255015, 'oriented': 0.01918313288950263, 'structure': 0.01918313288950263, 'cliord': 0.018480777380693134}"
1372,"{'constraints': 0.05628898012875612, 'supersymmetry': 0.04508749780691945, 'left': 0.03440798400687387, 'formalism': 0.027707349484790342, 'form': 0.027707349484790342, 'ijk': 0.026718875802608226, 'theory': 0.026619784613846533, 'iab': 0.02493085963573456, 'variables': 0.023807423270862584, 'gravity': 0.023316075308879886, 'ashtekar': 0.021241688882307347, 'space': 0.020015137788835975, 'spinor': 0.01990464422389368, 'poisson': 0.018726835214624683, 'eld': 0.017722718125911585, 'wave': 0.017722718125911585, 'supergravity': 0.017183753842714256, 'generators': 0.015984539690516268, 'transformations': 0.015752966783062754, 'transformation': 0.015683591843082937, 'elds': 0.01564141360648258, 'functions': 0.015399809894123083, 'canonical': 0.015202519224616184, 'cosmological': 0.014700149028602599, 'symmetries': 0.01450333335234319, 'abc': 0.01386136726255212, 'local': 0.012644459835858615, 'supergravities': 0.012442489459374997, 'calculate': 0.012440935697477631, 'parameter': 0.012436362606395145}"
1373,"{'algebra': 0.07951464477795932, 'representation': 0.043723708083142326, 'equation': 0.04166842719810307, 'aib': 0.035975367968828775, 'nqi': 0.035975367968828775, 'baxter': 0.03590327851360847, 'yang': 0.03544476310366331, 'lemma': 0.035339486197448707, 'representations': 0.027782527096676703, 'denition': 0.026141054309669176, 'solutions': 0.025287896919275937, 'irreducible': 0.02289702709736991, 'set': 0.022546358939979777, 'theorem': 0.022545805481586568, 'proof': 0.02218769494360256, 'subject': 0.019963976954207735, 'nyi': 0.01969630989582981, 'solution': 0.018400630062130677, 'relations': 0.01751206395294788, 'case': 0.01751206395294788, 'matrix': 0.015653022259580887, 'rst': 0.015653022259580887, 'nil': 0.015329965790137401, 'bia': 0.015308258747985137, 'mod': 0.014727850164204664, 'generated': 0.01314496503354981, 'map': 0.01314496503354981, 'algebras': 0.013141797745615899, 'quantum': 0.012899009423661054, 'unit': 0.011994325458328098}"
1379,"{'mod': 0.10728718821874719, 'rcft': 0.09414645784456097, 'theory': 0.08439010552631188, 'fusion': 0.08394207307900436, 'string': 0.08196534242163306, 'ane': 0.08171873847975866, 'link': 0.07870459308341946, 'graph': 0.07838285089071031, 'algebra': 0.07832196141001027, 'eld': 0.07649802248281218, 'sin': 0.07450320048465259, 'models': 0.07335201852710908, 'poles': 0.06522997968492186, 'matrix': 0.06482248075175415, 'toda': 0.06299866260335696, 'ring': 0.060557063855730356, 'manifold': 0.05420935254147434, 'model': 0.05396048461063495, 'theories': 0.0531156037121175, 'amplitude': 0.0530571527898821, 'sum': 0.051737449306447206, 'algebras': 0.05051196215647239, 'invariants': 0.04898811882102975, 'irf': 0.047544263354673544, 'scattering': 0.047498770015117035, 'lattice': 0.04447801914700538, 'recursion': 0.04309899513134028, 'weights': 0.04186612124886158, 'boltzmann': 0.04145019870747434, 'conformal': 0.03920263679716782}"
1381,"{'topological': 0.10522342330208351, 'theory': 0.09858987261130617, 'point': 0.06141023434632406, 'correlator': 0.0484434254953353, 'gravity': 0.043412817004420866, 'matter': 0.03467840789125409, 'space': 0.034267647822913735, 'coupled': 0.029600949705417948, 'term': 0.029034323883658966, 'elds': 0.02637004012590144, 'eld': 0.02571664731167879, 'metric': 0.01909321053634863, 'observable': 0.017793782221161382, 'contact': 0.017432124207740145, 'sphere': 0.01740418962270529, 'grav': 0.016281737837928474, 'ginzburg': 0.015804250654126772, 'moduli': 0.01517655450501449, 'landau': 0.014822791525574312, 'observables': 0.012776257459241575, 'expression': 0.012349542046664469, 'terms': 0.012349542046664469, 'local': 0.011858120180902917, 'descendants': 0.011854204504131783, 'nucl': 0.010587838793799757, 'ordinates': 0.010242269961036124, 'structures': 0.009885055637014348, 'correlators': 0.009885055637014348, 'integration': 0.009881791128035602, 'symmetries': 0.00969311220404067}"
1384,"{'quantum': 0.1407946242156881, 'groups': 0.11889819692998145, 'braided': 0.11013542705553388, 'solutions': 0.0842295322759622, 'ybe': 0.07718677598304222, 'relations': 0.06859772449587952, 'matrix': 0.04508560750380904, 'algebras': 0.043518366301917515, 'algebra': 0.03587846288009838, 'group': 0.030792908936774457, 'dened': 0.02464754109377365, 'lett': 0.023869490715107494, 'satisfy': 0.02211931343370946, 'solution': 0.021738052005206537, 'solve': 0.01941866802232116, 'product': 0.018438169307520666, 'type': 0.016866105280478404, 'case': 0.015569247127620325, 'math': 0.015416252464580449, 'proof': 0.015029479196365502, 'note': 0.013499617222462814, 'dene': 0.013233704896039854, 'examples': 0.011604922840759315, 'solves': 0.011571366984688958, 'conditions': 0.011281478625887794, 'check': 0.011281478625887794, 'deformation': 0.011281478625887794, 'diag': 0.011281478625887794, 'cases': 0.011262391107632469, 'equations': 0.011262391107632469}"
1387,"{'hierarchy': 0.12913583278925722, 'dierential': 0.09897106301215153, 'operator': 0.06489352226433846, 'operators': 0.05998976086437262, 'equation': 0.05653257665938917, 'equations': 0.04978457299050047, 'additional': 0.049415497529716815, 'structure': 0.04643532345522618, 'poisson': 0.04535454313434538, 'order': 0.045109007236076214, 'constrained': 0.040283897628133114, 'symmetries': 0.03510352809283499, 'lkr': 0.030714349000924936, 'mkdv': 0.03041160173613812, 'terms': 0.030375198324611496, 'elds': 0.02865613081840516, 'bracket': 0.026202364801764577, 'kdv': 0.02491846588820234, 'grassmannian': 0.02491846588820234, 'restriction': 0.024779861857570015, 'proposition': 0.024757226125788796, 'submanifold': 0.024681352096361787, 'llmr': 0.023524473481709513, 'string': 0.02334920144980239, 'exp': 0.023082370383381193, 'res': 0.022260324723896746, 'mod': 0.021818549424802436, 'hep': 0.021818549424802436, 'pseudo': 0.020480344015126533, 'algebra': 0.02005521002148232}"
1390,"{'quantum': 0.23099227678296835, 'algebra': 0.16304468118883092, 'cavity': 0.09613927518557386, 'adiabatic': 0.08570891928054615, 'tunneling': 0.07546231058554681, 'atom': 0.06646846115733777, 'state': 0.06605969706903297, 'classical': 0.06253164789674276, 'double': 0.05992544229704655, 'eld': 0.05262859678031348, 'atomic': 0.05184037692730659, 'hopf': 0.04954034301092586, 'evolution': 0.04863317894695764, 'model': 0.04746787603209608, 'wpc': 0.046296928112266184, 'structure': 0.04524951168136547, 'observable': 0.04408494855930342, 'mqnn': 0.042590466694214485, 'universal': 0.04218511228696833, 'matrix': 0.03903879655131609, 'hamiltonian': 0.036753404174241944, 'theory': 0.03667180805756562, 'baxter': 0.03615115950989467, 'group': 0.03514892864656449, 'lie': 0.03435251846651055, 'states': 0.033688654777667165, 'hermitian': 0.03326896300352579, 'exotic': 0.032979255279903086, 'order': 0.032891670804135235, 'canonical': 0.03204754270412044}"
1392,"{'algebra': 0.08181953321130248, 'boundary': 0.08064752255623794, 'yangian': 0.07896747109597725, 'charges': 0.07340442360479646, 'auxiliary': 0.06571842339584483, 'quantum': 0.06282007070731538, 'matrices': 0.0608238058813355, 'matrix': 0.0571654967176781, 'particle': 0.056613925229890616, 'lattice': 0.049543527190273294, 'half': 0.04861395142288931, 'particles': 0.047576598274914436, 'classical': 0.04522111674335884, 'action': 0.0415866987443187, 'conserved': 0.03821293927099748, 'conservation': 0.036482684711796096, 'hep': 0.03510670868140654, 'charge': 0.028304663059458515, 'space': 0.027804904661224983, 'representation': 0.027331767412550334, 'symmetry': 0.02467306958969863, 'structure': 0.02450010991950817, 'ath': 0.023559609717996394, 'chiral': 0.022943033089485036, 'representations': 0.02261280700484562, 'model': 0.02185278055930502, 'irreducible': 0.020738611477484452, 'theories': 0.019316945023754445, 'bcs': 0.019124593970465918, 'multiplets': 0.018942856192612156}"
1398,"{'dimensional': 0.10872510958757212, 'gauge': 0.07299461338042582, 'space': 0.06749516384414728, 'action': 0.06547427729692518, 'eld': 0.055833396940601104, 'class': 0.04852073626141556, 'times': 0.045765373209920523, 'surface': 0.0447513546299888, 'gravity': 0.038026046639280595, 'lett': 0.033763003796383195, 'dieomorphisms': 0.030134673067641254, 'general': 0.027782244334977335, 'elds': 0.027238793363314598, 'theories': 0.02412331621956809, 'preserving': 0.022106680186808503, 'area': 0.021713393532951375, 'algebraically': 0.0193644806049654, 'principle': 0.01723135076469019, 'dbd': 0.01723135076469019, 'term': 0.016979293288412536, 'null': 0.016219349489319523, 'terms': 0.01608306215678605, 'dab': 0.016074990477384872, 'dac': 0.015094798831162964, 'relativity': 0.015080121285160097, 'bre': 0.01448859288389226, 'abcd': 0.014483628642752988, 'viewed': 0.013836690684715871, 'yang': 0.013520622978460711, 'rst': 0.013520622978460711}"
1399,"{'exp': 0.11717322450174664, 'matrix': 0.11105879229670627, 'constraints': 0.10663744130149543, 'model': 0.08280879430431547, 'case': 0.06138169566514141, 'potential': 0.046560926625777384, 'function': 0.0425439037458476, 'spin': 0.03192120716437338, 'kontsevich': 0.031144271728821477, 'algebra': 0.031120496034174387, 'nite': 0.029583508204790467, 'power': 0.025363321855132178, 'terms': 0.025293548310262537, 'form': 0.025030796507625176, 'hand': 0.023812690899854366, 'partition': 0.021943578078086848, 'gravity': 0.018837791919293807, 'expression': 0.018837791919293807, 'eigenvalues': 0.018638238740511456, 'closed': 0.017496677974965683, 'term': 0.017496677974965683, 'integral': 0.0169229491558156, 'string': 0.01666366476978547, 'method': 0.01598715885369624, 'stress': 0.014918031353115311, 'singular': 0.014306625953668684, 'polinomial': 0.012667816729520887, 'equation': 0.012579389245559926, 'time': 0.012546608003034039, 'virasoro': 0.012508135963936491}"
1037,"{'quantum': 0.07943440300026007, 'poisson': 0.05582556452993394, 'variables': 0.05107185809583757, 'case': 0.04098249861387601, 'brackets': 0.04027206727309224, 'model': 0.03397291488952141, 'matrix': 0.03042183245917537, 'separation': 0.02950079881939771, 'integrable': 0.025510760700049314, 'chain': 0.021258024637003776, 'equations': 0.01990670248623992, 'equation': 0.019532216238849, 'gaudin': 0.018027874624825274, 'spectral': 0.01751712655953645, 'hamiltonians': 0.017127638424192557, 'operators': 0.015824511988916858, 'polynomials': 0.015800673925790085, 'operator': 0.015704248183556424, 'classical': 0.01539612748465824, 'number': 0.014809720862707378, 'algebra': 0.01465142616360536, 'representations': 0.014451098500418074, 'systems': 0.014325454516373837, 'problem': 0.014188509178976282, 'motion': 0.013803217681974799, 'models': 0.013580807868874334, 'separated': 0.012820645028177133, 'denition': 0.012386141147959953, 'proof': 0.011978563113819757, 'algebraic': 0.011978563113819757}"
1402,"{'identities': 0.12667275642452847, 'log': 0.10758734913731842, 'dilogarithm': 0.0812486407625907, 'partition': 0.048611017427855, 'characters': 0.03324128933736884, 'integral': 0.02949190877062501, 'cft': 0.029027743689420682, 'rst': 0.02625072799380873, 'matrix': 0.023785041044437127, 'identity': 0.023442863460923467, 'melzer': 0.022482937106631014, 'series': 0.02241272943137057, 'form': 0.02225883043510047, 'central': 0.020092693089738406, 'modular': 0.019363202986952655, 'theories': 0.01921547823396763, 'klassen': 0.01867588718284974, 'order': 0.018055589270019816, 'preprint': 0.017846203990092457, 'charge': 0.01750348152512668, 'etal': 0.01750348152512668, 'function': 0.017209984100036504, 'eld': 0.017058323192918612, 'hand': 0.01693686617624421, 'equations': 0.016018228403316126, 'type': 0.01580145863521174, 'theory': 0.01564035104226226, 'cartan': 0.014055768728785948, 'exp': 0.013210205915281964, 'nahm': 0.013000842051752991}"
160,"{'algebra': 0.0840100783130563, 'form': 0.07143881579348613, 'cdybe': 0.053068960623570444, 'poisson': 0.04675191414561864, 'wznw': 0.04484138712194859, 'valued': 0.0444834294118887, 'gauge': 0.043683907329051586, 'realization': 0.04091434837174365, 'matrix': 0.04013864463867685, 'eld': 0.03990166329090589, 'mbloch': 0.03976198677603915, 'gln': 0.03522138634581222, 'current': 0.03505899960047714, 'dierential': 0.034671856144305624, 'wakimoto': 0.03440352878485348, 'chiral': 0.03423687333202498, 'regular': 0.0342286013952211, 'lie': 0.0334572823220374, 'arxiv': 0.03289630979534518, 'bloch': 0.032031624113957186, 'invariant': 0.030679641742579603, 'exchange': 0.030529278672511775, 'matrices': 0.030498814088006105, 'solution': 0.03040623456733888, 'math': 0.030334560947616857, 'graded': 0.030058400005173923, 'monodromy': 0.029350755480725178, 'bracket': 0.028794802778193518, 'classical': 0.024940584687704326, 'case': 0.024738304230139826}"
585,"{'hierarchy': 0.12936363103336307, 'ows': 0.08737408809021302, 'operator': 0.049046086462248326, 'additional': 0.02834489192846984, 'hierarchies': 0.023173393872783114, 'poisson': 0.022804386646685507, 'structure': 0.02229403062512015, 'linear': 0.020793483000613906, 'series': 0.01991714127621183, 'integrable': 0.019027611336751474, 'dene': 0.01817956715966252, 'eqs': 0.01711262524780654, 'basic': 0.013696932053203137, 'perturbations': 0.013696932053203137, 'dierential': 0.012673926608474287, 'operators': 0.012673926608474287, 'model': 0.011601162233835284, 'generalized': 0.011271390266999401, 'function': 0.011074903853691281, 'fact': 0.010338906557517954, 'powers': 0.010338906557517954, 'brackets': 0.010338906557517954, 'dimensional': 0.010281237831036797, 'commute': 0.010199899293473494, 'equations': 0.010199899293473494, 'matrix': 0.010199899293473494, 'limit': 0.010199899293473494, 'space': 0.01014934415684822, 'expanded': 0.01014934415684822, 'coordinates': 0.01014934415684822}"
173,"{'loop': 0.06887053759919069, 'gauge': 0.06827755662424732, 'theory': 0.05641854756763848, 'moduli': 0.05519089428536458, 'string': 0.04418739179291336, 'couplings': 0.042943087500081016, 'function': 0.030562241853435007, 'superstring': 0.029260461672450108, 'eld': 0.02915046063199469, 'yukawa': 0.024762312791967177, 'tree': 0.02433877471634479, 'level': 0.024277748760003937, 'corrections': 0.02367045274607936, 'threshold': 0.023360077357343995, 'kahler': 0.021052631957209713, 'supergravity': 0.020264163911484247, 'massless': 0.02023482617661386, 'dependence': 0.02023482617661386, 'terms': 0.018213365586086425, 'particles': 0.016846312529027654, 'energy': 0.01558303281010917, 'unication': 0.014743151324585464, 'group': 0.014273237963917593, 'interactions': 0.014273237963917593, 'vevs': 0.014273237963917593, 'computation': 0.013418977156220861, 'supersymmetry': 0.013418977156220861, 'eective': 0.013418977156220861, 'action': 0.012327112743822477, 'nucl': 0.012237112827062357}"
1424,"{'quantum': 0.1425347537118594, 'eld': 0.1384571764495107, 'algebra': 0.12416177148447763, 'basis': 0.08501838284308427, 'operators': 0.07364679738580336, 'canonical': 0.062103900957045315, 'group': 0.05663285662533088, 'vectors': 0.05071431624200251, 'relations': 0.04796757313571038, 'transformations': 0.043761817814584915, 'functions': 0.04106318751217447, 'deformation': 0.03666280117776707, 'covariant': 0.03453727546882918, 'matrix': 0.034279377427239494, 'operator': 0.03081290013489324, 'theories': 0.027566619331781287, 'deformed': 0.025082535072157408, 'annihilation': 0.024662622123971967, 'math': 0.023824451622237633, 'satised': 0.02263992675056973, 'set': 0.02263992675056973, 'oscillator': 0.021307687375441836, 'called': 0.021307687375441836, 'suq': 0.021307687375441836, 'algebras': 0.01851234107131, 'quantization': 0.017464623197386255, 'study': 0.016994058858995943, 'sets': 0.016994058858995943, 'cut': 0.016561979163489175, 'regarded': 0.015909351680577062}"
1425,"{'string': 0.07506372242905684, 'theory': 0.06742997105784261, 'afs': 0.05346812636795015, 'equations': 0.04554468899030395, 'order': 0.042284002767741885, 'model': 0.03360719189083222, 'eective': 0.03357973624123513, 'equation': 0.033299011170726686, 'heterotic': 0.029969708975019244, 'action': 0.029618894299785314, 'nucl': 0.029262856552634275, 'anomaly': 0.024608690201929906, 'terms': 0.02322149689544059, 'bianchi': 0.02186890149697441, 'supergravity': 0.02062495365542761, 'lett': 0.01928486442018157, 'orders': 0.019200604331521574, 'sigma': 0.018631483121476944, 'identity': 0.01848016106397847, 'minimal': 0.01607606870774453, 'elds': 0.01607606870774453, 'trivial': 0.015400440778480913, 'background': 0.013315795753901738, 'free': 0.013315795753901738, 'coecients': 0.012867272995307488, 'callan': 0.012628919385985787, 'pasti': 0.012628919385985787, 'identities': 0.01155993128089624, 'lowest': 0.01155993128089624, 'condition': 0.011238784149079537}"
1426,"{'renormalized': 0.04388298020698182, 'loop': 0.0370284470664515, 'space': 0.03320715843252568, 'amplitudes': 0.029372458873700047, 'dimensional': 0.026314148830381925, 'regularization': 0.02443686071155575, 'amplitude': 0.02142269798263627, 'singular': 0.02052743885628485, 'bare': 0.01885056046681275, 'parts': 0.018309744809218542, 'functions': 0.016674164253836846, 'theories': 0.01617879073990361, 'fig': 0.015856157133861515, 'computations': 0.014967216952244608, 'prescription': 0.014891775786406547, 'algebra': 0.014698458392208763, 'yukawa': 0.014279368156018407, 'nucl': 0.01225757512032466, 'method': 0.01225757512032466, 'lett': 0.01225279116527489, 'overlapping': 0.01222860490857066, 'divergence': 0.009905155885039527, 'theory': 0.009807123938341017, 'vertex': 0.009807123938341017, 'points': 0.009807123938341017, 'dirac': 0.009807123938341017, 'fourier': 0.00941271940427188, 'integrals': 0.00941271940427188, 'diagrams': 0.009166302243609287, 'point': 0.009166302243609287}"
