Author Id,Paper Id
1966,"['9304042', '9402054']"
141,"['9303045', '9401084', '9411138']"
1981,['9303097']
931,"['9303099', '9401060', '9401061', '9403020', '9403021']"
211,"['9303101', '9404126', '9602005', '9607159', '9608161', '9709001', '9903252', '9906029', '9912124', '0011222', '0104109', '0108023', '0201267']"
815,"['9303102', '9411153', '0004150', '0104175', '0208062', '0210213', '0302065']"
1984,"['9303103', '9601064', '9705017', '0001085']"
214,['9303104']
1985,['9303107']
1137,"['9303105', '9309005', '9406153']"
747,"['9303091', '9308047']"
1995,['9303092']
290,"['9303015', '9402114', '0103243']"
603,"['9302143', '9312188', '9401121', '9611190', '9710246', '9910207', '0006100']"
122,"['9303003', '9303175', '9312025']"
1771,['9303007']
2011,"['9302141', '9307153']"
1928,"['9303018', '9312057', '9303066', '9311132', '9405038', '9410208']"
2016,['9303019']
2017,"['9303021', '9303022']"
2022,['9303011']
2023,['9303010']
2024,"['9303009', '9611124', '9610192', '9611194', '9708120', '9808023']"
2026,['9302136']
493,"['9302138', '9302139']"
2031,"['9303159', '9311130', '9403119', '9401073', '9409098', '9411025', '9512077', '9604198', '9610041', '9612126', '9707228', '9703056', '9807235', '9901146', '9910170', '0011017', '0105014', '0303194']"
2032,"['9303160', '9405077', '9501021', '9606089']"
2035,['9303162']
2044,"['9303169', '9303170', '9307057', '9402036']"
814,"['9303171', '9501068', '9504095', '9507048', '9510190', '9512062', '9609217', '9612121', '9705160', '9708034', '9708074', '9712004', '9901102', '9903043', '9911154', '0004039', '0110072']"
2047,"['9304006', '9309116', '9311034', '9503065']"
2054,"['9304004', '9404140', '9607134', '0101173']"
2061,['9303173']
2064,"['9301073', '9910064']"
1297,['9301076']
2072,['9301082']
770,"['9301102', '9608185', '9609137', '9702200', '9802012', '9810110', '9903095']"
2075,"['9304075', '9308016', '9308017', '9303087', '9401028', '9503047']"
2078,"['9301087', '9411207']"
720,"['9301088', '9506064', '9512183', '9911240']"
2079,"['9301092', '9408179']"
2080,"['9301093', '9301094']"
2081,['9301095']
497,"['9301101', '9406025']"
2087,"['9303157', '9306081']"
1423,['9304048']
2096,['9304058']
414,"['9304069', '9308158', '9410164', '9501135', '9509124', '9907060', '0005190', '0107247', '0208034', '0212194']"
2103,['9304070']
1209,"['9304061', '9712157']"
2108,"['9303129', '9312086']"
9,['9303134']
1973,['9303135']
1704,"['9303137', '9311091']"
240,"['9303138', '9306043', '9303079', '9310191', '9408029', '9608172']"
2118,"['9303146', '9305041', '9307120', '9405134']"
282,"['9303151', '9407086', '9409077', '9806059', '0002246']"
2126,"['9304084', '9807028']"
2001,['9304086']
2133,['9304082']
175,"['9304126', '9304164', '9910131']"
2137,['9304127']
2058,"['9304100', '9412227', '9506103', '9603038']"
2142,['9304101']
955,"['9304102', '9402080']"
995,"['9304104', '9306074', '9602032']"
2147,['9304090']
2151,"['9306001', '9406126']"
2155,"['9304116', '9309071', '9406118', '9408131']"
2156,"['9304117', '9904089']"
2157,['9304119']
2158,['9304120']
2161,"['9304114', '9305014', '9501092', '9507088', '9508003', '9608003', '0205287']"
2162,['9304124']
2164,"['9305046', '9402124', '9605179', '9607173', '9610124', '9703225']"
2173,['9304136']
537,"['9304109', '9411213', '9503125', '0006190', '0011286']"
2177,['9304110']
2183,"['9304153', '9305150', '9312052']"
2187,"['9304156', '9306031']"
2190,"['9305029', '9411032', '9512057', '9709083', '9801013']"
2195,['9305033']
70,"['9305034', '9401094', '0001161', '0012270', '0101208', '0201130', '0203032', '0209220']"
1222,['9304151']
1533,"['9304140', '0101106']"
968,"['9305018', '9304159', '9711014', '0003132', '0102056']"
2218,"['9305040', '9306083', '9306032', '9411193', '0007237', '0007238', '0012020', '0205001', '0302051']"
2083,['9305026']
2221,['9305011']
2229,['9305057']
2230,"['9305058', '9403016', '9905199']"
2231,"['9305059', '9406054', '9510185', '9903198']"
2232,['9305060']
2204,"['9305062', '9305162', '9306086', '9310176', '9408154']"
2236,['9305056']
2238,"['9305061', '9609173', '9804163']"
2240,['9305048']
2245,"['9305076', '9305168', '9311016', '9311017']"
177,"['9305049', '9310006', '9806198', '9902204', '0106003']"
2260,"['9305092', '9404062']"
2266,"['9305084', '9305085', '9305086', '9305118', '9306058', '9404105']"
2269,['9305090']
2271,"['9305102', '9412050']"
2274,['9305104']
2275,"['9305106', '9310014', '9310197', '9411190', '9512014', '9703004', '9707043', '9708021']"
2277,"['9305108', '9407038', '9411157']"
2278,"['9305110', '9311004', '9410037', '9501076', '9505086']"
276,"['9305114', '9311058', '9312043', '9412154']"
2117,"['9305071', '9306016', '9307032', '9311163', '9406066']"
2291,['9305131']
2301,['9305173']
723,"['9305124', '9706161', '9804108', '9906114', '9906036', '0101034']"
2314,"['9305133', '9508023', '9511130', '9601107', '9611212', '9901112', '9905220']"
2317,"['9305120', '9511038', '9811199', '0002168']"
2320,"['9305122', '9305153', '9309031', '9309072']"
363,"['9305139', '9409044']"
2325,"['9305157', '9308101', '9412160', '9504023', '9512044', '9603117', '9605029', '9612003', '9612160', '9612241', '9703094', '9704031', '9707023', '9707171', '9802023', '9809102', '9812189', '9906176', '9908115', '9912113', '0001023', '0001134', '0004018', '0007031', '0007224', '0106260', '0201225', '0204182', '0205065', '0206181', '0208138', '0207231', '0210061', '0211053', '0203086', '0212022']"
2326,"['9305158', '9305159']"
2340,['9305069']
2341,['9305165']
2319,"['9305177', '9309021', '0211005']"
2347,['9305180']
1337,['9305181']
2348,['9305183']
2349,['9305184']
2351,"['9305170', '9311103', '9312151', '9409074', '9411166', '9511047']"
136,"['9305151', '9807085', '0009002', '0105175', '0107007', '0106027']"
1184,"['9306059', '9511050']"
2365,['9306071']
2373,"['9306009', '9601047', '9607008', '9610190', '9703132', '9706098', '9709176', '9703053', '0009069', '0105172', '0206120']"
2377,"['9306012', '9309100']"
2384,['9307074']
2387,['9307076']
1989,['9307080']
2394,"['9307081', '9307082']"
2399,['9306040']
2400,"['9306046', '9306003', '9307137', '9309086', '9403193', '9408026', '9610063']"
2276,"['9306047', '9711093', '9803257']"
2403,"['9306038', '9410184', '9504115', '9504114', '9805058', '0003166', '0003164', '0003165']"
2420,['9306084']
2428,"['9306075', '9309082', '9403046', '9410151', '9412107', '9501016', '9502052', '9611185', '9705028', '9708097', '9709090', '9709212', '9903044', '9903255', '9911071', '9911235', '0011274', '0011275', '0103017', '0110057', '0212146', '0212058']"
2431,['9306118']
1189,"['9306025', '9306026', '9508125', '0005230', '0301018']"
2438,"['9306030', '9403033', '9407195', '9411006', '9611144']"
1200,"['9306034', '9404065', '9403163', '9708167', '0002218']"
2439,"['9306036', '9407135', '9408177', '9411243']"
2443,"['9306121', '9412090']"
1277,"['9306127', '9406078']"
2343,['9306128']
908,"['9306164', '9308105', '9310200', '9407153', '9611018']"
2462,['9307020']
2466,"['9306162', '9506005', '9702194', '9702195']"
2473,['9307003']
2477,"['9306150', '9309096', '9402081', '9403079', '9506181']"
2478,['9306152']
791,"['9306154', '9309127', '9310128', '9312080', '9406144', '9401159', '9406002', '9506042', '9507096', '9508082', '9510020', '9802029', '9803200', '9812202', '9906067', '0006138', '0007129', '0107171', '0111139', '0203026']"
2485,"['9307047', '9303113']"
2490,['9307035']
2492,"['9307029', '9604022', '9701147', '9707012', '9806052', '0110121']"
1943,"['9305186', '0303251']"
2496,"['9304162', '9405080', '9510031', '9901106', '9904149', '0103058', '0205160', '0209095']"
2507,['9307022']
2508,"['9307023', '9307024', '9406061', '9511175', '9702156', '9710161', '9811218', '0304037']"
338,['9307054']
2523,['9307089']
2527,['9307110']
2543,['9307062']
377,"['9307087', '9607047']"
976,"['9307098', '9409002']"
1909,['9307051']
2552,"['9307004', '9310048']"
2553,['9307009']
1034,"['9307014', '9309085', '9407023', '9411049', '9411206', '9504049', '9607206', '0205039', '0212013']"
1072,"['9307090', '9410021']"
2562,['9307095']
2563,"['9307097', '9312039', '9501059']"
2566,"['9307100', '9407159', '9411199']"
2576,['9307173']
1095,"['9307129', '9310089']"
2593,['9307130']
2594,['9307121']
2596,"['9307125', '9406138', '9406139']"
2597,['9307127']
553,"['9307168', '9409089', '9805115', '0101029']"
825,"['9308048', '9308028', '9402155', '9508097', '9508167', '9608056', '9707257', '9906229', '0007094', '0012154', '0105145', '0108134']"
2600,"['9308123', '9401038']"
2606,"['9308132', '9407115']"
2607,['9308135']
2613,"['9308046', '9312064', '9412193', '9412239', '9412240', '9412205', '9412204', '9610044', '9610149', '9811225', '9901024']"
1348,"['9308045', '9402096', '9407188', '9408148', '9606167', '9703153', '9809066', '0104006', '0210038']"
2303,"['9307163', '9405016', '9408034', '9408112', '9403097']"
2622,['9307164']
1131,['9308031']
2631,"['9307192', '9312195', '9402142', '9602107']"
2635,"['9308039', '9406023']"
2636,['9308040']
2638,['9307191']
534,"['9308011', '9705215', '9902043']"
2643,['9307197']
2644,['9307196']
2649,"['9307183', '9309105', '9401166']"
2650,['9307184']
2651,"['9307185', '9804037']"
1651,"['9307187', '9503131', '9708027']"
2186,"['9308042', '9311062']"
2658,"['9307134', '9307135', '9410201', '9709012']"
2659,['9307136']
2660,['9307139']
2664,['9307144']
2666,['9307146']
2671,['9308015']
2675,['9308024']
2676,"['9308025', '9311147', '9405067', '9706213', '9711204', '9806013', '9810215', '9905114', '9907160']"
2683,['9308102']
2685,"['9308104', '9408144', '9503116', '9601110', '9608020', '9612201', '9708026', '9907143', '0004146']"
1174,"['9308053', '9708148', '0003276', '0102100', '0104018', '0206224']"
2694,"['9308054', '9610065', '9908097', '9908095', '0007038']"
2696,['9308058']
2697,['9308059']
2698,['9308060']
2699,['9308061']
2642,['9308063']
2584,['9308064']
2707,['9308085']
2710,"['9312056', '9605020']"
2711,"['9312058', '9406011']"
2060,"['9312059', '9707045', '9804054', '0010096', '0105286', '0203043', '0209042']"
808,['9312060']
2717,"['9312066', '9403037', '9508098']"
2719,"['9312045', '9405095', '9506133', '9608036', '9809003', '0005034', '0301163']"
1159,"['9312051', '9402091', '9404012', '9710187', '9904145', '0108044']"
2722,['9308087']
2731,['9308089']
2733,"['9312048', '9308110', '9401037', '9404028', '9410044', '9411141']"
2734,['9308050']
2735,['9309006']
2736,['9309009']
726,['9309001']
2744,['9308111']
2745,['9308112']
2747,"['9308116', '9308117', '9508148', '9510188', '9608097']"
767,"['9308139', '9309145', '9405103', '9501106', '9511116', '9611164', '9704080', '9901079', '0204027', '0302219']"
2123,"['9308070', '9808037']"
2761,['9308074']
250,"['9308075', '9410046', '9410210', '9501030', '9509106', '9608117', '9611203', '9805177', '9808100', '9912164', '0012249', '0111237', '0201062', '0208093']"
2765,['9308078']
2769,"['9308141', '9308150', '9705063', '0006117', '0007171', '0103098', '0112137']"
2776,"['9308144', '9308145', '9605156', '9903262', '9905179', '9910074', '0003120']"
685,['9308149']
2778,"['9308151', '9612023', '9612179']"
2781,['9308156']
834,['9309029']
2791,"['9309035', '9609014', '9707025', '9801056', '9811094', '9908156', '9911079', '0003275', '0008245', '0012255', '0103211', '0107254', '0206187', '0301166']"
2800,['9309043']
2806,"['9309051', '9402062', '9404066']"
674,"['9309052', '9906106']"
2602,['9309081']
2661,"['9309056', '0011194', '0212340']"
2811,"['9309058', '9708166', '9901122', '0006145', '0111221', '0112130']"
2812,"['9309059', '9309061', '9312173', '9410180', '9506153', '9508106', '9508061', '9602095', '9603163', '9606053', '9608051', '0112069', '0303094']"
1730,['9309050']
2815,['9309054']
2818,"['9310057', '9410085', '9608083', '9608092', '9702145', '9805093']"
2048,"['9310059', '9411010', '9510018']"
2820,"['9309070', '9310192', '9408130', '9605205']"
2823,['9309074']
2825,['9309077']
937,"['9309087', '9411209']"
2250,"['9309109', '9709149', '0102047', '0203159', '0211109', '0303137']"
2256,"['9309103', '9310012', '9311054', '0001160']"
2850,"['9309104', '9310096', '9503199', '9601009', '9603122', '9701132', '0007208', '0009055']"
2863,['9309121']
198,"['9309115', '9607187', '9712088']"
2402,"['9309114', '0109017']"
2872,['9309130']
2873,['9309131']
2375,"['9309147', '9309148', '9404081', '9511137', '9601141', '9601116', '0001094', '0004032', '0005122', '0006238', '0103040']"
2883,"['9309150', '9410111', '9910133', '0108224']"
1993,['9310034']
281,"['9310002', '9406177']"
2895,"['9310003', '9606006']"
1047,"['9310007', '9409146']"
2898,"['9309141', '9406022', '9501082']"
2805,['9310023']
2906,['9310024']
2082,['9308001']
1585,['9310021']
2910,"['9308002', '9311140', '9403042']"
2637,['9310028']
2924,"['9310027', '9311118', '9311044']"
2542,"['9310010', '9405033', '9409102', '9909074']"
2925,"['9310013', '9704182', '9811110', '9904192', '9911020', '0009216']"
2930,"['9310047', '9407100']"
2931,"['9310049', '9401059', '9402008', '9401092', '9405006']"
2933,['9310051']
1547,['9310090']
2938,['9310091']
2943,['9310045']
2945,['9310064']
2946,"['9310065', '9404129']"
2947,"['9310066', '9310149', '9506102', '9610204', '0005274', '0103246', '0105041', '0212253', '0212260']"
2948,['9310068']
725,"['9310069', '9403151', '9505023', '9511088', '9512078', '9602022', '9702201', '9707131', '9711067', '9801139', '9804172', '9805213', '9804131', '9810149', '0005180', '0008142', '0101218', '0111051']"
2967,"['9310079', '9410196', '9510012', '9706011']"
2969,['9310099']
2979,"['9310097', '9612133', '9705142', '9907147']"
1650,['9311022']
1987,['9311023']
2727,['9310137']
2681,['9310152']
3004,"['9311099', '9312137', '9712113', '9810221']"
3005,['9311100']
3007,['9311101']
253,"['9311104', '9312209', '9412202']"
3010,['9311119']
3017,['9311110']
2639,"['9311111', '9312019']"
3030,['9310195']
3036,['9311003']
3046,['9310193']
3047,['9311018']
777,['9311021']
3071,['9310120']
1530,"['9310121', '9310122', '9402016', '9605043', '9606030']"
3072,['9310127']
1788,['9310129']
3078,['9310133']
3080,['9311069']
1710,['9311082']
3096,['9311085']
1922,['9311074']
3126,"['9303062', '9509104']"
3127,['9303063']
3131,['9311126']
3132,"['9311127', '9507075', '9612239', '9705012']"
115,"['9311129', '9510204', '9706194']"
2630,['9311043']
394,"['9311141', '9310182', '9408061', '9410065', '9411124', '9611019', '9710170']"
213,"['9311142', '9502091', '9711194', '9810031', '9903087']"
3145,"['9311135', '9404168']"
3154,['9311037']
508,"['9311035', '9504131']"
2505,"['9311059', '9405001', '9407103', '9503069', '9602020', '9602138', '9604033', '9609232', '9612024', '9702169', '9709217', '9709132', '9711033', '9912163', '0206192']"
3161,['9311033']
3164,"['9311051', '9402101', '9403001', '9510131', '9607142', '9612046', '9708114', '9810220', '9811247', '9909042', '0207036', '0208147', '0303263']"
709,['9311027']
3180,['9311029']
3181,['9311030']
3182,"['9311031', '0006031']"
1691,"['9311049', '9512016']"
3188,['9312024']
1312,['9312026']
3189,['9312027']
2912,"['9312028', '9312029']"
1620,"['9312011', '9812029']"
3197,['9311188']
1238,['9311189']
2835,"['9311161', '9402145', '9502022']"
3216,['9312160']
3217,"['9312162', '9410238']"
3218,['9312165']
2005,['9312158']
3219,"['9312005', '9401071', '9406017', '9604054', '9609201']"
3220,"['9312006', '9704162', '9805088', '9908195']"
3225,['9312009']
3229,"['9312174', '9511158', '9610064', '9707085']"
1809,['9312176']
3234,"['9311158', '9406134', '9703220', '9709154', '9807102', '0107239', '0211084', '0211085']"
3241,['9312082']
1219,['9312037']
3250,['9312044']
3254,"['9311159', '9404158', '9407085']"
3259,['9311177']
3260,['9311180']
3263,['9311182']
3265,['9311151']
3248,"['9312074', '9505103']"
671,"['9312075', '9312076', '9408170', '0111038']"
3272,"['9312077', '9411222', '9511123', '9511016']"
3273,['9312078']
2790,"['9312079', '9410088', '9611181', '0205226']"
3274,['9312083']
2168,"['9311168', '9611092', '0012045']"
3277,['9311169']
3278,"['9311172', '9311173', '9403122', '9606057', '9607111', '9907016']"
3029,"['9312128', '9411236', '9506158', '9603184', '9704201', '9712252', '9807094', '0104186']"
3284,['9312130']
3290,['9312152']
3293,"['9312110', '9402066', '9409174']"
402,['9312141']
3299,['9312146']
3301,['9312148']
1176,['9310167']
3311,['9310178']
3317,['9310174']
1531,"['9310190', '9708093', '0005081', '0010191']"
3320,"['9311149', '9510172']"
2493,"['9310188', '9401008']"
3332,['9312203']
843,"['9312190', '9710004', '9810213', '0108072']"
3333,['9312193']
3335,['9312197']
3337,['9312191']
212,"['9312212', '9409190', '9607123', '9801149', '9903088', '0010078', '0011093', '0104253', '0205202', '0301196']"
2292,['9312107']
3347,['9312211']
3351,"['9312112', '9312113']"
3352,['9312111']
3353,"['9312097', '9808169', '0009137']"
2270,"['9312105', '9403092', '9412191', '9602001', '9610040', '9810107', '9911111']"
280,['9312120']
3359,"['9311150', '9602161', '9603039', '9604092']"
3366,['9401067']
3372,"['9401047', '9402130', '9403068', '9404137', '9405050']"
3383,"['9401054', '9412243', '9504072', '9506154', '9507069']"
3387,['9401014']
2663,['9401015']
3389,"['9401042', '9903205', '0209241']"
376,['9401055']
3397,"['9402106', '9407176']"
2033,"['9402094', '9402076', '0111157', '0209048']"
1028,"['9401049', '9407145', '9604101']"
3431,['9402149']
3434,['9401001']
3437,"['9401144', '9403175']"
3438,"['9401133', '9608053', '9702084', '9712233', '9806012', '9907101', '0112039', '0207016', '0304173']"
595,['9401115']
3440,['9401118']
3435,"['9401152', '9406200']"
3441,"['9401120', '9603153', '9606038']"
3444,['9401124']
3449,['9401085']
2423,['9401086']
3451,['9401087']
3266,['9401114']
3455,"['9401142', '9905041']"
1269,"['9401138', '9802200', '0005042', '0104193', '0110125']"
3467,['9401033']
3473,"['9401004', '9412231']"
194,['9401131']
3480,"['9401020', '9803210', '9804106']"
3481,['9401022']
3485,"['9401026', '9403051', '9403148']"
2623,"['9402075', '9409145']"
1036,['9402052']
3490,['9402058']
3492,['9402069']
3493,"['9402047', '9402048', '9512171', '9606114', '9603045', '9703213', '9908083', '9909026']"
3018,"['9402060', '9403154']"
3496,"['9402061', '9503070']"
2138,['9401154']
3510,['9402004']
3511,['9401168']
1180,['9401164']
452,"['9401165', '0210047']"
3512,['9406129']
3526,['9406142']
3360,['9406141']
3530,"['9406136', '9508159', '9512123']"
3531,"['9402039', '9608121']"
3532,['9402028']
3540,"['9402043', '9401076']"
130,"['9402044', '9408013', '9506077', '9606017', '9608111', '9609161', '9705117', '9705221', '9710009', '9802144', '0008013', '0201039', '0212225']"
3552,['9402140']
3498,['9402072']
3554,"['9402132', '9406064']"
3555,['9402090']
1603,['9402077']
3559,['9402112']
3566,"['9402023', '9506185', '9512070', '9607191', '9702114', '9705154', '9907081', '9912203']"
3570,['9402021']
3571,"['9402019', '9411134', '9411135', '9805141', '9805142', '9902102', '0012179', '0106043', '0207068']"
3575,"['9402020', '9406212', '9502105', '9603135', '9609063', '9701161']"
3579,"['9402015', '9407056', '9411037', '9710175']"
3580,"['9402017', '9402018']"
3595,"['9402122', '9410148', '9711076', '9908183', '0006231', '0012070']"
3596,"['9402123', '9704160', '0001038']"
909,['9403043']
3614,['9403070']
3615,['9403071']
774,['9403073']
3618,['9404049']
3619,['9404043']
3620,['9404044']
3621,"['9404060', '9403123']"
3623,"['9404070', '9404090', '9407126', '9605160']"
3624,['9404053']
3340,"['9404054', '9406172', '9410039']"
3625,['9404055']
3626,"['9404057', '9802141', '0007150', '0109106', '0209144']"
3629,['9403160']
3634,['9403059']
3638,"['9404074', '9410179', '9410200', '9410226', '9503231', '9505163', '9601178', '9702070', '9803093']"
3639,['9404075']
3644,"['9403127', '9403120', '9404182', '9412180', '9511170']"
3645,"['9403125', '9504104']"
3646,"['9403124', '9601056', '9712165', '9712107', '9905150']"
3648,"['9403121', '9702139']"
2285,"['9403118', '9404032', '9703025']"
3651,['9403129']
3652,['9403130']
3656,"['9403136', '9410188']"
3028,['9403142']
522,"['9403145', '9403146', '9406073']"
3662,['9403157']
3670,"['9403077', '9402150']"
385,['9403006']
3165,['9403017']
3198,['9403025']
2740,['9403023']
3687,['9403030']
3692,['9404033']
3698,"['9404003', '9406030', '9406031', '9407197', '9612055', '9907149', '0008210', '0109105']"
3527,"['9404007', '9409100']"
3704,"['9404001', '9403172', '9405040', '9409159', '9410107', '9411089', '9911108', '0102175', '0202038', '0203044', '0203275', '0207021', '0303059', '0303148']"
3705,['9404026']
3708,"['9404024', '9810136']"
2808,['9404029']
998,"['9404022', '9405055', '9406038', '9509138']"
2704,['9401106']
3724,['9401109']
3725,"['9401078', '9412166', '9503139', '9706172', '9711146', '9807041']"
3728,['9401080']
2085,['9403176']
2949,['9404013']
3740,"['9401096', '9407058', '9605185', '0303045']"
298,"['9403177', '9512066', '9707184', '9812133', '0008048']"
3745,['9404110']
3746,['9404100']
3748,['9404099']
3753,['9404085']
3760,['9404079']
3765,['9404102']
3766,['9404094']
3779,"['9403166', '9609023']"
3780,['9403192']
941,"['9403185', '9811101', '0001216', '0005270', '0104081', '0208214', '0212291']"
3784,['9404091']
3789,"['9404139', '9405172', '9407136']"
423,"['9404138', '9410124', '9510100', '9510215', '9606010', '9701096', '0202137']"
2608,"['9404134', '9609012']"
2036,"['9404130', '9409038', '9410161', '9902057', '9906172', '9909217', '0004079']"
1033,"['9404190', '9410239', '0101231', '0103250']"
999,['9404167']
3794,"['9404157', '9709038', '0011114']"
3795,"['9404160', '9405102', '9411148']"
3797,['9404153']
3798,['9404161']
3800,"['9404118', '9510008', '9607168']"
3802,"['9404123', '9412015', '9412016', '9508057', '9603067']"
3803,"['9404154', '9702080', '9804155', '9807005']"
1119,['9404122']
3269,['9404142']
3084,['9404175']
3822,['9405179']
3829,"['9404177', '9605182', '9712027', '9709082', '9712065', '9712129', '9907015', '0001190', '0008162', '0103056', '0103132', '0103225', '0104132', '0209075', '0209072', '0209086', '0209088']"
3830,"['9404178', '9405042', '9409150', '9409149', '9409148']"
3268,['9404124']
3835,['9404186']
3851,"['9405020', '9504079', '9509010', '9512097', '9608087']"
3852,"['9405044', '9405045']"
2401,"['9405065', '9610085', '9701163', '9708164', '0012186', '0211116']"
1118,"['9405066', '9406181']"
3733,"['9405069', '9407169', '9607204', '9707048', '9807151', '9810066', '0004129', '0012006', '0203167', '0204142']"
1887,"['9405070', '9502146']"
3547,['9405035']
3858,['9405025']
3227,['9405056']
362,"['9405057', '9411082', '9809087']"
3871,['9405060']
1296,['9405010']
2677,['9404148']
3874,['9404150']
3875,['9405009']
2971,['9405075']
3890,"['9405063', '9412102']"
3899,"['9405061', '9406108']"
3907,['9405088']
3910,"['9405082', '9505090']"
1433,"['9405091', '9702091', '0301154']"
2580,"['9405092', '9509135', '9612132', '9707150', '9802024', '9906197']"
1763,"['9405104', '0007176']"
3915,['9405098']
3927,['9405122']
3931,['9405126']
3932,['9405135']
3934,['9405129']
3938,['9405118']
3940,"['9405143', '9811122']"
3943,['9405137']
3944,['9405150']
3950,['9405149']
3951,['9405041']
1540,"['9405162', '9903203', '0106178', '0303072']"
3955,"['9405171', '9811162', '9901148', '9903244', '9903178', '0109031']"
3962,['9405165']
3963,"['9405166', '9411066', '9506003', '9509128', '9510111', '9511124', '9602080', '9603130', '9608052', '9609029', '9802025', '9811235', '9812002', '0007084', '0107076', '0205095', '0205239']"
2999,"['9405167', '9405168']"
736,"['9405190', '9410141', '9503225', '9505003', '9508017', '9601128', '9610012', '9612117', '9709100', '9802039', '9810104', '9910058', '0006064', '0102120']"
3967,['9405191']
3978,"['9405184', '9505013', '9508066', '9808116']"
876,"['9405185', '9503009', '9606035', '9710030', '9801051', '9801085', '9802152', '9806096', '9809076', '9810024', '9810203', '9907033', '9908104', '9909048', '0006203', '0008012', '0008055', '0008134', '0009074', '0012013', '0102147', '0103052', '0103158', '0103009', '0103257', '0104085', '0106210', '0302203']"
2797,"['9405186', '9412078', '9504003', '9703170', '9705113', '9707164']"
3982,"['9405195', '9908001', '0103247']"
1003,"['9405197', '9505022']"
3986,"['9406026', '9409198']"
3989,['9406004']
3993,['9405199']
95,"['9406016', '9711080']"
3996,['9406014']
809,['9405200']
2957,['9405201']
4006,['9406097']
3102,"['9406094', '9410197', '9609140', '9702140', '9805219', '0004139', '0008040', '0303052']"
4007,['9406092']
4009,"['9406104', '9412094', '9511216']"
4017,['9406037']
4029,"['9406047', '9509079', '9509077', '9509078', '9509075', '9510140', '9602169', '9604160', '9703005', '9704166', '9707040']"
4031,['9406041']
4045,"['9407079', '9410017']"
4054,"['9406075', '9406119', '9801069']"
2956,"['9406089', '9409169', '9605078', '9707109', '9708045', '9710200', '9808058', '9901051', '9907091', '9907135', '0003259', '0009165', '0103258', '0105124', '0106166', '0107190', '0203143', '0203251', '0210107', '0212123', '0303022']"
4060,"['9406083', '9408002', '9512050']"
4062,['9406085']
4063,"['9406087', '9407127', '9408165']"
4065,['9406086']
4068,"['9406185', '9406211']"
1786,['9406190']
1744,"['9406189', '9906096', '0007021']"
4073,['9406113']
4077,['9406112']
1779,"['9406123', '0303118']"
4089,"['9406058', '9410168', '9804158']"
4092,['9406057']
4099,['9406149']
4091,['9406150']
4103,['9406152']
4108,"['9406156', '9407109']"
4109,['9406159']
4113,['9406164']
4114,['9406158']
4116,"['9406167', '0012005']"
4130,['9407034']
683,"['9406209', '9506137', '9601098', '9701075', '9703051', '9703138', '0206207']"
15,"['9407009', '9512046', '9607078', '9710016', '9804014']"
2869,"['9406204', '9407157', '9408021']"
4141,['9406202']
4143,['9406197']
4147,['9407110']
4158,['9407032']
1852,['9407045']
4161,['9407043']
4163,['9407019']
4167,['9407059']
3464,['9407066']
4168,['9407083']
724,['9407106']
2321,"['9407082', '9511143', '9512136', '0010233']"
2345,"['9407052', '0303039']"
987,"['9407064', '9412003', '9607102', '9610170']"
4178,"['9407050', '9410002']"
4183,['9407002']
448,"['9407096', '9408051', '9704117']"
3831,['9407006']
4194,['9407101']
4199,['9407084']
4204,['9407094']
4207,"['9407133', '9710189', '9801038', '9808181', '0109147', '0201206', '0205020', '0212103']"
4209,"['9407162', '9411123']"
4214,"['9407180', '9504082', '9601026', '9612043', '9612098', '9710107', '9901118', '9905002', '9909222', '0001118', '0010218', '0104061', '0112088', '0209256']"
4216,"['9407186', '9508105', '9601016', '9607036']"
4234,['9407140']
2501,"['9408160', '9502160']"
4243,"['9408161', '9407174', '9407175', '9412121', '9503133', '9609166']"
4244,['9408162']
4245,['9408173']
4246,['9408172']
4248,"['9408168', '9409181', '9507173', '9603065', '9605192', '9610030', '9707009']"
4250,['9408166']
4270,['9408008']
4273,"['9408009', '0010150']"
4279,"['9408054', '9602039', '9612206', '9702125', '9906062']"
620,"['9408052', '9408175']"
1288,"['9408015', '9510070']"
4282,"['9408024', '9410099', '9506197', '9509118', '9609190', '9701047', '9704193', '9707195', '0007063', '0105320', '0110162']"
50,"['9408060', '9504148', '9511056', '9907152', '9912236', '0103149']"
4295,"['9408066', '9709213']"
3288,"['9408041', '9605187', '9901037']"
3801,['9407156']
2654,"['9407154', '9412207', '9609153']"
4299,['9408174']
4310,"['9408176', '9408146']"
2544,"['9408129', '9411179']"
4317,['9408140']
4323,"['9408138', '9410045', '9501062', '9505007']"
4325,"['9408102', '9408106']"
2114,['9408070']
4052,"['9412040', '9511014', '9511007', '9511006', '9701012', '9808054', '9903092', '0012162', '0101021', '0104033']"
4345,['9412049']
4346,"['9412048', '9412046']"
4347,"['9412043', '9505036']"
3711,"['9412042', '9409004', '9411215', '9809115', '9809116', '9906208', '0110026']"
4350,['9412024']
4353,['9412054']
4355,"['9412060', '9607221', '9607222']"
1647,['9412057']
4359,['9408110']
1662,['9408109']
4364,['9408111']
4366,['9408107']
4373,"['9408117', '9607150', '9610010', '9709140', '9905090']"
