Author Id,Paper Id
1584,"['9212154', '9312047', '9503052', '9511117']"
1585,"['9212068', '9310021']"
1586,"['9212058', '9309078']"
1587,"['9212059', '9308103']"
1588,"['9212059', '9308103', '9410181']"
1589,"['9212064', '9403107']"
1590,"['9212065', '9706031']"
1591,"['9212065', '0205023']"
1592,['9212065']
1593,['9212034']
1594,"['9212071', '9406103']"
1595,"['9212072', '9408064']"
1596,['9212073']
1597,"['9212077', '9304052', '9406048', '9510091', '9511197', '9607186', '9608048', '9611078', '9707122', '9710076', '9711168', '9802184', '9810062', '9901011', '9907045', '0009173', '0010205', '0107241', '0110051', '0202048', '0210081', '0210286']"
1598,"['9212074', '9304015', '9309107', '9607013', '9610144', '9701145', '9901053', '0103242', '0110243', '0201181']"
1599,['9212023']
1600,['9212079']
1601,['9212031']
1602,['9212012']
1603,"['9211139', '9402077', '9910219']"
1604,"['9212003', '9309004', '9309003', '9309002', '9308007', '9501003', '9501004', '9502030', '9507023', '9510201', '9608110', '9704209', '9706044', '9705228', '9804003', '9805084', '9806114', '9809208', '9809210', '9810125', '9905083', '9905193', '9909223', '0006177', '0006175', '0009033', '0105099', '0105190', '0106087', '0110140', '0112175']"
1605,"['9211139', '9305043', '9308134', '9405136', '9412176', '9512125', '9703091']"
1606,"['9212014', '0010126']"
1607,"['9212008', '9304014']"
1608,"['9212008', '9304014']"
1609,['9212009']
1610,['9212009']
1611,"['9212010', '9310056', '9312192', '9404041', '9405093', '9411053', '9503043', '9503028', '9512065', '9706002', '9707200', '9802164', '9905044', '0001044', '0010040', '0010101', '0211131', '0302151', '0304005']"
1612,"['9212011', '9306037']"
1613,"['9212005', '9707190', '9710079', '0005009', '0011076', '0103105']"
1614,"['9211135', '9409179', '9612115', '9705128', '9711073', '9812177', '9904018', '9908038']"
1615,['9212009']
1616,['9212110']
1617,"['9212110', '9312215', '9412084']"
1618,['9212105']
1619,['9210126']
1620,"['9211132', '9312011', '9506001', '9503055', '9812029', '9912043', '0209045']"
1621,['9211014']
1622,"['9211015', '9302109', '9306085', '9406009', '9406059', '9505116', '9506156', '9512178', '9512177', '9602067', '9606118', '9608044', '9612142', '9705094', '9705095', '9706117', '9707113', '9901078', '9901055', '9910020', '0012051', '0103244', '0206159', '0206200', '0210011']"
1623,"['9212107', '9503019', '9612049']"
1624,['9212105']
1625,"['9212116', '9304036', '9308029', '9303068', '9311039', '9405154', '9406088', '9408058', '9408057', '0005281', '0106233']"
1626,"['9212114', '9610126']"
1627,"['9212112', '9305132', '9407105', '9502147', '9507008', '9609130', '9610053', '9704044', '9705232', '9706127', '9709010', '9711010', '9803137', '9803186', '9806158', '9906201', '9908116', '9912132', '0002092', '0004148', '0204193', '0212056']"
1628,"['9212110', '9312215', '9412084', '9907119']"
1629,['9212101']
1630,"['9212102', '9212106', '9211038', '9303127']"
1631,"['9212102', '9211038', '9506030', '9602025', '9607039', '9907084', '0010259']"
1632,['9211018']
1633,['9211018']
1634,"['9211019', '9307189']"
1635,"['9211020', '9711115', '9802063', '9807188', '9812175', '9906154', '0003083', '0012220', '0103066', '0107250', '0210203', '0302180']"
1636,['9211034']
1637,"['9211035', '9401113', '9410076', '9410119', '9411201', '9502043', '9512213', '9602034', '9703193', '9708038', '9801063', '0102160', '0103264', '0204111', '0205279', '0208140', '0210101', '0211217', '0212326', '0301076', '0301142', '0301191', '0304180']"
1638,"['9211037', '9303050', '9307091', '9307180', '9312020', '9402038', '9404181', '9408167', '9412173', '9412062', '9505017', '9506087', '9509120', '9512030', '9603027', '9604031', '9605052', '9606094', '9607242', '9607243', '9612063', '9703096', '9810216', '9907069', '9907068']"
1639,"['9211034', '9912067']"
1640,['9211039']
1641,"['9211006', '9211005', '9412097']"
1642,['9211009']
1643,"['9211019', '9307189', '9309090', '9403012', '9503042', '9510061', '9802201', '9805094']"
1644,"['9211011', '9605113', '9708134', '9803107', '9804149', '9806080', '9811120', '9908077', '0007011', '0301139', '0301240']"
1645,['9211004']
1646,"['9211004', '9307178', '9303080', '9312161', '9410057', '9506015', '9506170', '9510141', '9601018', '9603128', '9612183', '9706174', '9805182', '9806113', '9906078', '9911140', '9912038', '0004159', '0010027', '0105115', '0105264', '0109032', '0207252']"
1647,"['9211004', '9307186', '9412057']"
1648,"['9211005', '9211006']"
1649,"['9211007', '9301043', '9311042', '9402119', '9504145', '9509049', '9511204', '9608039', '9612181', '9702030', '9704151', '9707214', '9711124', '9811201', '9907186', '0001025', '0004103', '0010207', '0011059', '0011241', '0104102', '0110226', '0204099', '0204129', '0208163', '0211124']"
1650,"['9211007', '9311022']"
1651,"['9211004', '9307187', '9503131', '9512054', '9708027']"
1652,['9212114']
1653,"['9212112', '9305132', '9407105', '9502147', '9507008', '9609130', '9610053', '9704044', '9705232', '9706127', '9709010', '9711010', '9803186', '9803263', '9803137', '9806158', '9903186', '9905148', '9906201', '9908116', '9912132', '0002092', '0004148', '0010048', '0106034', '0112113', '0204193', '0205184', '0212056', '0303001']"
1654,"['9212145', '9304146', '9711112', '9802109', '0005173', '0006132', '0110196', '0210114']"
1655,['9212146']
1656,['9212147']
1657,['9212147']
1658,"['9212118', '9310108', '9407122', '9409138', '9502060', '9508016', '9512085', '9701034']"
1659,['9212089']
1660,['9212089']
1661,"['9212090', '9310134', '9408046', '9410004', '9610147', '9703142']"
1662,"['9212094', '9301039', '9310022', '9311171', '9408109', '9506215']"
1663,"['9212088', '9303012', '9405005', '9502096', '9605183', '9704056', '9709032', '9710114', '9801042', '9806110', '9807070', '9811212', '9904199', '0001110', '0003159', '0004119', '0008086', '0011072', '0012144', '0101035', '0208021']"
1664,"['9212156', '9503031', '9511070', '9607170', '9608013', '0111208']"
1665,['9212121']
1666,"['9212139', '9301106', '9303125', '9304091', '9308020', '9311079', '9505030', '9509064', '9606051']"
1667,"['9212094', '9506215', '9707114']"
1668,"['9212096', '9304071', '9303126', '9312164', '9411216', '9505065', '9605022', '9612116']"
1669,"['9212086', '9304080', '9708013', '9805147', '9912256', '0111273', '0208175']"
1670,"['9212086', '9304080', '9810011', '9810057']"
1671,"['9212083', '9701172', '9711126', '9810144']"
1672,"['9212100', '9407113', '9409142', '9409141', '9412062', '9508141', '9603190', '9606116', '9610142', '9611106', '9704011', '9705041', '9710073', '9905015', '9905209', '9908035', '9908201', '9910118', '0001033', '0002076', '0002161', '0003020', '0006011', '0010015', '0003076', '0011247', '0102045', '0105090', '0108221', '0201075', '0202197', '0206051', '0206063', '0209089', '0209099', '0210096', '0210239', '0212065', '0302165', '0303018']"
1673,"['9212112', '9305132', '9309111']"
1674,"['9212112', '9305148', '9305132', '9309111', '9312087', '9310179', '9405133', '9407105', '9408030', '9409046', '9409081', '9502147', '9503192', '9602152', '9609240', '9611070', '9611168', '9806137', '9904185', '9904204', '9906146', '9909166', '9911127', '0002167', '0003222', '0004071', '0007050', '0012112', '0102103', '0102044', '0108045', '0110231', '0111258', '0202092', '0202093', '0203141', '0209253', '0210288']"
1675,"['9212113', '9410109', '9512079', '9512092', '9604105', '9604176', '9701043', '9702074', '9704111', '9708077', '9712102', '9804156', '9805179', '9807023', '9810059']"
1676,['9212113']
1677,['9212098']
1678,['9212087']
1679,['9212083']
1680,"['9212082', '9301007']"
1681,"['9212096', '9312132', '9402087', '9502131', '9504014', '9809199', '0007242']"
1682,"['9212095', '9312182', '9408048', '9506034', '9704137', '9806068', '0001114', '0008062', '0106172', '0106211', '0109015', '0110143', '0202119', '0206179', '0210211']"
1683,['9212088']
1684,['9212087']
1685,"['9212082', '9301007', '9412170']"
1686,['9212081']
1687,"['9212081', '9512029', '0304087']"
1688,"['9212081', '9909190', '0002071', '0101065', '0103049', '0103005', '0104003', '0106138', '0107161', '0110287', '0112024', '0205024', '0211070', '0301227', '0302104', '0304087']"
1689,"['9301068', '9303046', '9611042', '9705116', '9711078', '9711008', '9712159', '9712105', '9801182', '9806066', '9807060', '9812239', '9904095', '9905174', '9910052', '0001201', '0002016', '0002237', '0004141', '0007157', '0008033', '0101126', '0106036', '0103085', '0105059', '0105156', '0111069', '0207132', '0208149', '0301094', '0304259']"
1690,"['9301069', '9302029', '9601139', '9704075', '9903030', '0001047', '0009028', '0210256']"
1691,"['9301043', '9308083', '9311042', '9311049', '9402119', '9403187', '9412236', '9503208', '9505025', '9504145', '9508107', '9512016', '9602114', '9601108', '9603161', '9608039', '9609070', '9610251', '9704151', '9705104', '9805206', '9810201', '0002012', '0103170', '0109197']"
1692,['9301052']
1693,['9301037']
1694,"['9301039', '9306137', '9310004', '9310022', '9311171', '9407010', '9403081', '9603105']"
1695,"['9301041', '9303120', '9306004', '9504120', '9701168', '9701185', '9703208', '9706087', '9806159', '9902210', '9911018', '0006060', '0009047', '0012194', '0204056', '0207129']"
1696,"['9301043', '9311042', '9503208', '9505025', '9507012', '9508154', '9510234', '9510142', '9511171', '9602118', '9605131', '9611137', '9612108', '9705104', '9707014', '9802194', '9805206', '9806094', '9905036', '9910248', '0001001', '0002012', '0009042', '0009045', '0102198', '0104147', '0110071', '0203111', '0209161', '0211121']"
1697,['9301052']
1698,['9301057']
1699,"['9301066', '9510047', '9810046', '0001151', '0202043']"
1700,"['9301014', '9410127', '9711154']"
1701,"['9301013', '9410126', '9606037', '9611055', '9911131', '0111244']"
1702,"['9301012', '9412119', '9507034']"
1703,"['9301016', '9304024']"
1704,"['9301037', '9303137', '9311091']"
1705,"['9301055', '9303156', '9307195', '9501113', '9503182', '9610026', '9603093', '9603094', '9710127', '9812170', '0107061']"
1706,"['9301067', '9305163', '9309034', '9310157', '9404172', '9811089', '9903008', '0005213', '0205014', '0211054']"
1707,"['9301058', '0003058', '0107045']"
1708,['9301059']
1709,"['9301061', '9301062', '9302118', '9308126', '9309063', '9309102', '9402104', '9405183', '9409167']"
1710,"['9301062', '9302118', '9309063', '9309102', '9311082', '9409167']"
1711,['9301064']
1712,"['9301065', '9301081', '9306014', '9308119', '9311115', '9412157', '9609225', '9610029', '9802091', '9804182', '9803028', '9902106', '9905035', '9911149', '9907114', '0107197', '0112214', '0201197']"
1713,['9301066']
1714,['9301057']
1715,['9301045']
1716,['9302103']
1717,"['9302101', '9402050', '9405059', '9501056', '9811220', '9903037', '0211074', '0304211']"
1718,"['9302102', '9409025']"
1719,"['9302103', '9608116']"
1720,"['9302104', '9302022', '9304128', '9311007', '9502074', '9512148', '9605063', '9707179', '9804121', '9906182', '9907100', '0004003', '0003236', '0107215', '0112197', '0206059', '0209215', '0210102', '0212163', '0304224']"
1721,"['9302105', '9508037', '9703145', '0203174']"
1722,['9302089']
1723,"['9302089', '9302001', '9312032', '9309007', '9312177', '0009203']"
1724,"['9302089', '9304112']"
1725,"['9302073', '9603015', '9712112', '9806024', '9908047']"
1726,['9302073']
1727,['9302078']
1728,"['9301012', '9301026', '9610003', '9711185']"
1729,"['9302077', '9308080', '9310029', '9311117', '9911064', '0105221', '0109015', '0109195', '0209111']"
1730,"['9302078', '9309050', '9501127', '9512184']"
1731,"['9302100', '9401100', '9601062', '9610131', '9708169', '9905139', '9910161', '0003233', '0009122', '0106203', '0301212']"
1732,"['9302100', '9902109', '9901116', '0005097', '0202051', '0302211']"
1733,"['9301048', '9302098', '9505180', '9503076']"
1734,['9302002']
1735,"['9302002', '9411085', '0005158', '0104220', '0210208', '0212342']"
1736,"['9302089', '9302001', '9312032', '9309007', '9312177']"
1737,"['9302090', '9702090']"
1738,['9302091']
1739,"['9302093', '9304008', '9305035', '9411197']"
1740,"['9302094', '9302095', '9512093']"
1741,"['9302094', '9302095', '9403022', '9804080', '0105148', '0112095', '0302144']"
1742,"['9302097', '9302053', '9302054', '9302055', '9302056', '9303128', '9308082', '9308081', '9311001', '9310162', '9402110']"
1743,['9301107']
1744,"['9301010', '9303032', '9312067', '9406189', '9906096', '0007021']"
1745,['9302001']
1746,"['9301119', '9606138']"
1747,"['9301119', '0006222', '0011203', '0105274', '0111274', '0302021']"
1748,"['9301107', '9303084', '9405159']"
1749,"['9301107', '9304134', '9504112', '9604010', '9712059', '0011282', '0011283', '0109107']"
1750,"['9301132', '9403109']"
1751,['9301108']
1752,['9301109']
1753,"['9301110', '9312163']"
1754,"['9301110', '9312163', '9408153', '9609235', '9706181', '9806070', '9812111', '9910018']"
1755,"['9301105', '9307005', '9706083', '9708063', '9711034', '9712202', '9803120', '9806042', '9808035', '9810226', '9812161', '9904063', '9906223', '9907087', '9909022', '9910091', '9903079', '0005162', '0012042', '0012180', '0104057', '0112079', '0201187', '0202173']"
1756,"['9301113', '9301123', '9301117', '9306105', '9306106', '9306107', '9305012', '9307156', '9312055', '9309092', '9310063', '9406162', '9410121', '9508176', '9607174', '9609164', '9712138', '9712140', '9909046', '0104207', '0112014', '0202194', '0206111', '0209053', '0211144']"
1757,"['9301114', '9307174', '9312114', '9403074', '9410138', '9412195', '9507098', '9604114', '9609069', '9705146', '9707094', '9802196', '0006183', '0104255']"
1758,"['9301114', '9307174', '9312114', '9403074', '9410138', '9412195', '9507098']"
1759,"['9301114', '9307174', '9312114', '9403074', '9410138', '9412195', '9502095', '9604114', '9609069']"
1760,['9301108']
1761,['9301131']
1762,"['9301130', '9502003', '9607101', '9804091', '9805102', '9806148', '9804128', '0008077', '0212234', '0301045', '0304140']"
1763,"['9301084', '9311013', '9402011', '9404050', '9405008', '9405104', '9508115', '0007176']"
1764,['9302079']
1765,['9301072']
1766,"['9301105', '9305126', '9307005', '9408005', '9409151', '9506048', '9508144', '9512226', '9706083', '9910183', '0105110']"
1767,"['9301126', '9305038', '9711079']"
1768,"['9301127', '9904100', '0201190', '0203105']"
1769,"['9301128', '9809046', '9905128', '9906001', '9909136', '0007246', '0007247', '0204229']"
1770,['9301129']
1771,"['9301129', '9303007', '9510117', '0104239', '0106128']"
1772,"['9301129', '9510117', '9908024', '9910169']"
1773,['9301129']
1774,"['9301130', '9502003', '9607101', '9805102', '0008077']"
1775,['9301115']
1776,['9301115']
1777,"['9301018', '9309137']"
1778,['9301016']
1779,"['9307116', '9303090', '9307154', '9309123', '9404107', '9405182', '9406123', '9409009', '9410090', '9412215', '0303118']"
1780,"['9301001', '9308094', '9409030', '9409031', '9503213', '9504054', '9506184', '9701076', '9804045', '0001098', '0005089']"
1781,"['9301001', '9409030', '9409031', '9503213', '9504054', '9506184']"
1782,"['9301032', '9401107', '9708030', '9710235', '9803237', '9806150', '9808189', '0001181']"
1783,"['9301006', '9307111', '9308036', '9501058']"
1784,"['9301006', '9309106', '9503014', '9510200', '9511104', '9601057', '9705084', '0102105', '0102172', '0204051']"
1785,"['9301036', '9306050', '9407020']"
1786,"['9301009', '9309076', '9309159', '9406190']"
1787,"['9301009', '9309076', '9309159', '9408037']"
1788,"['9301116', '9307138', '9310129', '9404147', '9610209', '9910032']"
1789,"['9301116', '9307138', '9404147']"
1790,"['9301118', '9502013', '9507013', '9509165', '9601011', '9603009', '9604103', '9611215', '9610205', '9703215', '9704170', '9709118', '9710116', '9806159', '9807205', '9808149', '9803051', '9812237', '9901134', '9909101', '9911147', '0004151', '0006008', '0006236', '0101013', '0105309', '0112178', '0201224', '0204045', '0205090', '0211152', '0212193', '0303249']"
1791,"['9301111', '9308125', '9403013', '9409088', '9507125', '9602016']"
1792,"['9301071', '9301072']"
1793,['9301071']
1794,['9301018']
1795,"['9301018', '9309137']"
1796,['9301020']
1797,['9301020']
1798,"['9301026', '9408136']"
1799,['9301027']
1800,"['9301029', '9410003']"
1801,"['9301115', '0203053']"
1802,"['9302066', '9601088', '9601025']"
1803,"['9302081', '0001115', '0009064', '0112061', '0202019']"
1804,"['9302063', '9308010', '9308049', '9309153', '9312098', '9403140', '9412017', '0207233']"
1805,['9302066']
1806,['9302066']
1807,"['9302066', '9601088', '9601025']"
1808,['9302068']
1809,"['9302068', '9307010', '9312176', '9605009', '9701064', '9703196', '9804101', '9909043', '0011040', '0112251', '0209056', '0212116']"
1810,"['9302070', '9306082', '9312021', '9408163', '9407173', '9501043', '9503123', '9505021', '9601097', '9602167', '9605229', '9608114', '9702107', '9704098', '9706023', '9707251', '9802153', '9803164', '9804174', '9807040', '9901159', '9906119', '9907090', '9912082', '9912083', '9911186', '0002223', '0005275', '0008031', '0009061', '0106165', '0109217', '0111199', '0207264', '0209034', '0301120']"
1811,['9302065']
1812,"['9302134', '9507055', '9710145', '9805092', '9912248', '9912278', '0003062']"
1813,"['9302051', '9304092', '9308106', '9310141', '9303061', '9403062', '9404084', '9405090', '9508055', '9606132', '9608189', '9706129', '9708081', '9707168', '9802059', '9803094', '9906228', '0004020', '0005133', '0006221', '0006220', '0008059', '0010136', '0010199', '0104257', '0108004', '0205029', '0207109', '0208130', '0301143']"
1814,['9302034']
1815,"['9302035', '9503198', '9604131', '9707207', '9710119', '9803259', '9806106', '9909099']"
1816,['9302035']
1817,"['9302060', '9410011', '9606008', '9701165', '9703194', '9805056']"
1818,"['9302059', '9304049', '9310153', '9401103', '9501096', '9511222', '9510225', '9605200', '9612052']"
1819,"['9302008', '0006106', '0112092', '0212156']"
1820,"['9302010', '9302019', '9308093', '9410079', '9411230', '0207031']"
1821,['9302010']
1822,"['9302012', '9309020', '9702135', '9705009', '9804133', '9901165', '9909066', '9912041']"
1823,"['9302013', '9411242', '9507014', '9512025']"
1824,"['9302014', '9805212', '9810170']"
1825,"['9302009', '9312134', '9312135', '9312136', '9501099']"
1826,"['9302034', '9604173', '9705020', '9710015']"
1827,"['9302034', '9308073']"
1828,"['9302034', '9308073']"
1829,['9302053']
1830,"['9302058', '9501020', '9507051', '9512034', '9508078', '9509017', '9509043', '9604004', '9612119', '9703198', '9705205', '9709061', '9711048', '9703060', '9808024', '9902032', '9902072', '9904151', '9910094', '0005271', '0012192']"
1831,"['9302008', '9309039', '9303065', '9401099', '9406206', '9410237', '9507112', '9510028', '9603089', '9701178', '9711199', '9712136', '9712196', '9806075', '9810102', '9810240', '9902012', '0011105']"
1832,['9306102']
1833,['9306102']
1834,"['9306103', '9501100', '9505060', '9508080', '9509056']"
1835,"['9306103', '9310130', '9403049', '9409076', '9410117', '9507010', '9603011', '9605065', '9607046', '9709028', '9712111', '9811215', '9903082', '9911192', '0002122', '0101180', '0209154', '0203063', '0302056']"
1836,"['9306108', '9305141', '9401043', '9403165', '9404144', '9404145', '9408077', '9409200', '9410174', '9411139', '9504134', '9504159', '9504157', '9504158', '9505044', '9506083', '9510237', '9510238', '9604148', '9609143', '9609142', '9609146', '9609147', '9609148', '9609149', '9609144', '9611068', '9712036', '9712037', '9709120', '9709121', '9710159', '9801059', '9808148', '9906083', '9908057', '9909084', '0112257', '0112111', '0208159', '0210020']"
1837,"['9306110', '9602117']"
1838,"['9306113', '9411151']"
1839,"['9306114', '9306115', '9307060', '9311179', '9604137', '9610093']"
1840,['9306094']
1841,"['9306093', '9306005', '9306053', '0111053']"
1842,"['9306076', '9306006', '9308044', '9411133', '9502079', '9502080', '9505108']"
1843,['9301084']
1844,"['9306077', '9611170', '9701148']"
1845,"['9306078', '9307148', '9311078', '9408103', '0009046']"
1846,"['9306111', '9807143', '0101065', '0103005', '0104189', '0105215', '0106138', '0205024', '0211070']"
1847,"['9306099', '9405071', '9411056', '9501036', '9505135', '9506024', '9512017', '9604057', '9604043', '9606146', '9608104', '9808125', '9812025', '9908010', '9911124', '0204037']"
1848,"['9306098', '9306066', '9306144', '9408096', '9412174', '9502159', '9508165', '9601079', '9609089', '9705183', '0006150', '0105196', '0108208', '0110015', '0205053']"
1849,"['9302042', '9302043', '9402067', '9402024', '9401101']"
1850,"['9302044', '9407179', '9807044', '9910010']"
1851,"['9302051', '9310141', '9405090', '9502006', '9508104', '9603106', '9605209', '9608089', '9610229', '9704035', '9710171', '9804072', '9804071', '9804118', '9811039', '9811078', '9910038', '0001192', '0006115', '0008061', '0107208', '0110051', '0107262', '0109136', '0201152']"
1852,"['9302044', '9407045', '9407179']"
1853,['9302046']
1854,"['9302048', '9304121', '9405106', '9407134', '9503017']"
1855,"['9302048', '9304121', '9405106', '9407134', '9503017', '9701009']"
1856,"['9302049', '9308154', '9406178', '9406063', '9503012', '9612195', '9801043', '9904024', '9908082', '0008108', '0101161', '0104215', '0202149', '0211266']"
1857,"['9302045', '9306064', '9606159', '9704025', '9808034']"
1858,['9304076']
1859,"['9304077', '9506195']"
1860,"['9306096', '9504052', '9505083', '9907134', '9909122', '0202152']"
1861,['9306097']
1862,"['9302130', '9303154', '9402108', '9502127']"
1863,"['9302131', '9401013', '9402156', '9406079', '9603173', '9611041', '9910105', '9911062', '0005002', '0111044', '0303051', '0304254']"
1864,"['9302133', '9312175', '9404171', '9409101', '9511217', '9612115', '9705128', '9802085', '9903217', '9908038', '9908141', '0004038', '0204240', '0211272']"
1865,"['9302133', '9804138', '9902165']"
1866,"['9302133', '9406207', '9409101', '9412212']"
1867,"['9302133', '9501049', '9604067', '9705202', '9801099']"
1868,['9302111']
1869,"['9302111', '9304108', '9304161']"
1870,['9302112']
1871,['9302112']
1872,['9302112']
1873,"['9302113', '9303039', '9410202', '9411063', '9501007', '9504040', '9506080', '9503053', '9604116', '9902016', '9902050']"
1874,"['9302129', '9311144', '9406121', '9407020', '9410214', '9602007', '9605140', '9608068', '9609237', '9702088', '9703209', '9706107', '9709198', '9703071', '9712206', '9803092', '9804150', '9805027', '9808124', '9811116', '9812235', '9904064', '9904153', '9908051', '9907140', '9909129', '9910195', '0009237', '0101216', '0105094', '0106259', '0108043', '0109162', '0202039', '0207142', '0209210']"
1875,"['9302129', '9912009']"
1876,['9302081']
1877,"['9302082', '9402105', '9412035']"
1878,"['9302084', '9401130']"
1879,"['9302085', '9312062', '9411041']"
1880,"['9302085', '9310150', '9411041']"
1881,['9302085']
1882,"['9302087', '9305044', '9304142', '9305009', '9410195', '9512176', '9605076', '9609199', '9806244', '9810078', '9903206', '9905190', '9911214', '0004163', '0011174', '0010226', '0108083', '0204105', '0212026', '0303176']"
1883,"['9302080', '9606184', '9712193']"
1884,['9302073']
1885,"['9302107', '9302119', '9908117']"
1886,['9302125']
1887,"['9302126', '9308077', '9405070', '9502146', '9510181']"
1888,['9302128']
1889,['9302129']
1890,['9302114']
1891,['9302107']
1892,['9302025']
1893,"['9302030', '9306011', '9402003', '9403007']"
1894,['9302031']
1895,['9302025']
1896,"['9302017', '9502124', '9512028', '9609092', '9703008', '9704191', '9705194', '9712209', '9812044', '9907021', '0005094', '0012128', '0111227', '0202209', '0208036', '0212137']"
1897,['9302016']
1898,"['9302003', '9404128', '9604199', '9709053', '9804124', '9804125', '9804126', '9808156', '9903068', '9903002', '9906027', '0110247', '0110098', '0111040', '0111016', '0110283', '0211111', '0212313']"
1899,['9302005']
1900,"['9302005', '9304137', '9312125']"
1901,"['9302117', '0107130']"
1902,['9302119']
1903,"['9302121', '9505113']"
1904,"['9302121', '9403156', '9502113', '9505168', '9505113', '9510090', '9606129', '9608123', '9808105', '9809072', '0002098']"
1905,['9302121']
1906,"['9302122', '9502033', '9504065', '9507045', '9510089', '9604002', '9605158', '9606045', '9611003', '9710095', '9711191', '9802027', '9803247', '9902084', '0005011', '0010053', '0012067', '0108028', '0211039', '0303053', '0303084']"
1907,['9302117']
1908,['9302072']
1909,"['9302072', '9304078', '9306027', '9307051', '9310050', '9401040', '0102016', '0104084']"
1910,"['9302071', '9402088']"
1911,"['9302018', '9308014', '9410001', '9701143', '9702021', '9706186', '9710049', '9711020', '9711021', '9803096', '9801110', '9806018', '9806166', '9901059', '9905050', '9912074', '0008060', '0202058', '0210245', '0301109']"
1912,"['9302021', '9301091', '9305051', '9305101', '9407016', '9511150', '9709026', '9802002', '9903177', '9904060', '9911130', '0201006', '0210151']"
1913,['9302023']
1914,"['9302116', '9702068', '9705130', '9711098', '9712211', '9802033', '9804160', '9806011', '9806155', '9811064', '9901014', '9906055', '0001130', '0009252', '0103183', '0107178']"
1915,"['9301084', '9401163']"
1916,['9303034']
1917,"['9303034', '9410097', '9805172', '9901006', '9902161', '9904087', '9911115', '0001184']"
1918,['9303035']
1919,['9303036']
1920,"['9303036', '9303037']"
1921,"['9303036', '9303037']"
1922,"['9303038', '9311074', '9312004', '9403066', '9408097']"
1923,"['9303038', '9312004']"
1924,"['9303041', '9303149']"
1925,['9303036']
1926,"['9304032', '9303008', '9310053', '9605191']"
1927,['9304032']
1928,"['9303047', '9303018', '9312057', '9310083', '9303066', '9311132', '9312101', '9312103', '9312123', '9403064', '9403135', '9403168', '9405038', '9407047', '9408078', '9410208']"
1929,"['9303047', '9405183']"
1930,"['9303049', '9302142', '9304145', '9503196', '9806111', '0206190', '0304082']"
1931,"['9303050', '9303165', '9307091', '9307180', '9412173']"
1932,"['9303050', '9303165', '9307091', '9307180', '9308071', '9404152', '9412173', '9501023', '9510242', '9603028', '9607223', '9612134', '9703171', '9701129', '9707247', '9903058', '9911104', '9911237', '0002176', '0008083', '0106093', '0109191', '0201132', '0207252', '0212231', '0304201', '0301203']"
1933,"['9303050', '9307091', '9307180', '9412173', '9506087', '9509120', '9512030', '9605052', '9606094', '9703096', '9907069', '9907068']"
1934,"['9303051', '9307046', '9609056', '9711160', '0003221', '0009224', '0212216']"
1935,['9303053']
1936,"['9303055', '9902117']"
1937,"['9303042', '9505104', '9706037']"
1938,"['9303031', '0007029', '0112047', '0210233']"
1939,"['9303031', '0002067', '0003216', '0210160']"
1940,['9304032']
1941,['9304033']
1942,['9304017']
1943,"['9304018', '9305186', '9906129', '0004158', '0005125', '0105268', '0206173', '0303251']"
1944,"['9304020', '9303133', '9411221', '9610102', '9610103', '9803230', '9808052', '9912077', '9909094', '0002180', '0004049', '0101192', '0103015', '0108169', '0109030', '0112210', '0207015', '0208044']"
1945,"['9304020', '9303133', '9506159', '9512029', '9511200']"
1946,"['9304045', '9308083', '9308005', '9403187', '9412117', '9505164', '9511230', '9603170', '9606133', '9703148', '9704097', '9706226', '9707049', '0001208', '0009228', '0012233']"
1947,"['9304020', '9303133', '9307126', '9309099', '9407061', '9410162', '9411221', '9509035', '9510195', '9602066', '9603012', '9606073', '9607215', '9801140', '9803228', '9801112', '9906080', '0101192']"
1948,"['9304022', '9401036', '9407130', '9602015', '9610097', '9707175', '9805116', '9911014', '9911126', '0008181', '0101163', '0102083', '0105201', '0107205', '0202034', '0301108']"
1949,['9304023']
1950,"['9304017', '9501064', '9503023', '9505157', '9608070', '9608071', '9705101', '9707083', '9709084', '9807121', '9811015', '9812059', '9812060', '9905204', '9907076', '9908003', '9911179', '0006089', '0102193', '0103037', '0107005', '0107024', '0107027', '0110217', '0111073', '0203066', '0206199', '0211080', '0211260']"
1951,"['9304024', '9503117', '9606071', '9608144']"
1952,"['9304025', '9303027', '9309084', '9403143', '9603012']"
1953,['9304028']
1954,"['9304031', '9405140']"
1955,"['9304045', '9311143', '9505164', '9511152']"
1956,['9304024']
1957,"['9304016', '9606134', '9707181', '9709183', '9807042', '9811052', '9901087', '9904070', '9905172', '9905228', '9906202', '0009050', '0010020']"
1958,"['9304016', '9611139', '9703035', '9707181', '9709183', '9807042', '9901087', '9902041', '9905228', '0010020', '0101169', '0205276']"
1959,"['9304034', '9308122', '9406055', '9407192', '9411048', '9403096', '9412158', '9506091', '9508155', '9601014', '9604034', '9605154', '9607139', '9701023', '9805189', '9903053', '0012213', '0303032']"
1960,"['9304034', '9308122', '9406055', '9403096', '9411048', '9412158', '9510129', '9606049', '9611222', '9704044', '9705232', '9709010', '9711104', '9710247', '9805189', '9910267', '9912144', '0003116', '0007061', '0008082', '0012213', '0012080', '0108135', '0210007']"
1961,"['9304035', '9308013', '9406198', '9506126', '9601036', '9612202', '9706124', '9707013', '9711104', '9803205', '9808060', '0008149']"
1962,"['9304037', '9412074', '9509149', '9603116', '9608017', '9704134', '9710122', '9801070', '9808016', '9809061', '9905064', '9906137', '9909088', '0106171']"
