Paper Id,Author Id
9607056,"['1', '5', '0', '0', '5744']"
9607067,"['9', '2', '1']"
9607069,"['3', '8', '4', '5', '6661']"
9607070,"['2', '5', '9']"
9607071,"['5', '3', '7', '3', '5374']"
9607072,"['4', '5', '9', '2']"
9607115,"['7', '2', '7', '3', '7282', '7306']"
9607039,"['1', '6', '3', '1', '879', '5722']"
9607052,"['7', '2', '7', '4']"
9607053,"['7', '2', '7', '5']"
9607054,"['7', '2', '7', '6']"
9607055,"['5', '2', '1', '9']"
9607043,"['7', '2', '7', '7', '7278']"
9607035,"['5', '5', '2', '5']"
9607036,"['4', '2', '1', '6']"
9607037,"['3', '5', '7', '5', '1030', '7280']"
9607038,"['7', '2', '8', '1', '956', '7093', '965']"
9607114,"['2', '1', '5', '3', '7305', '3756']"
9607033,"['7', '2', '8', '4']"
9607093,"['5', '0', '4', '3', '4079']"
9607089,"['3', '7', '2', '1', '7078', '1437', '7308']"
9607090,"['2', '3', '6', '8']"
9606179,"['2', '0', '8', '7', '5383', '5361']"
9607091,"['7', '2', '8', '5', '3067', '7288']"
9607092,"['6', '5', '5', '8']"
9607094,"['7', '2', '8', '6']"
9607095,"['4', '9', '3', '0', '7287']"
9606178,"['7', '2', '8', '9', '7290']"
9606174,"['4', '8', '3', '484']"
9606175,"['7', '2', '9', '4']"
9606176,"['6', '5', '9', '7', '848']"
9606177,"['7', '2', '9', '5', '7296', '7297', '7298', '7299']"
9607096,"['7', '2', '8', '6']"
9607097,"['2', '1', '3', '9', '2154', '6161']"
9607087,"['7', '3', '0', '0', '7301']"
9607098,"['6', '1', '6', '1', '2139', '2154']"
9607110,"['7', '3', '0', '3', '154', '2612', '7304']"
9607111,"['3', '2', '7', '8']"
9607112,"['1', '2', '9', '9']"
9607113,"['6', '4', '3', '8', '554']"
9607086,"['7', '2', '8', '6']"
9607085,"['7', '3', '0', '7', '3610', '3600']"
9607088,"['5', '4', '2', '1', '5420']"
9607078,"['1', '5']"
9607079,"['5', '0', '2', '8', '4103', '5024']"
9607080,"['6', '6', '2', '1']"
9607082,"['1', '1', '0', '3']"
9607083,"['1', '1', '0', '2', '1038', '7310']"
9607084,"['7', '1', '5', '4']"
9603080,"['7', '3', '1', '1']"
9607184,"['8', '6', '6', '680', '1210', '7323', '232']"
9607156,"['7', '1', '6', '6', '7358']"
9607155,"['3', '2', '7', '6', '6390']"
9607129,"['5', '5', '2', '2', '1394', '4638']"
9607126,"['1', '0', '5', '8', '1046']"
9607183,"['4', '6', '8', '1']"
9607128,"['7', '1', '8', '8', '7202']"
9607130,"['7', '3', '1', '3', '354', '7325']"
9607125,"['2', '6', '5', '1', '3571']"
9607127,"['7', '3', '1', '4']"
9607182,"['3', '9', '9', '3', '311', '1086']"
9607192,"['7', '3', '1', '5', '7316', '7317', '3575', '6159']"
9607185,"['1', '0', '1', '5', '7353']"
9607176,"['3', '4', '2', '7352', '6944']"
9607179,"['7', '3', '1', '8', '7320', '7321']"
9607177,"['1', '5', '4', '1', '7319', '1536', '6642']"
9607178,"['5', '8', '1', '1']"
9607180,"['7', '3', '2', '2']"
9607181,"['7', '3', '2', '4']"
9607131,"['4', '8', '0', '77', '473', '7329']"
9607123,"['2', '1', '2']"
9607133,"['7', '3', '2', '6']"
9607135,"['6', '0', '2', '2']"
9607154,"['7', '2', '4', '0']"
9607148,"['2', '3', '2']"
9607145,"['3', '8', '3', '5', '5913']"
9607146,"['1', '0', '5', '8']"
9607147,"['8', '0', '3', '265', '7327', '3059']"
9607149,"['1', '1', '1', '4', '613']"
9607143,"['7', '2', '6', '8', '7393', '7267', '7397']"
9607150,"['4', '3', '7', '3']"
9607151,"['5', '4', '4', '8', '303']"
9607122,"['3', '4', '0', '2', '351', '6938']"
9607121,"['7', '3', '2', '8', '37', '53', '7334']"
9607132,"['7', '3', '2', '6']"
9607124,"['7', '3', '3', '0', '7333']"
9607134,"['2', '0', '5', '4']"
9607120,"['7', '3', '3', '1']"
9610102,"['1', '9', '4', '4', '7443', '265']"
9607118,"['6', '6', '5', '1']"
9607119,"['5', '7', '6', '6', '7192']"
9607190,"['2', '1', '7', '368']"
9608140,"['6', '8', '5', '8', '6859']"
9608141,"['7', '3', '3', '5', '7336']"
9608142,"['7', '3', '3', '6', '7335']"
9608034,"['6', '5', '9', '3', '955', '1529', '2212']"
9607193,"['7', '3', '3', '7', '7391']"
9607169,"['7', '3', '3', '8', '7339']"
9607170,"['6', '1', '9', '3', '1150', '1664']"
9607171,"['5', '1', '8', '9', '4113', '2467']"
9607168,"['3', '8', '0', '0']"
9608139,"['3', '6', '8', '5', '6245']"
9608151,"['4', '8', '9', '1']"
9608152,"['6', '0', '0', '1', '7340']"
9608153,"['7', '3', '4', '1', '7342']"
9608144,"['1', '9', '5', '1', '7111']"
9608143,"['3', '2', '3', '4', '5303']"
9608134,"['7', '3', '4', '3', '7472']"
9608138,"['4', '4', '7', '2', '7349', '4432']"
9608135,"['7', '3', '4', '4', '7345', '7346']"
9608136,"['7', '3', '4', '7', '7348']"
9608137,"['1', '9', '6', '5']"
9607172,"['2', '3', '4', '0', '7350']"
9607173,"['2', '1', '6', '4']"
9607164,"['9', '5', '8', '165', '814']"
9607165,"['2', '5', '0', '1', '4048']"
9607175,"['7', '3', '5', '1', '7356', '7357']"
9607189,"['3', '5', '2', '5', '3754', '3522']"
9607186,"['1', '5', '9', '7', '7354']"
9607187,"['1', '9', '8']"
9607188,"['7', '3', '2', '4']"
9607163,"['3', '1', '130']"
9607191,"['3', '5', '6', '6']"
9607174,"['7', '3', '5', '5', '1756', '2540']"
9607167,"['6', '8', '3', '4', '29']"
9607166,"['6', '5', '7', '9']"
9607161,"['3', '9', '8', '0', '1016', '1009']"
9607157,"['9', '6', '6']"
9607159,"['2', '1', '1']"
9607160,"['7', '3', '5', '9', '7360', '7361']"
9607162,"['5', '0', '2', '9']"
9608150,"['7', '3', '4', '2', '7341']"
9607152,"['7', '3', '2', '2']"
9607153,"['7', '3', '6', '2', '7385']"
9607212,"['5', '9', '8', '5', '5984']"
9607209,"['7', '3', '6', '3', '7364', '7371']"
9607210,"['7', '0', '5', '9', '7042', '6197']"
9607211,"['5', '9', '8', '5', '5984']"
9607235,"['6', '2', '2', '2']"
9607208,"['7', '3', '6', '5', '1440']"
9607213,"['5', '9', '8', '5', '5984']"
9607214,"['5', '9', '8', '5', '5984']"
9607215,"['5', '1', '0', '1947']"
9607236,"['7', '3', '6', '6', '987']"
9608024,"['2', '0', '3', '1', '727', '6768', '7399']"
9608015,"['6', '7', '2', '8', '528', '610']"
9608019,"['3', '7', '0']"
9608016,"['7', '3', '6', '7']"
9608017,"['1', '9', '6', '2']"
9608018,"['2', '2', '1', '942', '943']"
9608020,"['2', '6', '8', '5']"
9608021,"['7', '3', '6', '8', '7369']"
9608022,"['4', '4', '3912']"
9608023,"['7', '3', '7', '0', '957']"
9607216,"['6', '1', '3', '4']"
9607217,"['5', '0', '4', '3', '4079']"
9607228,"['3', '3', '6', '5', '7163', '3661']"
9607229,"['7', '3', '7', '2', '7373', '3206', '3207', '5363']"
9607231,"['7', '3', '7', '4', '7375']"
9607227,"['4', '2', '298']"
9607232,"['7', '3', '7', '6']"
9607233,"['7', '3', '7', '7', '7378', '1348']"
9607234,"['1', '6', '6', '1126', '1115']"
9607230,"['5', '5', '4', '9']"
9607202,"['9', '6', '1', '6760', '7382']"
9607196,"['7', '3', '7', '9']"
9607197,"['6', '5', '7', '3']"
9607198,"['7', '3', '8', '0']"
9607199,"['2', '9', '4', '4']"
9607200,"['7', '3', '8', '1', '4921']"
9607201,"['9', '2', '1']"
9607207,"['1', '1', '8', '375']"
9607203,"['4', '9', '0', '5671', '702']"
9607204,"['3', '7', '3', '3']"
9607205,"['7', '3', '8', '3']"
9607206,"['1', '0', '3', '4']"
9607218,"['7', '3', '8', '4', '7500', '7501', '4772', '1537']"
9608025,"['7', '3', '8', '6', '7057', '6715', '455']"
9608032,"['2', '6', '8', '5', '6043']"
9607194,"['7', '3', '7', '9']"
9608033,"['5', '1', '9', '9']"
9607195,"['7', '3', '7', '9']"
9608006,"['7', '3', '8', '7', '7388', '7389']"
9608007,"['7', '3', '9', '0']"
9608008,"['7', '3', '9', '2', '424']"
9608009,"['3', '4', '3', '6', '6357']"
9608010,"['6', '1', '6']"
9608011,"['7', '1', '8', '8']"
9608012,"['4', '7', '2', '1124', '6992', '5993', '173']"
9607142,"['3', '1', '6', '4']"
9607141,"['6', '6', '5', '6', '1400', '2085', '6611', '2708']"
9607144,"['5', '3', '2']"
9607136,"['7', '3', '9', '4']"
9607140,"['5', '7', '9', '9', '7396']"
9607137,"['2', '9', '9', '2', '7395', '218']"
9607138,"['2', '1', '8', '2992']"
9607139,"['1', '9', '5', '9', '2015', '47']"
9608013,"['6', '1', '9', '3', '1150', '1664']"
9608014,"['2', '7', '7', '8', '674']"
9608029,"['7', '3', '9', '8', '5087', '7400']"
9608026,"['1', '1', '2', '7']"
9608027,"['6', '4', '3', '6', '5843']"
9608028,"['3', '1', '0']"
9608030,"['7', '4', '0', '1', '78', '1053']"
9608031,"['7', '5', '3']"
9608004,"['5', '7', '9', '7', '7402', '7403', '7407']"
9608002,"['8', '0', '8', '7410']"
9608005,"['2', '1']"
9607242,"['1', '6', '3', '8', '2112']"
9607237,"['7', '2', '8', '6']"
9607238,"['3', '0', '4']"
9607239,"['7', '4', '0', '4', '7405']"
9607240,"['7', '3', '9', '3']"
9607241,"['7', '4', '0', '6']"
9607243,"['4', '6', '3', '4', '1638']"
9608001,"['7', '4', '0', '8', '7409']"
9608003,"['2', '1', '6', '1']"
9608149,"['5', '1', '6', '8']"
9608099,"['1', '2', '1', '0', '4892', '680']"
9608100,"['3', '3', '8', '4']"
9608101,"['7', '4', '1', '1', '7413', '5127', '7414', '7425']"
9608102,"['7', '4', '1', '2', '7415', '7416', '7417', '7418']"
9608075,"['5', '9', '5', '1', '894', '2876']"
9608192,"['4', '8', '9', '7', '4889', '4890']"
9608074,"['7', '2', '6', '8', '7267']"
9608046,"['5', '3', '2', '3', '6817']"
9608098,"['1', '1', '9', '2', '7419']"
9608106,"['8', '9', '4']"
9608107,"['1', '6', '6', '7420']"
9608108,"['2', '4', '3', '2958']"
9608104,"['4', '1', '8', '6419', '6136', '1847']"
9608109,"['6', '5', '5', '8']"
9608110,"['1', '6', '0', '4']"
9608111,"['1', '3', '0']"
9608112,"['7', '4', '2', '1', '7422', '6407']"
9608113,"['7', '4', '2', '3']"
9608103,"['7', '4', '2', '4']"
9608096,"['3', '4', '4', '8', '1049', '363', '3727']"
9608097,"['2', '7', '4', '7']"
9608047,"['5', '7', '3', '5767']"
9608048,"['2', '0', '9', '1', '1597']"
9608038,"['6', '1', '2', '5', '6126']"
9608039,"['1', '6', '9', '1', '725', '1649']"
9608044,"['1', '6', '2', '2']"
9608040,"['1', '2', '7', '9', '7426', '7427']"
9608041,"['7', '4', '2', '8']"
9608042,"['6', '5', '8', '7']"
9608043,"['6', '3', '9', '7']"
9608057,"['6', '0', '6', '5', '270']"
9608058,"['6', '7', '1', '1', '6710']"
9608071,"['4', '6', '1', '5', '1950', '825', '7488']"
9608069,"['7', '4', '2', '9', '7430', '7435', '7458', '7487', '7489']"
9608037,"['7', '4', '3', '1', '7432']"
9608105,"['1', '5', '4', '9', '3829']"
9608035,"['3', '6', '1', '1']"
9608049,"['7', '4', '3', '3', '1358']"
9608050,"['7', '5', '7']"
9608051,"['2', '8', '1', '2']"
9608052,"['3', '9', '6', '3']"
9608053,"['3', '4', '3', '8']"
9608054,"['1', '8', '0', '70']"
9608055,"['5', '7', '4', '9', '2282', '5745']"
9608056,"['8', '2', '5']"
9608045,"['7', '4', '3', '4', '7347']"
9608036,"['2', '7', '1', '9']"
9612041,"['7', '4', '3', '6', '2067']"
9612042,"['3', '1', '2', '2', '2833', '6259']"
9612044,"['7', '4', '3', '7', '7439']"
9612050,"['7', '4', '3', '8', '7452']"
9612045,"['7', '4', '4', '0']"
9612047,"['4', '1', '2']"
9612048,"['7', '4', '4', '1']"
9612049,"['7', '4', '4', '2', '1623']"
9610103,"['1', '9', '4', '4', '7443', '265']"
9612213,"['4', '0', '9', '3', '7882']"
9612046,"['3', '1', '6', '4']"
9612040,"['7', '4', '4', '4']"
9612039,"['6', '9', '2', '1', '2516']"
9612043,"['4', '2', '1', '4']"
9612052,"['7', '4', '4', '5', '1818', '47', '5186', '19']"
9612053,"['7', '4', '4', '6', '201', '7799']"
9612054,"['7', '4', '4', '7', '7448']"
9612051,"['2', '4', '3', '7451']"
9612055,"['3', '6', '9', '8']"
9612056,"['3', '3', '1', '0', '7449']"
9612057,"['7', '4', '5', '0', '950']"
9612058,"['1', '3', '8', '8', '7685']"
9608088,"['7', '4', '5', '3', '2561', '3459']"
9608078,"['4', '6', '2', '0', '841']"
9608079,"['1', '4', '725']"
9608080,"['5', '3', '1', '6', '6254', '4926']"
9608085,"['7', '4', '5', '4', '7455']"
9608081,"['6', '4', '0', '0']"
9608082,"['4', '8', '8', '1', '674']"
9608083,"['2', '8', '1', '8']"
9608084,"['5', '7', '0', '1', '5702']"
9608077,"['4', '9', '8', '1']"
9608089,"['1', '1', '1', '1', '1243', '1851']"
9608090,"['1', '4', '0', '0']"
9608091,"['3', '2', '0', '5', '7456', '6459', '65']"
9608092,"['2', '8', '1', '8']"
9608093,"['2', '4', '6', '3', '2464']"
9608094,"['2', '4', '6', '3', '2464']"
9608095,"['7', '4', '5', '7']"
9608087,"['3', '8', '5', '1']"
9608086,"['2', '4', '7', '130']"
9608076,"['6', '5', '7', '3']"
9608070,"['4', '6', '1', '5', '1950']"
9608178,"['4', '8', '6', '1', '750', '7467']"
9608179,"['1', '0', '7', '9', '7459']"
9608180,"['1', '0', '7', '9']"
9608181,"['7', '1', '1', '6', '7460', '7461', '7462', '7466']"
9608155,"['2', '1', '3', '7', '5530']"
9608154,"['6', '0', '2', '5', '4892', '680']"
9608128,"['6', '5', '2', '0', '3937']"
9608125,"['2', '8', '0', '1', '196', '7463', '2170']"
9608126,"['6', '6', '3', '4', '6967']"
9608177,"['7', '4', '6', '4', '265', '7469']"
9608182,"['6', '8', '9', '7']"
9608188,"['7', '1', '3', '3716', '3718']"
9608189,"['7', '4', '6', '5', '1813']"
9608190,"['7', '0', '2', '8', '7052']"
9608191,"['6', '6', '5', '1']"
9608183,"['6', '0', '3', '720']"
9608173,"['8', '1', '4', '2', '165', '236', '7497']"
9608174,"['1', '3', '1', '6', '7468']"
9608176,"['1', '3', '4', '8', '6690']"
9608127,"['4', '4', '7', '9']"
9608129,"['3', '6', '8', '97', '5652']"
9608124,"['7', '4', '7', '0', '7475', '3671']"
9608122,"['7', '4', '7', '1', '415']"
9608123,"['7', '1', '9', '8', '1904', '5248', '4069']"
9608132,"['2', '9', '5']"
9608148,"['5', '6', '5']"
9608145,"['3', '4', '6', '8', '363']"
9608146,"['7', '4', '7', '3', '265', '7474']"
9608147,"['6', '6', '2', '9']"
9608121,"['3', '5', '3', '1']"
9608119,"['4', '1', '0', '3', '5024']"
9608130,"['7', '4', '7', '6', '2153']"
9608131,"['1', '0', '0', '5', '7477', '2412']"
9608133,"['3', '3', '8', '4']"
9608116,"['3', '1', '9', '5', '1719', '7478', '7479', '7483', '7484']"
9608117,"['2', '5', '0']"
9608118,"['5', '9', '8', '2']"
9608120,"['7', '4', '8', '0']"
9608187,"['5', '1', '6', '8', '6118']"
9608186,"['5', '1', '8', '6']"
9608062,"['4', '0', '4', '0']"
9608067,"['2', '7', '5', '9']"
9608063,"['1', '3', '4']"
9608064,"['7', '4', '8', '1', '2858']"
9608065,"['1', '2', '2', '0', '7482']"
9608060,"['4', '1', '3', '4', '4756']"
9608066,"['2', '8', '5', '9', '7486']"
9608114,"['1', '8', '1', '0']"
9608115,"['6', '6', '3', '1']"
9608166,"['2', '0', '8', '4', '7485']"
9608167,"['3', '3', '1', '0', '7490']"
9608059,"['7', '3', '0', '9', '7261', '4934', '149', '3148']"
9608072,"['6', '9', '9', '3', '4984']"
9608073,"['6', '9', '2', '6', '894', '2876']"
9608068,"['1', '8', '7', '4']"
9608061,"['1', '2', '9', '9']"
9608168,"['7', '4', '9', '1', '7492', '3845', '6661']"
9608159,"['6', '7', '0', '4', '7493', '7494']"
9608162,"['3', '3', '2', '8', '2648', '7496']"
9608160,"['7', '4', '9', '5', '3234']"
9608161,"['2', '1', '1']"
9608184,"['6', '1', '5', '5', '6156']"
9608185,"['7', '7', '0']"
9608158,"['7', '5', '7', '3984']"
9608157,"['4', '2', '1', '7', '4257', '4221']"
9608169,"['1', '0', '4', '9', '363']"
9608170,"['7', '4', '9', '6', '963']"
9608171,"['3', '5', '4', '355', '6946']"
9608172,"['2', '4', '0']"
9608165,"['7', '4', '9', '8']"
9608164,"['3', '7', '5', '6']"
9608163,"['7', '4', '9', '9']"
9608156,"['1', '2', '1', '8', '3675']"
9609016,"['5', '8', '0', '0', '681', '1273']"
9609006,"['3', '0', '2', '9', '2993']"
9609005,"['6', '5', '7', '4']"
9609017,"['1', '5', '1', '2', '96']"
9608196,"['8', '5', '7502']"
9608194,"['2', '3', '4', '450']"
9609015,"['5', '6', '4', '3']"
9609174,"['2', '5', '4', '8', '7586', '7129', '7589']"
9608195,"['6', '6', '7', '2', '681', '1273']"
9608197,"['1', '2', '8', '129']"
9609004,"['1', '0', '0', '5']"
9609014,"['2', '7', '9', '1']"
9609013,"['2', '0', '6', '0', '2791']"
9609066,"['7', '5', '0', '3', '765']"
9609067,"['2', '8', '8', '1', '2870']"
9609037,"['5', '8', '6', '9', '7504', '922']"
9609036,"['5', '5', '4', '4', '7514', '5545']"
9609011,"['7', '5', '0', '5', '4916']"
9609007,"['7', '5', '0', '6', '7507']"
9609008,"['1', '0', '3', '6', '7508']"
9609009,"['5', '3', '8']"
9609010,"['7', '5', '0', '9', '7510']"
9609012,"['2', '6', '0', '8']"
9609001,"['7', '5', '0', '9']"
9609002,"['7', '5', '1', '1', '7512', '7513', '7577']"
9609028,"['7', '5', '1', '5', '7516', '7527', '7529']"
9609018,"['7', '5', '1', '7', '6495', '7518', '7519']"
9609022,"['1', '0', '4', '9']"
9609019,"['5', '8', '6', '7', '4320']"
9609020,"['7', '5', '2', '0']"
9609021,"['7', '5', '2', '1']"
9609023,"['3', '7', '7', '9']"
9609027,"['2', '1', '8', '2992']"
9609024,"['2', '0', '8', '4', '7522']"
9609025,"['2', '4', '3', '3', '4595']"
9609035,"['7', '5', '2', '3', '7524']"
9609065,"['7', '6', '5', '7503']"
9609034,"['7', '5', '2', '5', '7530', '799']"
9609003,"['7', '5', '2', '6', '2219']"
9609032,"['7', '3', '2', '2', '5656']"
9609029,"['3', '9', '6', '3']"
9609030,"['2', '2', '8', '6', '7528']"
9609031,"['2', '2', '8', '6', '3261']"
9609033,"['5', '6', '5', '6', '7322']"
9609064,"['3', '5', '7', '5', '7550']"
9609057,"['7', '5', '3', '1', '7532', '7533']"
9609058,"['5', '2', '6', '9', '2822', '7551']"
9609049,"['1', '4', '7', '1']"
9609048,"['3', '0', '2']"
9609056,"['9', '6', '5', '1934', '1171', '304']"
9609047,"['7', '5', '3', '4', '7540']"
9609038,"['3', '6', '3', '3', '1362', '4796']"
9609039,"['7', '3', '2', '0', '7321']"
9609040,"['7', '5', '3', '5']"
9609041,"['5', '9', '0', '7539', '4737']"
9610045,"['2', '1', '2', '3', '4921']"
9610046,"['6', '3', '6', '28']"
9610047,"['7', '5', '3', '6']"
9609176,"['2', '1']"
9610087,"['7', '5', '3', '7', '7646', '2732', '7511']"
9609175,"['4', '3', '2', '8', '7599']"
9609077,"['5', '0', '8', '4', '845']"
9609050,"['7', '5', '3', '8']"
9609051,"['1', '2', '9']"
9609052,"['1', '1', '1', '4', '5822', '613']"
9609053,"['6', '1', '3']"
9609054,"['4', '5', '5']"
9609055,"['6', '3', '9', '7']"
9609042,"['1', '2', '6', '7']"
9609075,"['7', '5', '4', '1', '7542', '553', '7549']"
9609076,"['6', '6', '9', '1', '6696']"
9609069,"['1', '7', '5', '7', '1759']"
9609068,"['7', '5', '4', '3', '2563']"
9609059,"['5', '7', '7', '1', '944', '7552', '2854']"
9609062,"['7', '0', '3', '1439', '7548']"
9609060,"['7', '5', '4', '4', '7545']"
9609061,"['7', '5', '4', '6', '7547']"
9609063,"['3', '5', '7', '5']"
9609074,"['7', '5', '1', '462']"
9609043,"['1', '4', '1', '5']"
9609044,"['7', '2', '7', '5']"
9609045,"['5', '6', '3', '5']"
9609046,"['4', '9', '48']"
9609072,"['7', '5', '5', '3', '5148']"
9609070,"['1', '6', '9', '1', '130']"
9609071,"['5', '5', '9', '3044', '47']"
9609073,"['1', '1', '0', '3']"
9610044,"['2', '6', '1', '3']"
9609026,"['6', '7', '0', '8', '334']"
9609085,"['4', '8', '4', '3', '1489']"
9609081,"['5', '2', '0', '5', '7562']"
9609079,"['1', '9', '8', '9', '590']"
9609119,"['6', '1', '3', '8', '6118']"
9609080,"['2', '9', '1', '5', '146', '5947']"
9609078,"['7', '5', '5', '4', '7590']"
9609086,"['7', '3', '5', '3']"
9609082,"['7', '5', '5', '5', '7556', '3352']"
9609083,"['3', '4', '2', '8', '4626', '2487']"
9609087,"['8', '5', '1']"
9609099,"['5', '2', '4']"
9609098,"['4', '6', '8', '1']"
9609100,"['7', '5', '5', '7', '265', '770', '2694']"
9609088,"['2', '3']"
9609089,"['1', '8', '4', '8', '2657']"
9609090,"['7', '5', '5', '8']"
9609091,"['7', '5', '5', '9']"
9609092,"['1', '8', '9', '6']"
9609093,"['7', '5', '6', '0', '7561']"
9609094,"['5', '6', '4']"
9609095,"['2', '7', '3', '814']"
9609096,"['5', '8', '5', '4', '5859']"
9609097,"['5', '8', '5', '4', '5859']"
9609084,"['4', '4', '0', '5', '524']"
9609105,"['5', '7', '7', '8', '5780']"
9609102,"['7', '5', '6', '3', '7564']"
9609107,"['6', '8', '2', '3', '5211', '7566', '2464', '7567']"
9609103,"['4', '5', '5', '4', '7565']"
9609104,"['1', '8', '0', '70']"
9609106,"['3', '7', '9', '6']"
9609101,"['6', '6', '2', '4']"
9609117,"['4', '3', '8', '4', '7176']"
9609108,"['5', '9', '7', '5']"
9609168,"['7', '5', '6', '8']"
9609115,"['2', '3', '2']"
9609113,"['7', '5', '6', '9']"
9609110,"['5', '2', '4', '7']"
9609111,"['6', '8', '0', '6025', '4892', '1210']"
9609112,"['1', '5', '7', '3', '5255']"
9609114,"['6', '6', '3', '6', '5158']"
9609109,"['7', '5', '7', '0', '262']"
9609116,"['5', '2', '6', '4', '137', '4350', '6143']"
9609121,"['7', '5', '7', '1']"
9609156,"['3', '7', '7', '3']"
9609133,"['7', '0', '9', '4', '5475', '7095']"
9609132,"['7', '5', '7']"
9609127,"['7', '5', '7', '2']"
9609122,"['3', '1']"
9609123,"['7', '5', '7', '3']"
9609124,"['5', '6', '9', '3', '2168']"
9609143,"['1', '8', '3', '6']"
9609126,"['7', '5', '7', '4', '4594']"
9609128,"['7', '5', '7', '5', '2540']"
9609131,"['4', '6', '8', '3', '5786', '4680']"
9609129,"['7', '3', '0', '4']"
9609130,"['1', '6', '2', '7', '1653', '606']"
9609125,"['6', '7', '4', '1']"
9609142,"['1', '8', '3', '6']"
9609141,"['7', '5', '7', '6', '265', '4728', '7582']"
9609120,"['7', '5', '7', '8']"
9609134,"['6', '9', '7', '4', '6973']"
9609135,"['7', '5', '7', '9']"
9609136,"['6', '6', '0', '6', '4248']"
9609137,"['7', '7', '0']"
9609138,"['1', '0', '8', '6']"
9609139,"['7', '5', '8', '0', '7581']"
9609140,"['3', '1', '0', '2']"
9609159,"['3', '1']"
9609145,"['4', '7', '3', '7', '590', '7539']"
9609151,"['8', '4', '2', '7583', '7584', '7585']"
9609146,"['1', '8', '3', '6']"
9609147,"['1', '8', '3', '6']"
9609148,"['1', '8', '3', '6']"
9609149,"['1', '8', '3', '6']"
9609150,"['6', '5', '0', '2', '6501']"
9609158,"['4', '6', '5', '0']"
9609152,"['7', '4', '5']"
9609153,"['2', '6', '5', '4']"
9609154,"['6', '7', '7', '2']"
9609155,"['6', '7', '7', '2']"
9609161,"['1', '3', '0']"
9609157,"['6', '3', '6', '7']"
9609144,"['1', '8', '3', '6']"
9609169,"['6', '2', '9', '6']"
9609163,"['5', '8', '9', '5']"
9609164,"['1', '7', '5', '6']"
9609165,"['7', '9', '6']"
9609166,"['4', '2', '4', '3']"
9609167,"['1', '0', '9', '4', '1106', '4337']"
9609170,"['5', '5', '1', '9']"
9609160,"['1', '3', '8', '2']"
9609171,"['7', '5', '8', '7']"
9609172,"['7', '5', '8', '8']"
9609173,"['2', '2', '3', '8']"
9607220,"['7', '5', '3', '7', '2732', '7511', '7646']"
9610043,"['5', '5', '3', '2903', '7656', '49']"
9609188,"['7', '5', '9', '1', '7592']"
9609189,"['7', '5', '9', '3', '7571']"
9609190,"['4', '2', '8', '2']"
9609191,"['1', '3', '6', '1', '1362']"
9609187,"['4', '3', '7', '2', '7594', '4842', '7595', '7600']"
9609192,"['2', '4', '0', '8', '2309']"
9609193,"['2', '8', '8', '7', '4065', '6548']"
9609186,"['4', '8', '4', '2']"
9609185,"['2', '2', '1', '4', '2192']"
9609180,"['5', '4', '7', '6', '5477']"
9609239,"['7', '2', '5', '711', '384']"
9609240,"['2', '2', '9', '3', '7596', '1674', '4284', '7634']"
9610003,"['1', '7', '2', '8', '2033']"
9610001,"['1', '9', '6', '7037', '197']"
9610002,"['3', '6', '2', '4916']"
9609215,"['7', '5', '9', '7', '7598', '7623']"
9609214,"['7', '0', '7', '1']"
9609177,"['7', '6', '0', '1', '4663']"
9609178,"['6', '5', '7', '3', '265', '6575', '7063']"
9609206,"['7', '6', '0', '2', '1133', '693']"
9609207,"['8', '0', '3', '242']"
9609208,"['7', '6', '0', '3']"
9609204,"['6', '1', '2', '7', '435', '7610', '6222']"
9609209,"['4', '7', '2', '3569']"
9609210,"['2', '2', '4', '8', '4135']"
9609211,"['5', '1', '6']"
9609212,"['2', '3', '8']"
9609213,"['7', '6', '0', '4']"
9609203,"['7', '6', '0', '5', '3626']"
9609195,"['7', '6', '0', '6', '7608', '7609', '401']"
9609198,"['7', '6', '0', '7', '2518', '2502']"
9609179,"['7', '3', '6', '7']"
9609184,"['7', '6', '1', '1', '233']"
9609181,"['7', '6', '1', '2']"
9609182,"['7', '0', '6', '8', '632', '7613']"
9609183,"['5', '3', '6', '7', '6197']"
9609194,"['4', '8', '9', '0', '7614', '4896']"
9609205,"['7', '6', '1', '5']"
9609238,"['7', '6', '1', '6', '89']"
9609227,"['7', '6', '1', '7', '177']"
9609228,"['2', '2', '1', '3', '1256', '2455', '807']"
9609229,"['7', '6', '1', '8']"
9609230,"['7', '6', '1', '9', '7620']"
9609232,"['2', '5', '0', '5']"
9609233,"['1', '6', '7']"
9609234,"['7', '6', '2', '1']"
9609235,"['2', '3', '7', '3', '4400', '1754']"
9609225,"['2', '7', '5', '2', '1712', '2753']"
9609231,"['7', '6', '2', '2']"
9609226,"['5', '9', '3', '0']"
9607219,"['4', '6', '0', '9']"
9607221,"['4', '3', '5', '5']"
9607226,"['3', '6', '4', '8', '7626']"
9607222,"['4', '3', '5', '5']"
9607223,"['1', '9', '3', '2']"
9607224,"['7', '6', '2', '4', '7625']"
9607225,"['5', '9', '2', '593']"
9608193,"['7', '6', '2', '7', '7676']"
9609224,"['7', '6', '2', '8', '7638', '7306']"
9609220,"['2', '6', '5', '4419']"
9609216,"['5', '3', '7', '9', '2236']"
9610007,"['7', '6', '2', '9', '6480']"
9610008,"['2', '9', '3', '0', '5447']"
9610009,"['7', '6', '3', '0', '7635']"
9610010,"['4', '3', '7', '3']"
9610005,"['6', '3', '7', '8']"
