,Paper Id,Author Id,Authors,Year,Topic Words
641,0503118,9072,H. Ikemori,2005.0,"{'induced': 0.03986512237169279, 'sphere': 0.03385677982101474, 'solution': 0.033127324957933545, 'structure': 0.027292260636666774, 'projection': 0.02651508478460626, 'instanton': 0.02626623968428714, 'japan': 0.024261051346823492, 'kitakado': 0.021056252543978873, 'wave': 0.020703221569062968, 'operator': 0.020466858480249185, 'representation': 0.020367510808208963, 'monopole': 0.018210911900998397, 'elds': 0.017720998381172557, 'university': 0.015822415971720655, 'considered': 0.015822415971720655, 'ohnuki': 0.015458636411999141, 'projected': 0.013290603466937985, 'press': 0.013290603466937985, 'vdv': 0.013290603466937985, 'faculty': 0.012796605563291166, 'root': 0.012796605563291166, 'connection': 0.012438461418518072, 'eld': 0.012160775738584262, 'simply': 0.012160775738584262, 'gabab': 0.012160775738584262, 'emerge': 0.012160775738584262, 'concerned': 0.011833624224667634, 'paper': 0.011833624224667634, 'square': 0.010565799509025753, 'bundle': 0.010565799509025753, 'free': 0.010565799509025753, 'xdx': 0.010565799509025753, 'tsutsui': 0.010565799509025753, 'derivative': 0.010565799509025753, 'condition': 0.01055438043056248, 'result': 0.01055438043056248, 'economics': 0.01055438043056248, 'acts': 0.01055438043056248, 'goddard': 0.01055438043056248, 'particle': 0.01055438043056248, 'complex': 0.010322877294291644, 'instantons': 0.010322877294291644, 'minami': 0.010180556274639272, 'quantization': 0.010180556274639272, 'hopf': 0.009801711299183209, 'coordinate': 0.009801711299183209, 'embedded': 0.009801711299183209, 'noticed': 0.008545241303114584, 'dierent': 0.008545241303114584, 'prog': 0.008306082741664925, 'hep': 0.008306082741664925, 'toshiro': 0.006678362808103847, 'rotation': 0.004173703015997302}"
642,0312306,842,H. Itoyama,2004.0,"{'string': 0.04889603456670176, 'brane': 0.047202428826833745, 'eld': 0.04718442193180239, 'operator': 0.04100509638094969, 'gij': 0.03982840035963676, 'super': 0.03579618332063488, 'exp': 0.03500389480203893, 'noncommutative': 0.0329640537476259, 'limit': 0.03230327533048889, 'double': 0.029224257625569017, 'open': 0.028443484385680035, 'constraints': 0.027421632311603873, 'amplitude': 0.026202874204668408, 'point': 0.025268128737517527, 'factor': 0.02511370858243863, 'model': 0.024203695863985686, 'theory': 0.02354235532785825, 'res': 0.023162150658140555, 'scaling': 0.02269244615555938, 'soliton': 0.018205709622029553, 'slope': 0.017423028340980414, 'vacuum': 0.016310333604030808, 'hand': 0.01625418122205559, 'hep': 0.016069726103649425, 'expression': 0.015483116866015965, 'scaled': 0.015035234531518532, 'function': 0.014018231559478463, 'lett': 0.012618108044050837, 'kst': 0.012618108044050837, 'matrix': 0.012392673702445907}"
643,0403129,5264,H. J. Schnitzer,2004.0,"{'master': 0.10896507891584944, 'large': 0.08055840665015046, 'correlators': 0.06456432539889839, 'lie': 0.053130757096550504, 'sphere': 0.05058083118954081, 'strength': 0.048451334079517766, 'correlation': 0.042738396374568804, 'maximal': 0.041665783442574114, 'representation': 0.04065173329547034, 'algebra': 0.03739364978140203, 'group': 0.028509499574156855, 'traces': 0.02846839754858875, 'indices': 0.027228743951233175, 'torus': 0.025304458575110985, 'casimirs': 0.023808308110908616, 'dxh': 0.023719209875594296, 'fact': 0.022163621931796586, 'dierent': 0.022163621931796586, 'number': 0.020411972693285263, 'choice': 0.020411972693285263, 'produces': 0.020335585620069818, 'abelianization': 0.02021159067013774, 'theories': 0.018543816945076626, 'vanish': 0.017015639206534525, 'notice': 0.016879001036967708, 'diagonal': 0.016879001036967708, 'critical': 0.01634812612850848, 'ijikilkl': 0.016285059886247052, 'generators': 0.016285059886247052, 'correlator': 0.016177340744646287, 'htr': 0.01407051519091995, 'topological': 0.01407051519091995, 'conjugate': 0.013919422965395323, 'ijklik': 0.013919422965395323, 'qcd': 0.013919422965395323, 'eii': 0.013627972764266583, 'usual': 0.013627972764266583, 'consequence': 0.013619303788911172, 'area': 0.01356833550049881, 'products': 0.01331586862637012, 'groups': 0.01331586862637012, 'contribute': 0.01331586862637012, 'methods': 0.012972987439667794, 'electric': 0.012972987439667794, 'path': 0.012223947332133153, 'compute': 0.012143090819154836, 'weyl': 0.010907818672398501, 'douglas': 0.010184710440713306, 'phase': 0.010184710440713306, 'potential': 0.010099158750325486, 'computed': 0.010099158750325486, 'independent': 0.010099158750325486, 'riemannian': 0.008187663852904235, 'thompson': 0.007794150061504773, 'energy': 0.007794150061504773}"
644,0605281,8858,H. J. W. Mueller-Kirsten,2007.0,"{'duality': 0.12936787720599197, 'eld': 0.09083063161185098, 'dual': 0.07856484485877835, 'chiral': 0.07237012692162222, 'actions': 0.06762128285796132, 'respect': 0.06125751665555301, 'form': 0.059851407752791644, 'auxiliary': 0.0532608538316431, 'elds': 0.05010013353898035, 'jackiw': 0.048568886079389376, 'floreanini': 0.04844913023918425, 'sorokin': 0.04697245478046762, 'anti': 0.04416329820419758, 'srivastava': 0.03926742973403146, 'tonin': 0.03912991200540719, 'pasti': 0.03540844470321647, 'siegel': 0.03279678755575133, 'condition': 0.031071548647240654, 'time': 0.030240791339597117, 'dualization': 0.029581692565808566, 'formulation': 0.025267102146440318, 'eqs': 0.024711698299936954, 'variation': 0.024183939247671628, 'dimensions': 0.023005444212399695, 'dimensional': 0.020886308401438784, 'terms': 0.01908868774274597, 'generalized': 0.01852581227466085, 'boson': 0.016850347298031455, 'sdual': 0.016843177385219076, 'strength': 0.01554440051816288, 'tensor': 0.01554440051816288, 'dierent': 0.015001174225794944, 'substituting': 0.014880303425035895, 'rev': 0.013930003107969796, 'scalar': 0.013930003107969796, 'independent': 0.013930003107969796, 'nucl': 0.013393760203845724, 'lorentz': 0.012605253956667988, 'transform': 0.01219092627509584, 'construct': 0.01190721614484073, 'metric': 0.010807072481448906, 'vector': 0.010744048658606786, 'polynomial': 0.010684724656543645, 'property': 0.010112636919864302, 'replace': 0.009551156711747333, 'bosons': 0.009551156711747333, 'equivalence': 0.009551156711747333, 'rst': 0.009211374214382673, 'manifestly': 0.008934128864645565, 'cases': 0.008906900320336412}"
645,0312306,551,H. Kanno,2004.0,"{'dimensional': 0.13879725273641835, 'instanton': 0.06517501452744814, 'dimensions': 0.06162085770008327, 'instantons': 0.05869750471999104, 'equation': 0.0441002494482357, 'form': 0.04331922888470992, 'cycle': 0.03986995060592216, 'space': 0.03777561411366263, 'dual': 0.033608289812639414, 'theory': 0.027380051654951835, 'action': 0.027380051654951835, 'gauge': 0.025425731086229236, 'coordinates': 0.025425731086229236, 'susy': 0.025209716661022064, 'transverse': 0.02201978033256509, 'moduli': 0.020914239167557875, 'volume': 0.019871626436168167, 'cycles': 0.01875828420356184, 'yang': 0.017987622465752126, 'point': 0.017466483456958157, 'supersymmetric': 0.017466483456958157, 'manifold': 0.01601215553431394, 'mills': 0.01571524444107788, 'nucl': 0.015287108027245033, 'math': 0.015215536722053587, 'topological': 0.014019859432556792, 'generalized': 0.014011619592666363, 'brane': 0.013699797987298737, 'bre': 0.013315968672334472, 'geometry': 0.013253266448456091}"
646,0603146,1864,H. Kawai,2006.0,"{'time': 0.06049927809705477, 'eigenvalues': 0.034224870428013726, 'hep': 0.03213591025226142, 'eective': 0.028750699524742462, 'diagonal': 0.026626330537677347, 'iib': 0.026217696267321785, 'model': 0.02602529743768761, 'fermion': 0.02282693096838852, 'low': 0.018985022746010407, 'zeromodes': 0.018662025399602756, 'eld': 0.01632777835218354, 'eigenvalue': 0.015864120962042972, 'points': 0.015511797048595996, 'invariance': 0.01522672462935115, 'type': 0.013879835678301568, 'aij': 0.01376475686595046, 'local': 0.01306621496832819, 'density': 0.010682962064446737, 'dieomorphism': 0.010563243288338537, 'string': 0.010387298449754112, 'elds': 0.010366188576916603, 'distribution': 0.009592592807008138, 'massless': 0.008463049397108081, 'graviton': 0.008294332247831927, 'matrices': 0.0075385041658732055, 'coordinates': 0.00748134444811048, 'analysis': 0.00748134444811048, 'generated': 0.00748134444811048, 'permutation': 0.006913094695108809, 'dynamically': 0.006576574138769845, 'kinetic': 0.00622247591874725, 'superstring': 0.005903404815779632, 'bosonic': 0.005820668465671655, 'operator': 0.005700901181525997, 'point': 0.005166400700514807, 'strings': 0.004990330799939428, 'encoded': 0.004989178359568816, 'clusters': 0.0047997196858932945, 'metric': 0.0047997196858932945, 'sheet': 0.004429396312822279, 'components': 0.004429396312822279, 'previous': 0.0035899374454538007, 'xij': 0.0035899374454538007}"
647,0609063,10298,H. Kihara,2007.0,"{'instanton': 0.02996609100766319, 'berry': 0.021341394141934988, 'nonabelian': 0.020865505892592798, 'representation': 0.019364983718212426, 'spacetime': 0.015357288481059952, 'phase': 0.014884223929946871, 'points': 0.014580992505506256, 'asym': 0.012848483922069732, 'set': 0.012848483922069732, 'yang': 0.012743610724204373, 'nucl': 0.01028391593312092, 'usp': 0.009309609057067639, 'matrices': 0.008743196857410752, 'orientifold': 0.007691420058347394, 'rev': 0.007451403578464862, 'itoyama': 0.007451403578464862, 'mills': 0.007451403578464862, 'vector': 0.007289854483511042, 'tsuchiya': 0.007276978364398918, 'superstring': 0.007276978364398918, 'belonging': 0.007276978364398918, 'reduced': 0.007129588927041393, 'fundamental': 0.007129588927041393, 'analysis': 0.0065628482395220684, 'pole': 0.0065628482395220684, 'picture': 0.0063554920270623115, 'euclidean': 0.006017764337142295, 'dependence': 0.006017764337142295, 'iib': 0.006017764337142295, 'state': 0.005593197578885718, 'connection': 0.005593197578885718, 'conguration': 0.005471935401340486, 'osaka': 0.004859377774642835, 'antisym': 0.004859377774642835, 'congurations': 0.004382499941494684, 'duality': 0.004382499941494684, 'time': 0.004244032587281867, 'feature': 0.0036540168220790988}"
648,0409155,2,H. Lu,2004.0,"{'metric': 0.14217354645183755, 'hep': 0.06321195743247772, 'type': 0.059173706015512695, 'theory': 0.057687563538868086, 'compact': 0.05296488710088192, 'dimensional': 0.049352853427243, 'coordinates': 0.048470543578736744, 'manifold': 0.04600652633133046, 'solution': 0.041603098970205823, 'holonomy': 0.040447015851406115, 'pope': 0.03826058779327945, 'universe': 0.03679324057707252, 'taub': 0.03467299257843928, 'spatial': 0.032620971790646484, 'intersecting': 0.03243980677786143, 'gibbons': 0.030567965098172722, 'brane': 0.030098392342663722, 'iia': 0.029704945809814417, 'branes': 0.027226535830385687, 'principal': 0.02673741902747961, 'bundle': 0.026363706039477686, 'orbits': 0.026011963368898286, 'manifolds': 0.024438599721774208, 'describes': 0.023769890645943034, 'viewed': 0.02312495363238462, 'lattice': 0.022238818491722018, 'isometry': 0.021048243872993574, 'metrics': 0.02063669664243234, 'form': 0.020615429315057724, 'space': 0.01783483708127342}"
649,0310095,8098,H. M. Fried,2004.0,"{'scattering': 0.049751797393647684, 'eir': 0.04731155943166955, 'vacuum': 0.04249094442500695, 'aext': 0.04227233420007104, 'abelian': 0.036236692488786526, 'tube': 0.026849009132081325, 'gluonic': 0.026226062072564203, 'relevant': 0.025959288941234115, 'problem': 0.025915026685255877, 'terms': 0.02417119998244209, 'elds': 0.023713176862662576, 'eikonal': 0.02338590018760495, 'amplitude': 0.021236353032171112, 'energy': 0.02089629836913479, 'quark': 0.01918880724377703, 'form': 0.016878948887363788, 'condensons': 0.015921491231760888, 'order': 0.01571054360318347, 'fis': 0.013170726918503406, 'qed': 0.01288598829756213, 'dependence': 0.012717231213866906, 'fried': 0.012554461608404873, 'conventional': 0.011577925092019749, 'exchanged': 0.01152860459868535, 'note': 0.01152860459868535, 'mass': 0.011523856940842143, 'time': 0.011385817544526222, 'qcd': 0.011320824423512864, 'propagator': 0.011261119482204632, 'point': 0.011178720923355154}"
650,0311097,8026,H. Mohrbach,2004.0,"{'chiral': 0.03072030501229743, 'particle': 0.027719532349330056, 'nite': 0.022057101008464607, 'limit': 0.01994281593726207, 'ddp': 0.01979426330202151, 'eective': 0.01970130812691615, 'point': 0.014794255008297343, 'excitations': 0.014221655371418434, 'single': 0.013078488186067605, 'zone': 0.012184817320483812, 'lim': 0.011419780505518368, 'momentum': 0.011078112150316689, 'divergences': 0.010246305956500855, 'invariant': 0.0101560353615849, 'vacuum': 0.009152233295850309, 'usual': 0.009152233295850309, 'symmetrical': 0.009152233295850309, 'terms': 0.009028839622121617, 'mass': 0.008828438195146324, 'dierent': 0.008326993709078578, 'symmetry': 0.008159314791895661, 'tree': 0.008136447459515368, 'pgn': 0.007925617806425159, 'brillouin': 0.0075690319182007415, 'component': 0.007116748100753826, 'condensate': 0.006834241478060238, 'elds': 0.006651294764586427, 'lagrangian': 0.00652376072904857, 'scalar': 0.006104875155506551, 'low': 0.006104875155506551, 'particles': 0.006104875155506551, 'term': 0.00569709624184612, 'presence': 0.005647251753538192, 'coupling': 0.004898849607664214, 'suppl': 0.0047484460165166465}"
651,0403167,2897,H. Ooguri,2004.0,"{'holomorphic': 0.021125205793299552, 'space': 0.015534045110370036, 'anomaly': 0.008385947298937168, 'moduli': 0.008247326087539914, 'bundle': 0.00790929597295674, 'genus': 0.007814109917819723, 'calabiyau': 0.007151704679621342, 'open': 0.006556467834330619, 'complex': 0.006089726782861387, 'modes': 0.005936024906268156, 'kahler': 0.0058159662547752344, 'geometry': 0.00504857108426255, 'special': 0.00496485195117316, 'metric': 0.004661921540099767, 'closed': 0.004355555977648008, 'discussed': 0.004193450004424323, 'choice': 0.004132251561057496, 'partition': 0.00379088992183301, 'contribution': 0.0034966652801636804, 'volume': 0.0033660643465824045, 'connection': 0.003325630340355462, 'coupled': 0.003292148808669292, 'coordinates': 0.0032787456813916844, 'surfaces': 0.0032787456813916844, 'twisting': 0.0031605154496186765, 'limit': 0.003155751264260301, 'solution': 0.0031453256807961122, 'state': 0.0030011823977840225, 'strings': 0.0025599620502795503, 'respect': 0.0024593154792542974, 'maps': 0.0024210439951978043}"
652,0601148,1809,H. Osborn,2006.0,"{'conformal': 0.08183387808556908, 'eld': 0.05283570634506585, 'point': 0.04575947391282104, 'theories': 0.044256140141220084, 'group': 0.027720660378277806, 'energy': 0.02768146208282729, 'renormalisation': 0.02642885531414177, 'functions': 0.024450409331293596, 'dimensions': 0.024228284909690423, 'invariance': 0.023437305885292595, 'scale': 0.018715642217272555, 'function': 0.018517299451028396, 'transformations': 0.01817589477436388, 'tensor': 0.016882633444993064, 'general': 0.0161585922634542, 'nucl': 0.015165486357267144, 'quantum': 0.015078985160304079, 'form': 0.014998313020331807, 'elds': 0.014529590493980407, 'equation': 0.013886302033194298, 'momentum': 0.013868987470490701, 'theory': 0.013376418075174534, 'invariant': 0.012290989235311689, 'critical': 0.012290989235311689, 'terms': 0.011024860166416874, 'latorre': 0.011024860166416874, 'local': 0.010923951583388724, 'space': 0.010749070121175083, 'tijk': 0.009600697892364795, 'free': 0.009044990029483559}"
653,0503118,9075,H. Otsu,2005.0,"{'induced': 0.07662920900397967, 'meron': 0.04809860429815681, 'instanton': 0.04500776889959021, 'center': 0.04208381116279822, 'elds': 0.03313437011178078, 'large': 0.0328910048344323, 'qinside': 0.028895151713623002, 'merons': 0.027384151688976493, 'magnetic': 0.026067594899675025, 'considered': 0.025580879202224474, 'japan': 0.024717712802521385, 'tsutsui': 0.021076916506123172, 'matrices': 0.021076916506123172, 'topological': 0.021076916506123172, 'monopole': 0.020915228603245448, 'aichi': 0.02030392656325984, 'eld': 0.018954183673140088, 'transformations': 0.018538248492923327, 'embedding': 0.018074506524176158, 'particle': 0.018040643883336926, 'eect': 0.015306507920519463, 'generalized': 0.014850360951095376, 'mod': 0.014850360951095376, 'university': 0.014471614696298318, 'faculty': 0.01422745439187541, 'trans': 0.014074617979421493, 'cases': 0.013893447262091095, 'yang': 0.01355843548088756, 'kitakado': 0.013533804161793908, 'sitting': 0.012533790737881117, 'inside': 0.012069686494247679, 'characterises': 0.012069686494247679, 'sigma': 0.012069686494247679, 'instantons': 0.009916686436918107, 'topologically': 0.009663768812511436, 'xgm': 0.009500725110610732, 'loop': 0.009037523382312597, 'embedded': 0.009037523382312597, 'satisfying': 0.008369740880568464, 'prog': 0.008369740880568464, 'modulo': 0.008369740880568464, 'written': 0.008369740880568464, 'phase': 0.008369740880568464, 'solutions': 0.007672338659006298, 'trivial': 0.007672338659006298, 'shiga': 0.007672338659006298, 'quantiza': 0.006053505250826034, 'appears': 0.006053505250826034}"
654,0610229,6651,H. Reinhardt,2007.0,"{'gauge': 0.26846936957441947, 'operator': 0.21483962733635334, 'vortex': 0.18023846990499418, 'center': 0.17623526729764158, 'loop': 0.1559665641276404, 'magnetic': 0.13752212717824158, 'strength': 0.11873772351624345, 'theory': 0.11650739820102637, 'time': 0.11466079323117728, 'monopoles': 0.096658638244215, 'monopole': 0.09515835756618468, 'yang': 0.08913567762303, 'approach': 0.08271992727505609, 'dual': 0.07025936017764356, 'abelian': 0.06898428962659986, 'eld': 0.06769921450715387, 'mills': 0.06684421800422985, 'potential': 0.06637779688453238, 'vortices': 0.06208154193001689, 'polyakov': 0.06168767810722629, 'number': 0.06036506864022778, 'points': 0.059982836083442154, 'twisting': 0.0564082801159161, 'writhing': 0.05635622827145459, 'topological': 0.0550963768066884, 'dirac': 0.05438949503993515, 'formulation': 0.05424708632035675, 'invariant': 0.05269183911883213, 'intersection': 0.05016088107882896, 'lattice': 0.049471192361994404}"
655,0311039,658,H. Saleur,2004.0,"{'model': 0.0753248789667015, 'sinh': 0.06257764676686164, 'theory': 0.04533949588509565, 'form': 0.04123769810180451, 'equations': 0.040729966401832615, 'point': 0.032461301719940897, 'integrable': 0.02981614022265238, 'particle': 0.027776350130144442, 'bound': 0.02741236085082771, 'formula': 0.02630202945891532, 'scattering': 0.025138347207013283, 'case': 0.02163782114727346, 'gordon': 0.019196867820446724, 'bethe': 0.018171735492550807, 'cosh': 0.018063975845026482, 'mass': 0.017647410986425017, 'physical': 0.017647410986425017, 'sine': 0.017647410986425017, 'limit': 0.017047855417647338, 'functions': 0.017047855417647338, 'matrix': 0.017034750543671092, 'nite': 0.01692327042170363, 'factors': 0.016183242602802267, 'energy': 0.015385393453092748, 'bare': 0.015306223595288243, 'quantum': 0.015129949697244337, 'general': 0.013781812264961352, 'states': 0.013541997453374683, 'cut': 0.01271882502911321, 'lipatov': 0.01271882502911321}"
656,0310292,7287,H. Samtleben,2004.0,"{'model': 0.02227569036036818, 'structure': 0.02159610395835717, 'poisson': 0.01774742244574384, 'monodromy': 0.014767550461512145, 'monodromies': 0.013252280955874867, 'classical': 0.012852519346691117, 'coset': 0.012379864884531135, 'note': 0.012183874493698343, 'observables': 0.010707489258550903, 'principal': 0.009231103421301536, 'matrices': 0.009033640319505674, 'variables': 0.008499731324628765, 'linear': 0.008492910201625889, 'matrix': 0.008147931529104402, 'equations': 0.007887901994074917, 'connection': 0.007649795835828865, 'class': 0.007619599108778444, 'representation': 0.007384405562222154, 'theorem': 0.006694242784510416, 'quantization': 0.006594565138160759, 'simple': 0.006402569770793299, 'dirac': 0.006025777908658214, 'set': 0.005950690815246115, 'solution': 0.005573426760763649, 'sector': 0.005551611266267076, 'freedom': 0.005551611266267076, 'time': 0.005468668315781085, 'solutions': 0.005317598481386618, 'explicitly': 0.004801945608502471, 'singularities': 0.004801945608502471, 'canonical': 0.0047113002143613384, 'transformations': 0.004657624586058243, 'motion': 0.004446088502077142, 'dependence': 0.004431824364957197, 'isomonodromic': 0.004399011004649775, 'constant': 0.0041809402485856, 'fundamental': 0.004083545494896491, 'original': 0.004042679057020392, 'formulation': 0.0032457188136748583, 'proof': 0.0031059449851937107, 'poles': 0.0031059449851937107, 'exact': 0.0030920198052192954, 'holomorphic': 0.003014047474662329, 'denition': 0.0028543548017394976, 'independent': 0.0026166899887892234}"
657,0605288,12675,H. Verschelde,2006.0,"{'mass': 0.09893645903471247, 'ppi': 0.06717578838254855, 'expansion': 0.06041873650460117, 'ppr': 0.03948812656687292, 'renormalised': 0.033516777087019375, 'nite': 0.031231099397065087, 'generic': 0.02454426996983461, 'graphs': 0.024294709011939142, 'equation': 0.02341083537432146, 'bubble': 0.023187982975272248, 'diagram': 0.022895919762835826, 'renormalisation': 0.022642954299489232, 'potential': 0.021398284869983984, 'meson': 0.01643513651713399, 'temperature': 0.01615235066968622, 'fig': 0.0158492993436013, 'masses': 0.01482565606863104, 'linear': 0.014670142113671262, 'local': 0.013130385628239608, 'figure': 0.013000815432328894, 'subgraphs': 0.011982570597690027, 'ijk': 0.010919209046161726, 'rst': 0.010421927481310891, 'independent': 0.010114952495160923, 'daisy': 0.010114952495160923, 'energy': 0.009913231844530707, 'divergent': 0.009556011873690179, 'calculate': 0.009175706618370595, 'composite': 0.008813277092653816, 'rest': 0.008687829885029405, 'counterterms': 0.00867202032936848, 'scheme': 0.008669385586656154, 'vacuum': 0.008669385586656154, 'derivative': 0.008243789034177171, 'ikj': 0.008225777649164564, 'shaded': 0.007992813750144372, 'feynman': 0.00793454298335342, 'analysis': 0.00793454298335342, 'physical': 0.00793454298335342, 'gapequations': 0.007556033334063912, 'contributions': 0.007344228933247556, 'hartree': 0.007226892491737926, 'renormalization': 0.006829617528747084, 'calculated': 0.006829617528747084, 'result': 0.006598322087523146, 'graph': 0.006583905961326352, 'hijic': 0.005955853664406767, 'gap': 0.0054664203562755365}"
658,0607214,277,H. Vucetich,2007.0,"{'equations': 0.03574014474063976, 'quantum': 0.017133177462518814, 'case': 0.016898861763122913, 'classical': 0.015694890752529875, 'scalar': 0.01482872632825772, 'metric': 0.014422567505634646, 'transformations': 0.011731234476302355, 'motion': 0.011525874831304073, 'space': 0.010898571482305568, 'matter': 0.010566185074243895, 'ghost': 0.008487354701950807, 'bogomolnyi': 0.008344067738151995, 'coupling': 0.008264379740464952, 'explicit': 0.007639466914664968, 'terms': 0.007438767349344431, 'solution': 0.007234729629814918, 'invariant': 0.007234729629814918, 'connection': 0.006954547655664611, 'trivial': 0.006892674192673209, 'large': 0.006727426046003182, 'invariants': 0.006727426046003182, 'equation': 0.00625978761442092, 'moduli': 0.005943691909198968, 'solutions': 0.005787542567103388, 'ecl': 0.005787542567103388, 'written': 0.005767736288943004, 'gravitational': 0.005728973857360562, 'constructed': 0.005628796703702126, 'dab': 0.005628796703702126, 'brst': 0.0054647856351321316, 'number': 0.005095804121913129, 'lorentz': 0.00501374626391009, 'independence': 0.0048258299502294474, 'covariant': 0.004782540063035132, 'eqs': 0.004782540063035132, 'wcl': 0.004782540063035132, 'auxiliary': 0.004363785414219342, 'function': 0.004298518670459619, 'dual': 0.004022863196756769, 'dynamical': 0.0036376978418164144}"
659,0301128,15601,H.C. Rosu,2005.0,"{'unruh': 0.0453385948319065, 'vacuum': 0.03079137622282599, 'radiation': 0.029681771890160413, 'eect': 0.02202763365305449, 'electron': 0.02048788472584216, 'rev': 0.020394314348713374, 'scalar': 0.014191980972901627, 'acceleration': 0.012763750680872151, 'spectrum': 0.012567216136139585, 'frenet': 0.011667783082201622, 'frequency': 0.011356419994527682, 'serret': 0.010852195820656016, 'thermal': 0.01061688815306152, 'worldlines': 0.01027881756904939, 'time': 0.01024841812315054, 'function': 0.010083071801794831, 'proper': 0.009938640066858614, 'eld': 0.009365232486228697, 'crystal': 0.008644687479129824, 'point': 0.007612588760106467, 'laser': 0.007358847198636358, 'linear': 0.007238811865290776, 'constant': 0.0072063036564837014, 'storage': 0.0072063036564837014, 'quantum': 0.0072063036564837014, 'stationary': 0.0072063036564837014, 'temperature': 0.0072063036564837014, 'rogers': 0.007103079650002574, 'motion': 0.0070818530688206115, 'excitation': 0.006487857247710949}"
660,0610107,13572,H.L. Carrion,2007.0,"{'octonionic': 0.17337970140160613, 'cliord': 0.09898582150379617, 'algebras': 0.07719440901433589, 'supersymmetries': 0.06359677245720861, 'extended': 0.06309084789632015, 'matrices': 0.061417018373646756, 'associative': 0.04107233910439545, 'realizations': 0.03241246750017513, 'maximal': 0.03211124781960076, 'classication': 0.026408057422441032, 'algebra': 0.025792229162772136, 'valued': 0.022840398669434235, 'systems': 0.022663983789337774, 'representations': 0.018267043252488957, 'fermionic': 0.01723476652848873, 'realization': 0.015321917374184063, 'weyl': 0.015114356041226504, 'real': 0.013875311298839768, 'primitive': 0.013705983916077469, 'class': 0.012094504174417865, 'dynamical': 0.01160196694593135, 'series': 0.01160196694593135, 'entries': 0.01142545383279625, 'spinning': 0.011345596634727674, 'short': 0.01114463896853882, 'kdv': 0.00994690802262292, 'euclidean': 0.009916592160191575, 'denoted': 0.009916592160191575, 'number': 0.009583372139152137, 'construction': 0.009457809913489823, 'octonions': 0.009290289548210599, 'particles': 0.009074653586882777, 'supersymmetric': 0.008291848438272171, 'discussed': 0.007937233015647272, 'examples': 0.007914937721746437, 'time': 0.007914937721746437, 'correspondence': 0.007914937721746437, 'admitting': 0.007853521676609316, 'gamma': 0.007853521676609316, 'construct': 0.0074359407994425, 'extension': 0.0074359407994425, 'expressed': 0.006818837538171665, 'hand': 0.006818837538171665, 'multiplets': 0.006636788853921423, 'bosonic': 0.0063351103099689235, 'states': 0.0063351103099689235, 'toppan': 0.0062859527408479915, 'division': 0.006054802359710914, 'size': 0.0059578725967635885, 'rojas': 0.0059578725967635885, 'generalized': 0.0056822368146070305}"
661,0703211,2574,H.P. Nilles,2007.0,"{'threshold': 0.061488966285718746, 'unication': 0.024184172308331447, 'models': 0.023341649195504938, 'eects': 0.02277920788366633, 'theories': 0.020882521031379928, 'wilson': 0.017143121050826084, 'factors': 0.015192461971179197, 'particle': 0.013122219955397023, 'nilles': 0.01144264172713319, 'ibanez': 0.01144264172713319, 'mass': 0.010290440821619957, 'states': 0.010209408262626993, 'groups': 0.009502401414319989, 'lines': 0.008839448322768409, 'dependent': 0.00868984152024199, 'mstring': 0.008177979810694447, 'modular': 0.008006214815522682, 'unied': 0.007892956693577487, 'weights': 0.0077217053452626715, 'supersymmetric': 0.007714104967863344, 'quevedo': 0.007493229119969962, 'spectrum': 0.007368658457938834, 'relative': 0.007296595388066679, 'grand': 0.006864101259745469, 'shift': 0.006545648489414482, 'additional': 0.006436895761172026, 'knowledge': 0.006436895761172026, 'heavy': 0.006210571216588161, 'level': 0.006210571216588161, 'internal': 0.006210571216588161, 'hand': 0.00589786794980579, 'energy': 0.005840189541681664, 'addition': 0.0051520867198943734, 'mssm': 0.004936793166307029, 'universal': 0.004579874700919619, 'nonstandard': 0.00442707776332448, 'realistic': 0.003951405323883543, 'factor': 0.003951405323883543}"
662,0406023,15228,Haitang Yang,2004.0,"{'string': 0.0920086271076661, 'tachyon': 0.0919325904393784, 'theory': 0.09069816574239092, 'energy': 0.08542167794337223, 'solution': 0.08387950843614331, 'adic': 0.061897163078492884, 'eld': 0.054715434699197374, 'density': 0.04819745592414836, 'lump': 0.04673166147503768, 'hep': 0.04656637692992804, 'tensor': 0.045737414130437894, 'rolling': 0.04158244116866178, 'pressure': 0.038614385674213686, 'cosh': 0.03708680559651574, 'stress': 0.03536025484235814, 'model': 0.03165585034951558, 'action': 0.030818822170292453, 'cos': 0.02568999706250385, 'open': 0.02384355025441622, 'time': 0.023707466686996526, 'sen': 0.022512613663730086, 'metric': 0.022267438988030488, 'brane': 0.022267438988030488, 'solutions': 0.0212588117806084, 'term': 0.019796025828390237, 'osft': 0.01822517303808102, 'exp': 0.01783800662910244, 'tachyonic': 0.0156252912823573, 'pure': 0.014904847555866664, 'dependent': 0.014870344235682328}"
