,Author Id,Paper Id,Authors,Year
15294,6336,9511035,Y. Sumino,1995
15295,6337,9511036,Jean-Pierre Derendinger,1995
15296,2197,9511037,J.M.F. Labastida,1995
15297,2317,9511038,George Thompson,1995
15298,3842,9511048,G. Lopes Cardoso,1995
15299,6338,9511039,I. Kanatchikov,1995
15300,6339,9511041,Jiannis Pachos,1995
15301,2351,9511047,Kiyoshi Ezawa,1995
15302,1157,9511042,M. Temple-Raston,1995
15303,1124,9511043,C. Bachas,1995
15304,2261,9511044,Masako Asano,1995
15305,1118,9511045,R. Brustein,1995
15306,134,9511040,Terry Gannon,1995
15307,6340,9511045,B. A. Ovrut,1995
15308,3838,9511048,T. Mohaupt,1995
15309,3686,9511054,Romain Attal,1995
15310,6175,9510124,H.W. Lee,1995
15311,6341,9511052,E.J. Martinec,1995
15312,1008,9511049,E. Ragoucy,1995
15313,1184,9511049,A. Sevrin,1995
15314,1009,9511049,P. Sorba,1995
15315,1184,9511050,A. Sevrin,1995
15316,6342,9511055,V. G. Ksenzov,1995
15317,2428,9511051,R. Jackiw,1995
15318,720,9511052,N.P. Warner,1995
15319,2601,9511048,D. Lust,1995
15320,6343,9511053,A. Dabholkar,1995
15321,4171,9511053,J. P. Gauntlett,1995
15322,5,9511053,J. A. Harvey,1995
15323,2252,9511053,D. Waldram,1995
15324,857,9511051,So-Young Pi,1995
15325,3752,9511046,Sen-Ben Liao,1995
15326,50,9511056,S. F. Hassan,1995
15327,2130,9511057,G. Harris,1995
15328,524,9511064,Frank Wilczek,1995
15329,4405,9511064,Finn Larsen,1995
15330,6022,9511063,Mikhail Vasiliev,1995
15331,6344,9511062,M.S.Shikakhwa,1995
15332,6345,9511062,V.Ya.Fainberg,1995
15333,3732,9511061,Ioannis Giannakis,1995
15334,1220,9511065,Fiorenzo Bastianelli,1995
15335,3729,9511061,Mark Evans,1995
15336,6346,9511060,K.Kirsten,1995
15337,4662,9511060,J.S.Apps,1995
15338,791,9511060,J.S.Dowker,1995
15339,2639,9511059,H.-T. Sato,1995
15340,4936,9511059,S. Kanemura,1995
15341,1106,9511058,Rolf Schimmrigk,1995
15342,6347,9511060,M.Bordag,1995
15343,923,9511066,J. Alfaro,1995
15344,922,9511066,P.H. Damgaard,1995
15345,6348,9511071,E.Winstanley,1995
15346,6349,9511057,G.Jungman,1995
15347,2400,9511069,A.L. Larsen,1995
15348,6350,9511067,S. Monni,1995
15349,2276,9511067,M. Cadoni,1995
15350,444,9511068,Alberto Blasi,1995
15351,442,9511068,Nicola Maggiore,1995
15352,6351,9511069,V. Frolov,1995
15353,6352,9511069,S. Hendy,1995
15354,6193,9511070,G.E.Arutyunov,1995
15355,6353,9511058,Monika Lynker,1995
15356,1664,9511070,P.B.Medvedev,1995
15357,5077,9511071,P.Kanti,1995
15358,6354,9511071,N.E.Mavromatos,1995
15359,6355,9511071,J.Rizos,1995
15360,5069,9511071,K.Tamvakis,1995
15361,6356,9511107,Francois David,1995
15362,201,9510217,ran,1995
15363,2,9511161,H. Lu,1995
15364,2926,9510217,E. Ercolessi,1995
15365,140,9511226,C.S. Lam,1995
15366,3436,9512007,A. Dimakis,1995
15367,6357,9512007,F. Mueller-Hoissen,1995
15368,6358,9512008,B.Sarel,1995
15369,6359,9512008,L.P.Horwitz,1995
15370,5295,9512009,Tetsuyuki Ochiai,1995
15371,173,9512006,T.R. Taylor,1995
15372,5958,9512010,Felix M. Lev,1995
15373,6360,9512002,R.L.P.G. Amaral,1995
15374,6361,9512002,L.V. Belvedere,1995
15375,2505,9512001,Jens Hoppe,1995
15376,2491,9512001,Martin Bordemann,1995
15377,6362,9511230,elberg,1995
15378,6363,9511230,M. M,1995
15379,6364,9512002,N. A. Lemos,1995
15380,3139,9511230,D. Jancic,1995
15381,472,9512006,I. Antoniadis,1995
15382,2367,9512005,F. Ardalan,1995
15383,3840,9511217,Y. Kitazawa,1995
15384,965,9511213,a,1995
15385,1114,9511214,Sumit R. Das,1995
15386,6365,9511215,Sumne Kim,1995
15387,6366,9511215,F. Mansouri,1995
15388,4009,9511216,D. R. Davidson,1995
15389,6366,9512005,F. Mansouri,1995
15390,1864,9511217,H. Kawai,1995
15391,2890,9511226,Peter E. Haagensen,1995
15392,623,9511226,Kenneth Johnson,1995
15393,5993,9512006,H. Partouche,1995
15394,416,9512003,Roger Brooks,1995
15395,4507,9512004,E. Dudas,1995
15396,6367,9512005,M. Alishahiha,1995
15397,6368,9511225,Peter R. Johnson,1995
15398,1946,9511230,elas,1995
15399,1974,9511230,P. C,1995
15400,6320,9511230,A.C. Avram,1995
15401,6369,9511189,Jos\'e P.S. Lemos,1995
15402,6370,9511189,Vilson T. Zanchin,1995
15403,6371,9511190,Miguel A. Martin-Delgado,1995
15404,1523,9511190,German Sierra,1995
15405,348,9511191,E. Abdalla,1995
15406,1445,9511182,Jr.,1995
15407,6370,9511188,Vilson T. Zanchin,1995
15408,6372,9511182,J. Vaz,1995
15409,6373,9511182,W. A. Rodrigues,1995
15410,1445,9511181,Jr.,1995
15411,6373,9511181,W. A. Rodrigues,1995
15412,1445,9511181,Jr.,1995
15413,6372,9511181,J. Vaz,1995
15414,3982,9511180,Bo Sundborg,1995
15415,1445,9511182,Jr.,1995
15416,5786,9511191,K.D. Rothe,1995
15417,6374,9511188,Jos\'e P. S. Lemos,1995
15418,1538,9511186,Hiroshi Ishikawa,1995
15419,2811,9511229,Sonia Stanciu,1995
15420,6375,9511229,Jose M Figueroa-O'Farrill,1995
15421,6376,9511228,E. Silverstein,1995
15422,2852,9511228,S. Kachru,1995
15423,5697,9511227,John Uglum,1995
15424,767,9511227,Leonard Susskind,1995
15425,6377,9511209,R. Guida,1995
15426,4757,9511208,Jose Ignacio Rosado,1995
15427,3939,9511208,Beatriz Gato-Rivera,1995
15428,1299,9511187,Itzhak Bars,1995
15429,5168,9511183,Clovis Wotzasek,1995
15430,5632,9511184,Oktay K.Pashaev,1995
15431,6082,9511185,A. Losev,1995
15432,363,9511185,G. Moore,1995
15433,6081,9511185,N. Nekrasov,1995
15434,964,9511213,Sudhakar P,1995
15435,731,9511180,Ulf H. Danielsson,1995
15436,1182,9511213,Supriya Kar,1995
15437,2955,9511212,N. Banerjee,1995
15438,2433,9512186,Avinash Khare,1995
15439,3276,9512187,J. Navarro-Salas,1995
15440,5522,9512175,M. Yu,1995
15441,6378,9512188,Kwan-Leung Chan,1995
15442,191,9512188,Mirjam Cvetic,1995
15443,85,9512189,Olaf Lechtenfeld,1995
15444,6379,9512185,A.I. Alekseev,1995
15445,6380,9512190,G.Palma,1995
15446,684,9512191,R.G. Leigh,1995
15447,4313,9512182,Anne Schilling,1995
15448,2095,9512182,Barry M. McCoy,1995
15449,4902,9512182,er Berkovich,1995
15450,265,9512182,Alex,1995
15451,1463,9512181,C.M. Hull,1995
15452,6381,9512190,L.Vergara,1995
15453,1103,9512180,M. Porrati,1995
15454,6382,9512184,A.I.Zelnikov,1995
15455,6383,9512184,V.P.Frolov,1995
15456,6384,9512163,A. Della Selva,1995
15457,6385,9512162,Takaomi Shigehara,1995
15458,6386,9512162,Taksu Cheon,1995
15459,1031,9512161,A. Morozov,1995
15460,842,9512161,H. Itoyama,1995
15461,4526,9512160,I.T.Todorov,1995
15462,1730,9512184,D.V.Fursaev,1995
15463,6387,9512160,L.S.Georgiev,1995
15464,6388,9512159,M. Mekhfi,1995
15465,197,9512174,D. Zanon,1995
15466,4638,9512175,J. Rasmussen,1995
15467,6389,9512192,Riccardo D'Auria,1995
15468,6390,9512187,J. Cruz,1995
15469,720,9512183,N.P. Warner,1995
15470,6391,9512160,B.N.Bakalov,1995
15471,571,9512180,L. Girardello,1995
15472,610,9512180,S. Ferrara,1995
15473,6392,9512179,B. Zellermann,1995
15474,535,9511218,Gautam M,1995
15475,47,9511222,C. Vafa,1995
15476,5800,9511223,Ahmed Hindawi,1995
15477,681,9511223,Burt A. Ovrut,1995
15478,1273,9511223,Daniel Waldram,1995
15479,4269,9511224,V.A.Miransky,1995
15480,1818,9511222,V. Sadov,1995
15481,3263,9511225,Edwin J. Beggs,1995
15482,3232,9511217,M. Ninomiya,1995
15483,6393,9512011,H-B Gao,1995
15484,664,9511213,Jnanadeva Maharana,1995
15485,6394,9511209,N. Magnoli,1995
15486,6395,9511210,Romuald Janik,1995
15487,6158,9511211,Max Welling,1995
15488,536,9511218,al,1995
15489,6065,9511221,C.D. Fosco,1995
15490,842,9511220,H. Itoyama,1995
15491,4540,9511220,M. Anazawa,1995
15492,3016,9512179,E. Werner,1995
15493,6396,9512179,C. Stern,1995
15494,6397,9512179,T. Heinzl,1995
15495,1622,9512178,Tomas Ortin,1995
15496,6398,9512178,Ramzi Khuri,1995
15497,1622,9512177,Tomas Ortin,1995
15498,6398,9512177,Ramzi Khuri,1995
15499,1882,9512176,Dan Radu Grigore,1995
15500,6399,9512090,Fabian H. L. Essler,1995
15501,6400,9512088,Y. S. Kim,1995
15502,4835,9511176,Tobias Hurth,1995
15503,19,9511222,M. Bershadsky,1995
15504,537,9511218,Spenta R. Wadia,1995
15505,6401,9511219,Takao Nakamura,1995
15506,6070,9511219,Shinji Hamamoto,1995
15507,2944,9511212,R. Banerjee,1995
15508,6402,9512163,J. Magnin,1995
15509,6403,9511179,D. Schutte,1995
15510,6404,9511179,M. Sheppeard,1995
15511,3833,9512087,Pierre Pujol,1995
15512,42,9512082,E. Sezgin,1995
15513,238,9512081,A.A. Tseytlin,1995
15514,5707,9503095,David H. Adams,1995
15515,6405,9512080,Darius G. Gagne,1995
15516,590,9512080,Eric D'Hoker,1995
15517,3837,9512087,Marco Picco,1995
15518,6406,9512079,I Yu Tipunin,1995
15519,725,9512078,Cumrun Vafa,1995
15520,2031,9512077,Michael R. Douglas,1995
15521,1240,9512076,C. R. Hagen,1995
15522,6407,9512075,M.Rocek,1995
15523,6408,9512075,I.T.Ivanov,1995
15524,6409,9512074,N. s\'anchez,1995
15525,1675,9512079,A M Semikhatov,1995
15526,1166,9512074,H.J. de Vega,1995
15527,3841,9512087,Vladimir Dotsenko,1995
15528,2891,9512086,Yuri Kubyshin,1995
15529,6410,9512061,R.R. Khuri,1995
15530,5871,9512069,ro Pelizzola,1995
15531,3566,9512070,Luca Lusanna,1995
15532,6411,9512071,N Linden A J Macfarlane  J W van Holten,1995
15533,1658,9512085,Hitoshi Konno,1995
15534,2839,9512083,Dennis Bonatsos,1995
15535,326,9512086,Enrique Moreno,1995
15536,2840,9512083,C. Daskaloyannis,1995
15537,2475,9512084,D.C. Dunbar,1995
15538,6412,9512084,P.S. Norridge,1995
15539,1107,9512085,Takeo Inami,1995
15540,1980,9512085,Yao-Zhong Zhang,1995
15541,2792,9512072,R. MacKenzie,1995
15542,6413,9512086,Jordi Comellas,1995
15543,3425,9512083,P. Kolokotronis,1995
15544,6414,9512073,D.F. Litim,1995
15545,4319,9512073,N. Tetradis,1995
15546,6415,9512072,S.Sakhi,1995
15547,6416,9512022,Omduth Coceal,1995
15548,6417,9512021,Pei Wang,1995
15549,2461,9512020,G. Marmo,1995
15550,3805,9512020,J. Guerrero,1995
15551,3428,9512020,V. Aldaya,1995
15552,2028,9512019,Y. Satoh,1995
15553,6418,9512031,Arkady A. Tseytlin,1995
15554,3091,9512018,J. W. Moffat,1995
15555,6136,9512017,ez,1995
15556,6419,9512017,R. Hern,1995
15557,418,9512017,C. Gomez,1995
15558,1691,9512016,David R. Morrison,1995
15559,562,9510217,G. Bimonte,1995
15560,6420,9512015,Tomohiko Takahashi,1995
15561,1847,9512017,E. Lopez,1995
15562,191,9512031,Mirjam Cvetic,1995
15563,1933,9512030,H.J. Shin,1995
15564,1638,9512030,Q-Han Park,1995
15565,556,9512072,P.K. Panigrahi,1995
15566,3330,9512051,Chaiho Rim,1995
15567,4060,9512050,Norma Manko\v c Bor\v stnik,1995
15568,6421,9512049,V.Yu.Petrov,1995
15569,803,9512027,Laurent Baulieu,1995
15570,6422,9512022,Steven Thomas,1995
15571,6423,9512023,H.Dorn,1995
15572,5574,9512024,M. Berkooz,1995
15573,1823,9512025,Eugene Tyurin,1995
15574,6424,9512025,Rikard von Unge,1995
15575,803,9512026,Laurent Baulieu,1995
15576,1896,9512028,Dimitri Polyakov,1995
15577,6425,9512032,Jim Mccarthy,1995
15578,1687,9512029,Sergey Krivonos,1995
15579,1530,9512030,I. Bakas,1995
15580,1196,9512060,H.B. Gao,1995
15581,6426,9511179,Zheng Weihong,1995
15582,334,9512059,Andrew Strominger,1995
15583,2190,9512057,G. S. Danilov,1995
15584,4381,9511206,Masao Jinzenji,1995
15585,5776,9511207,A. Bellini,1995
15586,5780,9511207,M. Ciafaloni,1995
15587,1469,9511201,er Bais,1995
15588,6427,9511201,F. Alex,1995
15589,1471,9511201,Mark de Wild Propitius,1995
15590,5043,9511205,A.Yu.Petrov,1995
15591,838,9511200,oren,1995
15592,1945,9511200,Kris Thielemans,1995
15593,6428,9511199,R. J. Szabo,1995
15594,1134,9511199,G. W. Semenoff,1995
15595,6429,9511199,L. D. Paniak,1995
15596,6430,9511198,Diego Bellisai,1995
15597,1597,9511197,Kimball A. Milton,1995
15598,6431,9511200,Stefan V,1995
15599,2127,9511196,Scott Axelrod,1995
15600,4079,9511205,I.L.Buchbinder,1995
15601,6432,9511192,Theodore Hall,1995
15602,6433,9511179,C.J. Hamer,1995
15603,6434,9511178,Massimo Bianchi,1995
15604,2319,9511177,V.V. Nesterenko,1995
15605,6435,9511177,G. Lambiase,1995
15606,349,9511191,M.C.B. Abdalla,1995
15607,394,9511192,Gerald Dunne,1995
15608,4359,9511204,Yakov Kanter,1995
15609,5778,9511207,P. Valtancoli,1995
15610,6436,9511202,John R. Klauder,1995
15611,2,9511203,H. Lu,1995
15612,165,9511203,C.N. Pope,1995
15613,42,9511203,E. Sezgin,1995
15614,236,9511203,K.S. Stelle,1995
15615,6006,9511204,Ti-ming Chiang,1995
15616,1649,9511204,Brian R. Greene,1995
15617,1471,9511195,Mark de Wild Propitius,1995
15618,6437,9511194,L.Susskind,1995
15619,543,9511194,T.Banks,1995
15620,890,9512069,Aless,1995
15621,6438,9512063,S. Ramgoolam,1995
15622,814,9512062,P.K. Townsend,1995
15623,165,9512012,C.N. Pope,1995
15624,6439,9512055,J.-P. Ader,1995
15625,452,9512052,B. Eynard,1995
15626,5866,9512069,Giuseppe Gonnella,1995
15627,4477,9512052,C. Kristjansen,1995
15628,1651,9512054,Deog Ki Hong,1995
15629,5937,9512054,Jin Young Kim,1995
15630,6440,9512055,M. Abud,1995
15631,6441,9512055,L. Cappiello,1995
15632,927,9512061,R.C. Myers,1995
15633,6101,9512056,M.Reuter,1995
15634,921,9512053,John H. Schwarz,1995
15635,5570,9512069,Emilio N. M. Cirillo,1995
15636,297,9512068,J.W. van Holten,1995
15637,6442,9512067,V. Talamini,1995
15638,6437,9511193,L.Susskind,1995
15639,49,9511193,T. Banks,1995
15640,6443,9512011,Z-M Sheng,1995
15641,2,9512012,H. Lu,1995
15642,6444,9512088,S. Baskal,1995
15643,6445,9512065,T. Yamamoto,1995
15644,396,9512064,Hideaki Aoyama,1995
15645,4756,9512064,Toshiyuki Harano,1995
15646,4134,9512064,Masatoshi Sato,1995
15647,4397,9512064,Shinya Wada,1995
15648,729,9512065,H. Awata,1995
15649,1611,9512065,Y. Matsuo,1995
15650,298,9512066,P.S. Howe,1995
15651,683,9512063,J.L.F. Barbon,1995
15652,6257,9512067,G. Sartori,1995
15653,5292,9512058,M. Yu. Kalmykov,1995
15654,2963,9512163,L. Masperi,1995
15655,6446,9511204,Mark Gross,1995
15656,6385,9512164,Takaomi Shigehara,1995
15657,6447,9512142,R. Shaisultanov,1995
15658,6448,9512143,P. Claus,1995
15659,4596,9512154,G. W. Gibbons,1995
15660,304,9512152,E. Bergshoeff,1995
15661,5747,9512152,Bert Janssen,1995
15662,2,9512153,H. Lu,1995
15663,6449,9512141,H. Toki,1995
15664,165,9512153,C.N. Pope,1995
15665,4171,9512154,J. P. Gauntlett,1995
15666,6450,9512154,G. T. Horowitz,1995
15667,686,9512143,B. de Wit,1995
15668,2992,9512155,Zurab Kakushadze,1995
15669,218,9512155,S.-H. Henry Tye,1995
15670,2992,9512156,Zurab Kakushadze,1995
15671,6451,9512154,H. F. Dowker,1995
15672,218,9512156,S.-H. Henry Tye,1995
15673,1243,9512131,Guido Cognola,1995
15674,5965,9512130,A.D.Popov,1995
15675,6078,9512132,Paul Federbush,1995
15676,965,9512157,a,1995
15677,680,9512129,Gabriel Lopes Cardoso,1995
15678,1605,9512125,Jens Schnittger,1995
15679,957,9512126,Noureddine Mohammedi,1995
15680,191,9512127,Mirjam Cvetic,1995
15681,6452,9512130,C.R.Preitschopf,1995
15682,3258,9512127,Donam Youm,1995
15683,6453,9512128,A. Migdal,1995
15684,6025,9512129,Gottfried Curio,1995
15685,6044,9512131,Ilya L. Shapiro,1995
15686,4892,9512129,Dieter Lust,1995
15687,1210,9512129,Thomas Mohaupt,1995
15688,232,9512129,Soo-Jong Rey,1995
15689,2032,9512128,V. Gurarie,1995
15690,852,9512157,Dileep P. Jatkar,1995
15691,302,9512157,Sudipta Mukherji,1995
15692,427,9512152,K. Behrndt,1995
15693,6454,9512104,G. Feverati,1995
15694,4495,9512099,B. M. Pimentel,1995
15695,6455,9512099,R. G. Teixeira,1995
15696,6456,9512100,Dirk Schlingemann,1995
15697,1132,9512101,A.A.Slavnov,1995
15698,6457,9512102,Aleksey Yu. Nurmagambetov,1995
15699,3530,9512123,A.A. Kehagias,1995
15700,2469,9512103,Dmitrij V. Volkov,1995
15701,3733,9512107,Charles B. Thorn,1995
15702,65,9512104,F. Ravanini,1995
15703,142,9512105,L.A. Ferreira,1995
15704,6458,9512105,J-L. Gervais,1995
15705,1325,9512105,J. Sanchez Guillen,1995
15706,4711,9512105,M.V. Saveliev,1995
15707,6459,9512104,E. Quattrini,1995
15708,1573,9512124,C. Klimcik,1995
15709,5255,9512124,P. Severa,1995
15710,2893,9512143,M. Faux,1995
15711,6460,9512151,Y.S.Kim,1995
15712,6461,9512150,Andrey Radul,1995
15713,6462,9512150,Victor Kac,1995
15714,4525,9512149,Michele Bourdeau,1995
15715,1720,9512148,Herman Verlinde,1995
15716,6463,9512148,Vijay Balasubramanian,1995
15717,198,9512147,Antal Jevicki,1995
15718,189,9512147,Jean Avan,1995
15719,6464,9512146,Claudio Simeone,1995
15720,6465,9512146,Rafael Ferraro,1995
15721,939,9512145,David Kutasov,1995
15722,6447,9512144,R. Shaisultanov,1995
15723,5638,9512143,P. Termonia,1995
15724,506,9512143,R. Siebelink,1995
15725,6466,9512143,B. Kleijn,1995
15726,6467,9512134,C.R. Preitschopf,1995
15727,6468,9512106,F.Antonuccio & S.Dalley,1995
15728,6469,9512141,K. Itakura,1995
15729,687,9512140,E. Rabinovici,1995
15730,6470,9510205,A. G. Mirzabekian,1995
15731,115,9510204,E. Martinec,1995
15732,2677,9510217,F. Lizzi,1995
15733,773,9510217,P. Teotonio-Sobrinho,1995
15734,5105,9510232,A.I.Bugrij,1995
15735,5583,9510228,M.J. Strassler,1995
15736,6471,9510205,G. A. Vilkovisky,1995
15737,1818,9510225,V. Sadov,1995
15738,6472,9510226,E.S. Cheb-Terrab,1995
15739,56,9510227,Joseph Polchinski,1995
15740,334,9510227,Andrew Strominger,1995
15741,5333,9510228,P. Pouliot,1995
15742,21,9510229,Ashoke Sen,1995
15743,384,9510218,Sheldon Katz,1995
15744,47,9510225,C. Vafa,1995
15745,3779,9510230,Georg Junker,1995
15746,6473,9510205,V. V. Zhytnikov,1995
15747,6474,9510206,Rainer Schimming,1995
15748,2472,9510217,G. L,1995
15749,1403,9510217,i,1995
15750,6386,9512164,Taksu Cheon,1995
15751,6475,9510211,M.Yakimov,1995
15752,6476,9510211,E.Horozov,1995
15753,6477,9510211,B.Bakalov,1995
15754,4029,9510206,Ivan G. Avramidi,1995
15755,1965,9510210,I.V.Volovich,1995
15756,31,9510209,Edward Witten,1995
15757,370,9510209,Petr Horava,1995
15758,655,9510208,Washington Taylor IV,1995
15759,3505,9510208,Miguel E. Ortiz,1995
15760,947,9510208,Sean M. Carroll,1995
15761,334,9510207,Andrew Strominger,1995
15762,295,9510210,I.Ya.Aref'eva,1995
15763,6478,9510230,Stephan Matthiesen,1995
15764,6479,9510230,Akira Inomata,1995
15765,6351,9510231,V. Frolov,1995
15766,1445,9511173,Jr.,1995
15767,243,9511173,Igor R. Klebanov,1995
15768,2508,9511175,Brian P. Dolan,1995
15769,1106,9512138,Rolf Schimmrigk,1995
15770,6480,9512135,Stephen S. Pinsky,1995
15771,3103,9512135,David G. Robertson,1995
15772,6481,9510219,V.E. Rochev,1995
15773,2321,9512136,Henric Rhedin,1995
15774,927,9512137,R.C. Myers,1995
15775,6482,9512138,Bruce Hunt,1995
15776,867,9512139,Antoine Van Proeyen,1995
15777,4422,9512140,S. Elitzur,1995
15778,5470,9512140,A. Forge,1995
15779,2014,9512140,A. Giveon,1995
15780,6410,9512137,R.R. Khuri,1995
15781,6483,9510219,P.A. Saponov,1995
15782,5211,9510220,Igor B,1995
15783,2464,9510220,os,1995
15784,6352,9510231,S. Hendy,1995
15785,2400,9510231,A.L. Larsen,1995
15786,19,9510225,M. Bershadsky,1995
15787,211,9510224,A.Marshakov,1995
15788,2100,9510224,A.Gorsky,1995
15789,226,9510223,John March-Russell,1995
15790,1026,9510223,Alon E. Faraggi,1995
15791,217,9510223,Keith R. Dienes,1995
15792,118,9510222,N. Seiberg,1995
15793,587,9510222,A. Schwimmer,1995
15794,20,9510222,D. Kutasov,1995
15795,2319,9510221,V.V. Nesterenko,1995
15796,6435,9510221,G. Lambiase,1995
15797,5207,9510220,Dmitrij Volkov,1995
15798,4113,9510220,Dmitrij Sorokin,1995
15799,6484,9512141,H. Suganuma,1995
15800,6366,9512098,F. Mansouri,1995
15801,124,9512133,John Ellis,1995
15802,3851,9512097,D.K.Park,1995
15803,31,9512219,Edward Witten,1995
15804,594,9512220,F. Delduc,1995
15805,6485,9512220,M. Magro,1995
15806,594,9512221,F. Delduc,1995
15807,6485,9512221,M. Magro,1995
15808,382,9512222,Malcolm Perry,1995
15809,2034,9512218,Paul A. Pearce,1995
15810,6486,9512211,Y. Makeenko,1995
15811,959,9512224,B. Sathiapalan,1995
15812,4734,9512225,Rajesh Gopakumar,1995
15813,1766,9512226,S. Chaudhuri,1995
15814,2292,9512226,D.A. Lowe,1995
15815,3164,9507087,Anjan Kundu,1995
15816,5892,9512218,Roger E. Behrend,1995
15817,6209,9512223,Pierre van Baal,1995
15818,2084,9512217,A.N. Leznov,1995
15819,1505,9512222,Alan Kostelecky,1995
15820,753,9512210,Ian I. Kogan,1995
15821,6487,9512194,A.T.Banin,1995
15822,6488,9512194,N.G.Pletnev,1995
15823,6489,9512195,Misha Verbitsky,1995
15824,6490,9512196,Keshav Dasgupta,1995
15825,843,9512196,Sunil Mukhi,1995
15826,6491,9512197,Yoshihisa Ohshima,1995
15827,6492,9512210,Nick E. Mavromatos,1995
15828,6493,9512202,K. Ishikawa,1995
15829,5370,9512198,Liu Chao,1995
15830,2002,9512199,A.A.Andrianov,1995
15831,6494,9512199,N.V.Romanenko,1995
15832,6495,9512200,Tomohiro Inagaki,1995
15833,1539,9512201,Mitsuhiro Kato,1995
15834,963,9512209,Parthasarathi Majumdar,1995
15835,455,9512197,Hiroshi Suzuki,1995
15836,177,9512217,D.B. Fairlie,1995
15837,6496,9512216,Dae Sung Hwang,1995
15838,4787,9512215,Yuval Ne'eman,1995
15839,2752,9512170,K.S. Viswanathan,1995
15840,1965,9512170,I.V.Volovich,1995
15841,6497,9512172,Hassen Jallouli,1995
15842,1394,9512175,J.L. Petersen,1995
15843,6498,9512172,Hagop Sazdjian,1995
15844,3253,9512173,Chan Hong-Mo,1995
15845,6499,9512170,I.Ya.Arefeva,1995
15846,3255,9512173,J. Faridani,1995
15847,2076,9512174,S. Penati,1995
15848,6500,9512174,A. Refolli,1995
15849,4937,9512167,Khazret S. Nirov,1995
15850,5432,9512098,M. Awada,1995
15851,280,9512166,A.P.Zubarev,1995
15852,6499,9512166,I.Ya.Arefeva,1995
15853,3271,9512173,Tsou Sheung Tsun,1995
15854,6499,9512169,I.Ya.Arefeva,1995
15855,6501,9512168,C. J. Burden,1995
15856,6502,9512168,T. W. Allen,1995
15857,6496,9512215,Dae Sung Hwang,1995
15858,6503,9512215,Chang-Yeong Lee,1995
15859,4796,9512214,A. Sorin,1995
15860,1362,9512214,S. Krivonos,1995
15861,1361,9512214,E. Ivanov,1995
15862,1177,9512214,Changhyun Ahn,1995
15863,4374,9512213,Kei-ichi Maeda,1995
15864,1637,9512213,Yoonbai Kim,1995
15865,6504,9512213,Nobuyuki Sakai,1995
15866,2980,9512212,Siddhartha Sen,1995
15867,2209,9512212,Mark Rakowski,1995
15868,6505,9512193,G. Roepke,1995
15869,6506,9512193,D. Blaschke,1995
15870,6507,9512193,H.-P. Pavel,1995
15871,3493,9512171,Yoshitaka Okumura,1995
15872,6508,9512193,V.N. Pervushin,1995
15873,6509,9512197,Ken-ichi Hiraizumi,1995
15874,6503,9512216,Chang-Yeong Lee,1995
15875,5566,9512202,T. Inagaki,1995
15876,5684,9512117,Carlos N\'u\~nez,1995
15877,5667,9512117,Fidel A. Schaposnik,1995
15878,6510,9512118,Emili Bagan,1995
15879,2417,9512118,Martin Lavelle,1995
15880,2416,9512118,David McMullan,1995
15881,6511,9512119,C.R. Fern\',1995
15882,4387,9512119,ez-Pousa,1995
15883,4375,9512119,M.V. Gallas,1995
15884,1324,9512119,J.L. Miramontes,1995
15885,6512,9512119,J. S\'anchez,1995
15886,6513,9512120,J. Oscar Rosas-Ortiz,1995
15887,4086,9512121,Shing-Tung Yau,1995
15888,1509,9512121,Eric Zaslow,1995
15889,5468,9512122,Ling-Lie Chau,1995
15890,6514,9512110,Sean J. Yoon,1995
15891,5462,9512122,Itaru Yamanaka,1995
15892,305,9512108,Vipul Periwal,1995
15893,4681,9512107,Oren Bergman,1995
15894,2981,9512096,J. A. Teschner,1995
15895,409,9512095,an Dasmahapatra,1995
15896,512,9512095,Srin,1995
15897,5742,9512158,Ryu Sasaki,1995
15898,6515,9512094,S. P. Novikov,1995
15899,1740,9512093,Paul Martin,1995
15900,409,9512093,an Dasmahapatra,1995
15901,512,9512093,Srin,1995
15902,6406,9512092,I Yu Tipunin,1995
15903,1675,9512092,A M Semikhatov,1995
15904,1046,9512091,G. Veneziano,1995
15905,6516,9512090,Vladimir E.  Korepin,1995
15906,6517,9512090,er R. Its,1995
15907,265,9512090,Alex,1995
15908,6518,9512090,Holger Frahm,1995
15909,6519,9512117,Jos\'e D. Edelstein,1995
15910,3715,9512116,M.A.C. Kneipp,1995
15911,6134,9512165,Ingo Gaida,1995
15912,21,9512203,Ashoke Sen,1995
15913,2415,9512204,M. Kreuzer,1995
15914,2665,9512204,H. Skarke,1995
15915,5566,9512205,T. Inagaki,1995
15916,6493,9512205,K. Ishikawa,1995
15917,2648,9512209,Saurya Das,1995
15918,3937,9512206,Hiroyuki Hata,1995
15919,6520,9512206,Hajime Oda,1995
15920,4135,9512206,Shigeaki Yahikozawa,1995
15921,638,9512207,Rue-Ron Hsu,1995
15922,6521,9512207,Bokai Yang,1995
15923,641,9512207,Chin-Rong Lee,1995
15924,2881,9512208,Takanori Sugihara,1995
15925,2870,9512208,Masanobu Yahiro,1995
15926,478,9512116,T.J. Hollowood,1995
15927,5563,9512202,T. Muta,1995
15928,2669,9512089,J. Rahmfeld,1995
15929,5563,9512205,T. Muta,1995
15930,964,9512157,Sudhakar P,1995
15931,6522,9512116,C. Fraser,1995
15932,744,9512158,S. Pratik Khastgir,1995
15933,961,9512116,N. Dorey,1995
