,Paper Id,Authors,Year
1025,9210117, Feng Yu and Yong-Shi Wu,1992
1026,9210118, Feng Yu and Yong-Shi Wu,1992
1027,9210119, Gary T. Horowitz,1992
1028,9210120," Avinash Dhar, Gautam Mandal and Spenta R. Wadia",1992
1029,9210121, S.F. Hassan and Ashoke Sen,1992
1030,9210122, David C. Dunbar and Keith G. Joshi,1992
1031,9210123," M. Cveti\v{c}, R. Davis, S. Griffies, and H. H. Soleng",1992
1032,9210124," J. M. Isidro, J. M. F. Labastida and A. V. Ramallo",1992
1033,9210125, G. von Gehlen and A. Honecker,1992
1034,9210126," A. Borzi, A.Koubek",1992
1035,9210127, Augusto Sagnotti,1992
1036,9210128, J. Avan and M. Talon,1992
1037,9210129, Rinat Kedem and Barry M. Mccoy,1992
1038,9210130," M.Forger, J.Laartz, U.Schaeper",1992
1039,9210131," Lee Brekke, Hans Dykstra, Adam F. Falk and Tom D. Imbo",1992
1040,9210132, J.L. Vazquez-Bello,1992
1041,9210133, A.M. El Gradechi and S. De Bi\`evre,1992
1042,9210134, M. D. Freeman and P. West,1992
1043,9210136, S.Guruswamy and S.G.Rajeev,1992
1044,9210137, Jeremy Schiff,1992
1045,9210138, Kazuhiko Odaka,1992
1046,9210139, A.K.Tollsten,1992
1047,9210140, Cristina Manuel,1992
1048,9210141, S. Majid,1992
1049,9210142, Albrecht Klemm and Stefan Theisen,1992
1050,9210143, Katsushi Ito,1992
1051,9210145," S. Randjbar--Daemi, Abdus Salam, J. Strathdee",1992
1052,9210146, Rinat Kedem,1992
1053,9210147, Brett van de Sande and Stephen Pinsky,1992
1054,9210148," Wei Li, Chang-Pu Sun, Mo-Lin Ge",1992
1055,9210149, Wei Chen (U of British Columbia) and Miao Li (UC Santa Barbara),1992
1056,9210150," Peter Schupp, Paul Watts, and Bruno Zumino",1992
1057,9210151, Jae-Suk Park,1992
1058,9210152, Ladislav Hlavaty,1992
1059,9210153, A. Galperin and O. Ogievetsky,1992
1060,9210154, A. Kovner and B. Rosenstein,1992
1061,9210155, L. A. Dickey,1992
1062,9210156, J.D. Cohn and Vipul Periwal,1992
1063,9210157, Tatsuo Kobayashi and Tsuneo Uematsu,1992
1064,9210158," H. O. Girotti , M. Gomes, J. L. deLyra, R. S. Mendes, J. R. S.  Nascimento and A. J. da Silva",1992
1065,9210159, Stefan Forste,1992
1066,9210160, David Gershon,1992
1067,9210161," H. O. Girotti , M. Gomes, J. L. deLyra, R. S. Mendes, J. R. S.  Nascimento and A. J. da Silva",1992
1068,9210162, Feng Yu and Yong-Shi Wu,1992
1069,9210163," S.J. Gates, Jr. and H. Nishino",1992
1070,9210164, Zongan Qiu (University of Florida),1992
1071,9210165, Gerald Gilbert and Eric Raiten,1992
1072,9211001, Rolf Schimmrigk,1992
1073,9211002, Toshiki Isse,1992
1074,9211003, Fernando Falceto and Krzysztof Gawedzki,1992
1075,9211004," Junegone Chay, Deog Ki Hong, Taejin Lee, S. H. Park",1992
1076,9211005, U. Bruzzo and J.A. Dominguez Perez,1992
1077,9211006, U. Bruzzo and J.A. Dominguez Perez,1992
1078,9211007," Brian R. Greene, Samir D. Mathur and Christopher M. O'Neill",1992
1079,9211008, E. Elizalde and S.D. Odintsov,1992
1080,9211009, Jens UH Petersen,1992
1081,9211010, M.J. Martins,1992
1082,9211011, Sandip P. Trivedi,1992
1083,9211012, J. Hietarinta,1992
1084,9211013, Ulf H. Danielsson,1992
1085,9211014, A. Das and C. A. P. Galvao,1992
1086,9211015," Renata Kallosh, Tomas Ortin and Amanda Peet",1992
1087,9211016, Robert C. Myers and Vipul Periwal,1992
1088,9211017, Gerald B. Cleaver,1992
1089,9211018, L. Benoit and Y. Saint-Aubin,1992
1090,9211019," K. Ito, J.O. Madsen and J.L. Petersen",1992
1091,9211020, J. Gamboa and C. Ramirez,1992
1092,9211021, M. Gasperini and G. Veneziano,1992
1093,9211022, Achim Kempf,1992
1094,9211024," J. Grundberg, U. Lindstrom and H. Nordstrom",1992
1095,9211025, Nathan Berkovits,1992
1096,9211026, Holger Ewen and Oleg Ogievetsky,1992
1097,9211027, S. Stieberger,1992
1098,9211028, J. Kowalski-Glikman,1992
1099,9211029," M. Chaichian, J.F. Gomes and P. Kulish",1992
1100,9211030," T. Banks, M. O'Loughlin, and A. Strominger",1992
1101,9211031, Toshiki Isse,1992
1102,9211032, Leonardo Castellani,1992
1103,9211033, Silvia Penati and Daniela Zanon,1992
1104,9211034," W. Nahm, A. Recknagel and M. Terhoeven",1992
1105,9211035, Yoonbai Kim and Kimyeong Lee,1992
1106,9211036, J.M. Figueroa-O'Farrill and E. Ramos,1992
1107,9211037, Q-Han Park,1992
1108,9211038," F. David, B. Duplantier and E. Guitter",1992
1109,9211039, R.Ch.Rashkov,1992
1110,9211040," M. Bershadsky, W. Lerche, D. Nemeschansky and N.P. Warner",1992
1111,9211041, S. Pratik Khastgir and Jnanadeva Maharana,1992
1112,9211042, H. Nishino,1992
1113,9211043, Chang-Pu Sun,1992
1114,9211044, D. Boyanovsky and H. J. de Vega,1992
1115,9211045, F.Ferrari,1992
1116,9211046, S.N.Solodukhin,1992
1117,9211047, Maximilian Kreuzer and Harald Skarke,1992
1118,9211048," M. Asorey, J.G. Esteve, R. Fernandez J. Salas",1992
1119,9211049, Julian Lee and Paul F. Mende,1992
1120,9211050, Enrique Alvarez,1992
1121,9211051, C.N. Pope,1992
1122,9211052, Franco Ferrari,1992
1123,9211053," A. Fring, G. Mussardo, P. Simonetti",1992
1124,9211054, Peter Schaller and Thomas Strobl,1992
1125,9211055, I. Antoniadis,1992
1126,9211056," Jerome P. Gauntlett, Jeffrey A. Harvey and James T. Liu",1992
1127,9211057, J. Russo,1992
1128,9211058," Mark Bowick, Paul Coddington, Leping Han, Geoff Harris and Enzo  Marinari",1992
1129,9211059, Neil Marcus (U of Tel-Aviv),1992
1130,9211060, Ctirad Klim\v c\'\i k and Eliza Klim\v c\'\i k,1992
1131,9211061, A.A. Tseytlin,1992
1132,9211062, William M. Pezzaglia,1992
1133,9211063, Malcolm J. Perry and Edward Teo,1992
1134,9211064, D.V. Boulatov,1992
1135,9211065, B. M. Zupnik,1992
1136,9211066," M. Jimbo, T. Miwa, A. Nakayashiki",1992
1137,9211068, Cesar Gomez and German Sierra,1992
1138,9211069, Michael P. Tuite,1992
1139,9211070, Jeremy Schiff,1992
1140,9211071," A.Cappelli, G.V.Dunne, C.A.Trugenberger and G.R.Zemba",1992
1141,9211072, Bong H. Lian and Gregg J. Zuckerman,1992
1142,9211073, Gerald B. Cleaver and David C. Lewellen,1992
1143,9211074, Franco Ferrari,1992
1144,9211075, Stephen Hwang and Patrick Roberts,1992
1145,9211076, D.G.C. McKeon and A. Rebhan,1992
1146,9211077, Enrico Celeghini,1992
1147,9211078, Robert C. Myers and Vipul Periwal,1992
1148,9211079, Tamiaki Yoneya,1992
1149,9211080, Hiroshi Ishikawa and Mitsuhiro Kato,1992
1150,9211081, E. Kiritsis,1992
1151,9211082, A. Mikovic,1992
1152,9211083, I. Bakas and E. Kiritsis,1992
1153,9211084, Gianfranco Pradisi and Augusto Sagnotti,1992
1154,9211085, Sumit R. Das,1992
1155,9211086, S. Randjbar-Daemi and J. Strathdee,1992
1156,9211087, Hidetoshi Awata,1992
1157,9211088," Jean-Loup Gervais, Lochlainn O'Raifeartaigh, Alexander V. Razumov,  Mikhail V. Saveliev",1992
1158,9211089, Rolf Schimmrigk,1992
1159,9211090, A.Lossev (ITEP),1992
1160,9211091, N. J. MacKay,1992
1161,9211092, Zhu Yang,1992
1162,9211093, A.P.Isaev and P.N.Pyatov,1992
1163,9211094, L. Feher,1992
1164,9211095, F.D. Mazzitelli and J.G. Russo,1992
1165,9211096, I. A. Batalin and I. V. Tyutin,1992
1166,9211097, S. Cecotti and C. Vafa,1992
1167,9211098, C.S.Xiong,1992
1168,9211099," V. Ya. Fainberg, M. A. Soloviev",1992
1169,9211100, Doron Gepner (Caltech and the Weizmann Institute),1992
1170,9211101, Paulo F.Bedaque and Ashok Das,1992
1171,9211102," R. Kedem, T.R. Klassen, B.M. McCoy and E. Melzer",1992
1172,9211103, Takashi Sano,1992
1173,9211104, Takashi Sano and Jun'ichi Shiraishi,1992
1174,9211105, Vitaly Tarasov,1992
1175,9211106," J.L. Cortes, J. Gamboa and L. Velazquez",1992
1176,9211107, Jan de Boer and Jacob Goeree,1992
1177,9211108, Jan de Boer and Jacob Goeree,1992
1178,9211109, Jan de Boer and Tjark Tjin,1992
1179,9211110, T.R. Taylor,1992
1180,9211111, E. K. Sklyanin,1992
1181,9211112," E.Aldrovandi, L.Bonora, V.Bonservizi, R.Paunov",1992
1182,9211113, C.M. Hull,1992
1183,9211114, H.J. de Vega and A. Gonz\'alez Ruiz,1992
1184,9211115, Patrick Dorey and Francesco Ravanini,1992
1185,9211116, Alan Kostelecky and Robertus Potting,1992
1186,9211117, B. Harms and Y. Leblanc,1992
1187,9211118, Andrew G. Felce and T. M. Samols,1992
1188,9211119, Eric Zaslow,1992
1189,9211120, Michael Terhoeven,1992
1190,9211121, Damiano Anselmi and Pietro Fre',1992
1191,9211122, J.L. Petersen and A. Taormina,1992
1192,9211123, A.K.Waldron and G.C.Joshi,1992
1193,9211124," D. Atkinson, V.P. Gusynin and P. Maris",1992
1194,9211125, T. S. Hakobyan and A. G. Sedrakyan,1992
1195,9211126, E. K. Sklyanin,1992
1196,9211127, Jeffrey Miller and Keith De'Bell,1992
1197,9211128, Robert Perret,1992
1198,9211129, J. H. Yoon,1992
1199,9211130, A. Honecker,1992
1200,9211131, N.L.Khviengia,1992
1201,9211132, Paolo Di Vecchia and Moshe Moshe,1992
1202,9211133, Denis Bernard,1992
1203,9211134, A. Koubek,1992
1204,9211135, K. Hamada and A. Tsuchiya,1992
1205,9211136," F.Belgiorno, A.S.Cattaneo, F.Fucito and M.Martellini",1992
1206,9211137, Anatol N. Kirillov,1992
1207,9211138, P. Di Francesco and J.-B. Zuber,1992
1208,9211139, Jens Schnittger and Ulrich Ellwanger,1992
1209,9211140, A. Polyakov,1992
1210,9211141, Craig A. Tracy and Harold Widom,1992
1211,9212001, Andrzej Sitarz,1992
1212,9212002, Haruhiko Terao,1992
1213,9212003," Robert Marnelius (G\""{o}teborg ITP)",1992
1214,9212004, H. Dorn and H.-J. Otto,1992
1215,9212005, David B. Fairlie and Jan Govaerts,1992
1216,9212006, L. Alvarez-Gaume and M.A. Vazquez-Mozo,1992
1217,9212007, P. P. Kulish and R. Sasaki,1992
1218,9212008, C. Pinheiro and G. O. Pires,1992
1219,9212009," Bender, Pinsky, and van de Sande",1992
1220,9212010, Y. Matsuo,1992
1221,9212011," M.I. Dobroliubov, I.I. Kogan, G.W. Semenoff and N. Weiss",1992
1222,9212012, B.A.Harris and G.C.Joshi,1992
1223,9212013, Leonardo Castellani,1992
1224,9212014," T. Filk, M. Marcu and B. Scheffold",1992
1225,9212015, Gregory Falkovich and Amihay Hanany,1992
1226,9212016, Peter West,1992
1227,9212017," H. Lu, B.E.W. Nilsson, C.N. Pope, K.S. Stelle and P.C. West",1992
1228,9212018," Mauro Carfora, Maurizio Martellini and Annalisa Marzuoli",1992
1229,9212019, David A. Lowe,1992
1230,9212020," Mirjam Cveti\v{c}, Stephen Griffies, and Harald H. Soleng",1992
1231,9212021, G. Ferretti and Z. Yang,1992
1232,9212022, Charles Nash and Denjoe O' Connor,1992
1233,9212023, Edward Hsu and David Kutasov,1992
1234,9212024, A. Kovner and B. Rosenstein,1992
1235,9212025, Hidenori Sonoda,1992
1236,9212026, Ramzi R. Khuri,1992
1237,9212027," Avinash Dhar, Gautam Mandal and Spenta R. Wadia",1992
1238,9212028, S.N.Solodukhin,1992
1239,9212029, Ramzi R. Khuri,1992
1240,9212030," E. A. Bergshoeff, R. Kallosh and T. Ortin",1992
1241,9212031, Krzysztof Kowalski,1992
1242,9212032, A.Sedrakyan,1992
1243,9212033, C. Bachas,1992
1244,9212034, Richard Gass and Louis Witten,1992
1245,9212035, David Kastor and Jennie Traschen,1992
1246,9212036, V.A.Kazakov,1992
1247,9212037," E. Bergshoeff, R. Percacci, E. Sezgin, K.S. Stelle and P.K. Townsend",1992
1248,9212038, E. Langmann and G. W. Semenoff,1992
1249,9212039, Kazuhiro Kimura,1992
1250,9212040, A. Matsuo,1992
1251,9212041, HoSeong La,1992
1252,9212042, J. Pawelczyk,1992
1253,9212044, Michael McGuigan,1992
1254,9212045," I. Antoniadis, E. Gava, K.S. Narain and T.R. Taylor",1992
1255,9212046, Jadwiga Bie\'{n}kowska,1992
1256,9212047, Satoshi Watamura,1992
1257,9212048," Ph Ruelle, E Thiran and J Weyers",1992
1258,9212049, Ram Brustein and Paul Steinhardt,1992
1259,9212050, V.V.Bazhanov and R.J.Baxter,1992
1260,9212051, S. Okubo,1992
1261,9212052, S. Okubo,1992
1262,9212053, B. S. Balakrishna,1992
1263,9212054, Rolf Schimmrigk,1992
1264,9212055, T. A. Larsson,1992
1265,9212056," S.A.Frolov, A.A.Slavnov and C.Sochichiu",1992
1266,9212057," J. Ellis, N.E. Mavromatos, D.V. Nanopoulos",1992
1267,9212058, A. Toon,1992
1268,9212059, Francis J. Alexander and Salman Habib,1992
1269,9212060, Terry Gannon,1992
1270,9212061, Miao Li,1992
1271,9212062, J. Distler,1992
1272,9212063, B. Broda,1992
1273,9212064," Nadejda A. Liskova, Anatol N. Kirillov",1992
1274,9212065," Anatol Nowicki, Emanuele Sorace and Marco Tarlini",1992
1275,9212066, Chang-Pu Sun,1992
1276,9212067, Daniel Arnaudon,1992
1277,9212068, Ravit Efraty and V.P.Nair,1992
1278,9212069, Joshua Feinberg,1992
1279,9212070, L.Bonora and C.S.Xiong,1992
1280,9212071, Siye Wu,1992
1281,9212072, Michael Penkava and Albert Schwarz,1992
1282,9212073," J. Ambjorn, A Sedrakyan and G. Thorleifsson",1992
1283,9212074," M. Caselle, A. D'Adda and S. Panzeri",1992
1284,9212075, Christof Schmidhuber (Caltech),1992
1285,9212076, E. K. Sklyanin,1992
1286,9212077," Kimball A. Milton (Department of Physics and Astronomy, University of  Oklahoma, Norman, OK 73019-0225, USA)",1992
1287,9212078, P. Menotti and D. Seminara,1992
1288,9212079," A. Gamba, I. Kolokolov and M. Martellini",1992
1289,9212080," M. Martellini, M. Spreafico and K. Yoshida",1992
1290,9212081," Stefano Bellucci, Evgenyi Ivanov and Sergey Krivonos",1992
1291,9212082, F.W. Nijhoff and H.W. Capel (Clarkson University),1992
1292,9212083," D. Boyanovsky,D.-S. Lee and A. Singh",1992
1293,9212084, Anatol N. Kirillov,1992
1294,9212085, Michael B. Green,1992
1295,9212086," H.Aratyn, C.P. Constantinidis, L.A. Ferreira, J.F. Gomes and A.H.  Zimerman",1992
1296,9212087," M. J. Bergvelt, A. P. E. ten Kroode",1992
1297,9212088, E.V. Shuryak and J.J.M. Verbaarschot,1992
1298,9212089, L. Ibanez and D.Luest,1992
1299,9212090, B.Rusakov,1992
1300,9212091, C. R. Hagen,1992
1301,9212092, E. Sezgin,1992
1302,9212093, Bruno Zumino,1992
1303,9212094, Edward Frenkel and Andras Szenes,1992
1304,9212095, N. Mohammedi,1992
1305,9212096," E. Elizalde, S. Leseduarte and A. Romeo",1992
1306,9212097," A.A. Bytsenko, E. Elizalde, S.D. Odintsov and S. Zerbini",1992
1307,9212098, Jean-Pierre Ader and Hamid Kachkachi,1992
1308,9212099, K. Behrndt,1992
1309,9212100, Timothy J. Hollowood and J. Luis Miramontes,1992
1310,9212101, Sebastian Sachse,1992
1311,9212102," F. David, B. Duplantier and E. Guitter",1992
1312,9212103, Kanehisa Takasaki,1992
1313,9212104, K. Hornfeck,1992
1314,9212105, G. Falqui and C.-M. Viallet,1992
1315,9212106, F. David,1992
1316,9212107, A.Fring,1992
1317,9212108, P. Di Francesco and C. Itzykson,1992
1318,9212109, Jean-Loup Gervais,1992
1319,9212110," P. Rama Devi, T.R. Govindarajan and R.K. Kaul",1992
1320,9212111, Martin Cederwall,1992
1321,9212112," A. Brandhuber, M. Langer, M. Schweda, O. Piguet and S.P. Sorella",1992
1322,9212113, B Gato-Rivera and A M Semikhatov,1992
1323,9212114," Marek Karliner, Alexander Migdal and Boris Rusakov",1992
1324,9212115, Daniel S. Freed,1992
1325,9212116, Michael Martin Nieto,1992
1326,9212117," H. Lu, C.N. Pope, S. Schrans and X.J. Wang",1992
1327,9212118, Hitoshi Konno,1992
1328,9212119, G. Mussardo,1992
1329,9212120, J.G. Russo,1992
1330,9212121," V.I.Man'ko G.Marmo, S.Solimeno, F.Zaccaria",1992
1331,9212122, V.I.Man'ko,1992
1332,9212124, Luca Mezincescu and Rafael I. Nepomechie,1992
1333,9212125," Luca Mezincescu, Rafael I. Nepomechie, P. K. Townsend, and A. M.  Tsvelik",1992
1334,9212126," Hans Dykstra, Joe Lykken and Eric Raiten",1992
1335,9212127," Richard C. Brower, Nevidita Deo , Sanjay Jain and Chung-I Tan",1992
1336,9212128," K. Ikegami, T. Kimura and R. Mochizuki",1992
1337,9212129, R. K. Kaul,1992
1338,9212130, R. Mochizuki and K. Yoshida,1992
1339,9212131, R. Mochizuki and K. Yoshida,1992
1340,9212132," K. Ikegami, R. Mochizuki and K. Yoshida",1992
1341,9212133, C. Klimcik,1992
1342,9212134, O.F. Dayi,1992
1343,9212135," A.R.Its, A.G.Izergin, V.E.Korepin, N.A.Slavnov",1992
1344,9212136, T. Banks and M. O'Loughlin,1992
1345,9212137," D. Armand Ugon, R. Gambini, P. Mora",1992
1346,9212138, Feng Yu,1992
1347,9212139," E. Elizalde, S. Naftulin and S.D. Odintsov",1992
1348,9212140, I. Antoniadis and S.D. Odintsov,1992
1349,9212141, Leonardo Castellani,1992
1350,9212142," A.Smailagic, E.Spallucci",1992
1351,9212143, Patrick Dorey,1992
1352,9212144, Roger Brooks,1992
1353,9212145, A.M. Polyakov,1992
1354,9212146, S. Mignemi and N.R. Stewart,1992
1355,9212147, A. Khare and U.P. Sukhatme,1992
1356,9212148, David J. Gross,1992
1357,9212149, David J. Gross,1992
1358,9212150, Anatol N. Kirillov,1992
1359,9212151, Shahn Majid,1992
1360,9212152, Anatol N. Kirillov,1992
1361,9212153, E.E. Donets and D.V. Gal'Tsov,1992
1362,9212154," M.Fukuma, S.Hosono and H.Kawai",1992
1363,9212155," A. Galperin, E. Ivanov and O. Ogievetsky",1992
1364,9212156," I.Ya.Aref'eva, P.B.Medvedev and A.P.Zubarev",1992
1365,9212157," A.T.Filippov, A.P.Isaev and A.B.Kurdikov",1992
1366,9212158, B. S. Balakrishna,1992
1367,9301001, G.K.Savvidy and K.G.Savvidy,1993
1368,9301002," I. Antoniadis, P.O. Mazur and E. Mottola",1993
1369,9301003, Joseph A. Minahan,1993
1370,9301004, B. Eynard and J. Zinn-Justin,1993
1371,9301005, M{\aa}ns Henningson and Chiara R. Nappi,1993
1372,9301006, K. Demeterfi and I. R. Klebanov,1993
1373,9301007, F.W. Nijhoff and H.W. Capel,1993
1374,9301008, Donald Spector,1993
1375,9301009, Yi-Zhi Huang and James Lepowsky,1993
1376,9301010, Abbas Ali and Alok Kumar,1993
1377,9301011, E. Ragoucy,1993
1378,9301012, Bernard Nienhuis and Ronald Rietman,1993
1379,9301013, M. P. Fry,1993
1380,9301014, Zvonimir Hlousek and Donald Spector,1993
1381,9301015, A.A. Tseytlin,1993
1382,9301016, H.Arfaei and A.Shirzad,1993
1383,9301017, K. Becker and M. Becker,1993
1384,9301018," A.Kuniba, T.Nakanishi and J.Suzuki",1993
1385,9301019," A.Aurilia, A.Smailagic, E.Spallucci",1993
1386,9301020, Tsukasa TADA and Shozo UEHARA,1993
1387,9301021, Adel Bilal,1993
1388,9301022, Miao Li,1993
1389,9301023, C. Schwiebert,1993
1390,9301024, F. Delduc and E. Ivanov,1993
1391,9301025, Chung-I Tan,1993
1392,9301026, Ole Warnaar and Bernard Nienhuis,1993
1393,9301027, Yoshiaki Tanii and Masakazu Yamashita,1993
1394,9301028, Jorge Pullin,1993
1395,9301029, V.O.Rivelles,1993
1396,9301030, Gregory Falkovich and Amihay Hanany,1993
1397,9301031, C. Imbimbo,1993
1398,9301032, K.Zarembo,1993
1399,9301033, I. Antoniadis and T.R. Taylor,1993
1400,9301034, E.C.Marino,1993
1401,9301035, Ramzi R. Khuri,1993
1402,9301036," Mario Bergeron, David Eliezer and Gordon Semenoff",1993
1403,9301037," Chihong Chou, V.P.Nair and A.Polychronakos",1993
1404,9301038, Matthias Staudacher,1993
1405,9301039, Boris Feigin and Edward Frenkel,1993
1406,9301040," L. Frappat, E. Ragoucy and P. Sorba",1993
1407,9301041, Ansar Fayyazuddin,1993
1408,9301042, Edward Witten,1993
1409,9301043," Paul S. Aspinwall, Brian R. Greene, and David R. Morrison",1993
1410,9301044, Samir D. Mathur,1993
1411,9301045, Doron Gepner and Jurgen Fuchs,1993
1412,9301046," R. Kedem, T.R. Klassen, B.M. McCoy and E. Melzer",1993
1413,9301047, I. Bars and K. Sfetsos,1993
1414,9301048, Oleg Mokhov,1993
1415,9301049, Murat Gunaydin,1993
1416,9301050, Murat Gunaydin,1993
1417,9301051," John Harnad, Craig A. Tracy, and Harold Widom",1993
1418,9301052, R.Gregory and R.Laflamme,1993
1419,9301053, Feng Yu,1993
1420,9301054, Makoto Sakamoto,1993
1421,9301055, M. Tonin,1993
1422,9301056, Haye Hinrichsen and Vladimir Rittenberg,1993
1423,9301057, J.Gonzalez and M.A.Martin-Delgado,1993
1424,9301058, Jacob D. Bekenstein,1993
1425,9301059, A.J. Niemi and O.Tirkkonen,1993
1426,9301060, Amitabha Lahiri,1993
1427,9301061, Louis Crane,1993
1428,9301062, Louis Crane and David N. Yetter,1993
1429,9301063, John C. Baez,1993
1430,9301064," Lee Brekke, Shane J. Hughes and Tom D. Imbo",1993
1431,9301065, I.Ya. Aref'eva,1993
1432,9301066, Galen Sotkov and Marian Stanishkov,1993
1433,9301067, Michele Maggiore,1993
1434,9301068, David J. Gross and Washington Taylor,1993
1435,9301069," Wei Chen (UBC), Yuri Makeenko (ITEP) and Gordon W Semenoff (UBC)",1993
1436,9301070, Kanehisa Takasaki and Takashi Takebe,1993
1437,9301071," J. L. Cort\'es, J. Gamboa and L. Vel\'azquez",1993
1438,9301072," J.L. Cort\'es, J. Gamboa and L. Vel\'azquez",1993
1439,9301073, Farhad Ardalan,1993
1440,9301074, C.M. Hull,1993
1441,9301075," L. Begin, Anatol N. Kirillov, P. Mathieu and M. A. Walton",1993
1442,9301076, J. Harnad,1993
1443,9301077, C. M. Yung and Roland C. Warner,1993
1444,9301078, Alain Dasnieres de Veigy and Stephane Ouvry,1993
1445,9301079," D. Bailin, A. Love and W. A. Sabra",1993
1446,9301080, P. Dargis and P. Mathieu,1993
1447,9301081, I.Ya. Aref'eva,1993
1448,9301082, Jun Liu,1993
1449,9301083, S. Mukhi and C. Vafa (with an appendix by E. Frenkel),1993
1450,9301084," D. Bernard, M. Gaudin, F.D.M. Haldane, V. Pasquier",1993
1451,9301085, Sudhakar Panda and Shibaji Roy,1993
1452,9301086," J. Kellendonk, M. R\""osgen, R. Varnhagen",1993
1453,9301087, A.H. Bougourzi,1993
1454,9301088, N.P. Warner,1993
1455,9301089, Doron Gepner,1993
1456,9301090, Kanehisa Takasaki,1993
1457,9301091, Boguslaw Broda (U. Clausthal and U. Lodz),1993
1458,9301092, B. Jurco,1993
1459,9301093, M.Yu.Lashkevich,1993
1460,9301094, M.Yu.Lashkevich,1993
1461,9301095, Daniel Boyanovsky,1993
1462,9301096, Chang-Pu Sun and Mo-Lin Ge,1993
1463,9301097, H. Hata and B. Zwiebach,1993
1464,9301098, Ch. Devchand and A.N. Leznov,1993
1465,9301099," H. Lu, C.N. Pope, S. Schrans and X.J. Wang",1993
1466,9301100, Alberto Lerda and Stefano Sciuto,1993
1467,9301101, Domenico Giulini,1993
1468,9301102, Kimyeong Lee,1993
1469,9301103, J. Alfaro and P.H. Damgaard,1993
1470,9301104, J.Harnad and M.-A. Wisse,1993
1471,9301105, S. Chaudhuri and D. Minic,1993
1472,9301106," E. Elizalde, S. Naftulin and S.D. Odintsov",1993
1473,9301107," Niclas Engberg, Bengt E.W Nilsson and Per Sundell",1993
1474,9301108," E. Abdalla, M.C.B. Abdalla, O.H.G. Branco and L.E. Saltini",1993
1475,9301109," E. Abdalla, A.C.V.V. de Siqueira",1993
1476,9301110, J. Anandan and C. R. Hagen,1993
1477,9301111, Leon Takhtajan,1993
1478,9301112, Clifford V. Johnson,1993
1479,9301113, J.A. Gracey,1993
1480,9301114," M. Bonini, M. D'Attanasio and G. Marchesini",1993
1481,9301115," A. Cappelli, G.V. Dunne, C.A. Trugenberger and G.R. Zemba",1993
1482,9301116, Hiromichi Nakazato and Saverio Pascazio,1993
1483,9301117, J.A. Gracey,1993
1484,9301118, Ofer Aharony,1993
1485,9301119, A. Bilal and I. Kogan,1993
1486,9301120," A.P. Balachandran, G. Bimonte and P. Teotonio-Sobrinho",1993
1487,9301121, Sanjaye Ramgoolam,1993
1488,9301122," F. De Jonghe, R. Siebelink and W. Troost",1993
1489,9301123, J.A. Gracey,1993
1490,9301124," T.R.Govindarajan, R.Shankar,N.Shaji and M.Sivakumar",1993
1491,9301125, Swapna Mahapatra,1993
1492,9301126, O. F. Dayi,1993
1493,9301127, Philippe Ruelle,1993
1494,9301128, K.G.Selivanov,1993
1495,9301129," B. A. Campbell, N. Kaloper, R. Madden and K. A. Olive",1993
1496,9301130, H.S.Sharatchandra,1993
1497,9301131, D. Depireux and P. Mathieu,1993
1498,9301132, Amine M. El Gradechi,1993
1499,9302001," A.Berkovich, C.Gomez, G.Sierra",1993
1500,9302002," E. Abdalla, M.C.B. Abdalla, G. Sotkov, M. Stanishkov",1993
1501,9302003, Eric D'Hoker and D.H. Phong,1993
1502,9302004, A. Nakamichi and T. Ueno,1993
1503,9302005," M. Lukin, A. Stern and I. Yakushin",1993
1504,9302006, Jan de Boer and Tjark Tjin,1993
1505,9302007, Igor Pesando,1993
1506,9302008," E. Alvarez, J.M. Gracia-Bondia and C.P. Martin",1993
1507,9302009, Michael Crescimanno,1993
1508,9302010," T. Brzezinski, J. Rembielinski, K.A. Smolinski",1993
1509,9302011," F.Belgiorno, A.S.Cattaneo, M.Martellini and F.Fucito",1993
1510,9302012, Gerald Kelnhofer,1993
1511,9302013, Eugene Tyurin,1993
1512,9302014," J. Ambj{\o}rn, L. Chekhov, C.F. Kristjansen and Yu. Makeenko",1993
1513,9302015, F. Vanderseypen,1993
1514,9302016, Jong Hyun Kung,1993
1515,9302017, Dimitri Polyakov,1993
1516,9302018, Roberto Iengo,1993
1517,9302019, J. Rembielinski,1993
1518,9302020, Petr Horava,1993
1519,9302021, Boguslaw Broda (U. Clausthal and U. Lodz),1993
1520,9302022, Erik Verlinde and Herman Verlinde,1993
1521,9302023," L. Brink, T.H. Hansson, S. Konstein and M.A. Vasiliev",1993
1522,9302024, Shin'ichi Nojiri and Ichiro Oda,1993
1523,9302025," Christian M\""unkel and Dieter W. Heermann",1993
1524,9302026, Daniel Cangemi and Roman Jackiw,1993
1525,9302027," O. Aharony, O. Ganor , J. Sonnenschein and S. Yankielowicz",1993
1526,9302029," Wei Chen (UBC), Yuri Makeenko (ITP) and Gordon W Semenoff (UBC)",1993
1527,9302030, F. D. T. Smith,1993
1528,9302031, A.A.Abrikosov Jr,1993
1529,9302032, D. Dalmazi and E. Abdalla,1993
1530,9302033, E. Kiritsis,1993
1531,9302034," S.E. Derkachov, N.A. Kivel, A.S. Stepanenko, A.N. Vasiliev",1993
1532,9302035," E. Cremmer, Jean-Loup Gervais, J.-F. Roussel",1993
1533,9302037, Malcolm J. Perry and Edward Teo,1993
1534,9302038, Ashoke Sen,1993
