Paper Id,Authors,Year
9310003, Andrew Toon,1993
9310004, Boris Feigin and Feodor Malikov,1993
9310005, D.B. Fairlie and J.A. Mulvey,1993
9310006, D.B. Fairlie,1993
9310007, R. Brooks,1993
9310008," D. Bailin, A. Love, W.A. Sabra and S. Thomas",1993
9310010, Victor M. Villalba,1993
9310011, Nemanja Kaloper,1993
9310012, S. Aoyama,1993
9310013, A.Nersessian,1993
9310014, Oleg A. Soloviev,1993
9310015," A.P. Balachandran, G. Bimonte, E. Ercolessi and P. Teotonio-Sobrinho",1993
9310016, Amit Giveon,1993
9310017," R. Brustein, M. Faux and B. Ovrut",1993
9310018, Lars Brink and Mikhail A. Vasiliev,1993
9310019, Marco Billo' and Pietro Fre',1993
9310021, Ravit Efraty,1993
9310022, Boris Feigin and Edward Frenkel,1993
9310023, T. Kobayashi,1993
9310024, F. Ferrari,1993
9310025," Dongsu Bak, D. Cangemi, and R. Jackiw",1993
9310026, Gregory Moore,1993
9310027, P. Maslanka,1993
9310028, A. Leonidov,1993
9310029, I. Jack and D. R. T. Jones,1993
9310030, Daniel Arnaudon and Michel Bauer,1993
9310031," C. M. Bender, A. Duncan and H. F. Jones",1993
9310032," Peter E. Haagensen, Yuri Kubyshin, Jose I. Latorre and Enrique Moreno",1993
9310033," R. Brustein, M. Faux and B. Ovrut",1993
9310034, H.Saleur,1993
9310035, Julie Blum and Jeffrey A. Harvey,1993
9310036," Min-Ho Lee, Hyeong-Chan Kim, and Jae Kwan Kim",1993
9310037," H.B. Gao and H. R\""omer",1993
9310038, Charles Nash and Denjoe O' Connor,1993
9310039," R. Fiore, D. Galeazzi, L. Masperi and A. Megevand",1993
9310040, Washington Taylor IV,1993
9310041, D.V. Boulatov,1993
9310042, R. D. Ball and R. S. Thorne,1993
9310043," N. Banerjee, Subir Ghosh, R. Banerjee",1993
9310044," N. Banerjee, Subir Ghosh and R. Banerjee",1993
9310045, Osmo Pekonen,1993
9310046, K. Becker and M. Becker,1993
9310047, Youngjai Kiem,1993
9310048, C. Aragone & A. Khoudeir,1993
9310049, Jacobus Verbaarschot,1993
9310050, T.Gisiger and M. B. Paranjape,1993
9310051, Subhashis Nag,1993
9310052, M. Cassandro and P. K. Mitter,1993
9310053," V.I.Man'ko,G.Marmo, P. Vitale and F.Zaccaria",1993
9310054, J. Mund and R. Schrader,1993
9310055, Franco Ferrari,1993
9310056," H. Cateau, Y. Matsuo and M. Umeki",1993
9310057, B. Schroer,1993
9310058, P. Fendley and H. Saleur,1993
9310059, Izawa K.-I,1993
9310060," Atsuo Kuniba, Tomoki Nakanishi and Junji Suzuki",1993
9310061, Roberto Zucchini,1993
9310062, E. Ivanov and F. Toppan,1993
9310063, J.A. Gracey,1993
9310064, J. J. van der Bij,1993
9310065, Aurelian Isar,1993
9310066, Marco Matone,1993
9310067, B. de Wit and A. Van Proeyen,1993
9310068, K. S. Ahluwalia,1993
9310069, Cumrun Vafa,1993
9310070," L. D. Faddeev, R. M. Kashaev",1993
9310071, Ch. Devchand and V. Ogievetsky,1993
9310072, Ch. Devchand and V. Ogievetsky,1993
9310073," F. Combes, H.J. de Vega, A. V. Mikhailov and N. S\'anchez",1993
9310074," D.M.Gitman and Sh.M. Shvartsman (Institute of Physics University of  S\~ao Paulo, Brasil; Dept. of Physics, Case Western Reserve University,  Cleveland, USA)",1993
9310075, E. Hsu and I. Klebanov,1993
9310076, Katsushi Ito and Hiroaki Kanno,1993
9310077, J. Sonnenschein and S. Yankielowicz,1993
9310078," Susumu Ariki, Tomohide Terasoma, and Hirofumi Yamada",1993
9310079, Oscar Diego,1993
9310080, F. Brandt,1993
9310081, Malte Henkel,1993
9310082," Eli J. Mlawer, Harold A. Riggs, and Howard J. Schnitzer",1993
9310083, Pavel Etingof and Alexander Kirillov Jr,1993
9310084, M.A.Olshanetsky and V.-B.K.Rogov,1993
9310085, I. Sachs and A. Wipf,1993
9310086, Denjoe O'Connor and C. R. Stephens,1993
9310087, M. Temple-Raston,1993
9310088, Alexander A. Migdal,1993
9310089, Makoto Idzumi,1993
9310090, R. Mochizuki,1993
9310091, F. W. Nijhoff,1993
9310092, J.W. van Holten,1993
9310093," A.P. Demichev, Yu.A. Kubyshin and J.I. P\'{e}rez Cadenas",1993
9310094, B. S. Balakrishna and K. T. Mahanthappa,1993
9310095, Alexios P. Polychronakos,1993
9310096, Pijush K. Ghosh,1993
9310097," Mathias Pillin (Max-Planck-Institut fuer Physik,  Werner-Heisenberg-Institut, Foehringer Ring 6, D-80805 Muenchen, Germany)",1993
9310098, Steven S. Gubser and Igor R. Klebanov,1993
9310099, Q. Liu,1993
9310100," Chryssomalis Chryssomalakos, Peter Schupp and Paul Watts",1993
9310101, S.B. Giddings,1993
9310102," F. Ferrari, J. Sobczyk, W. Urbanik",1993
9310103," Avinash Khare (Institute of Physics, Bhubaneswar, India), and Rajat K.  Bhaduri (Dept.of Physics and Astronomy, Mcmaster Univ., Canada)",1993
9310104," Avinash Khare (Institute of Physics, Bhubaneswar, India) and Rajat K.  Bhaduri (Mcmaster Univ., Hamilton, Canada)",1993
9310105," Stephen G. Naculich, Harold A. Riggs, and Howard J. Schnitzer",1993
9310106," J. Law, Avinash Khare, R.K. Bhaduri and Akira Suzuki",1993
9310107," R.Parthasarathy (The Institute of Mathematical Sciences, Madras,  India) and K.S.Viswanathan (Department of Physics,Simon Fraser Universitya,  Burnaby. B.C, Canada)",1993
9310108, Hitoshi Konno,1993
9310109," Salvatore De Martino, Silvio De Siena, Fabrizio Illuminati, and  Giuseppe Vitiello",1993
9310110, H.M. Babujian and R. Flume,1993
9310111, Nicola Maggiore and Martin Schaden,1993
9310112, C. R. Nappi and E. Witten,1993
9310113, Emil Nissimov and Svetlana Pacheva,1993
9310114, R.D. Daniels and G.M. Shore,1993
9310115, Martin Cederwall,1993
9310116, Jean-Loup Gervais,1993
9310117, Jerzy Lukierski and Henri Ruegg,1993
9310118," G.W. Gibbons, D. Kastor, L.A.J. London, P.K. Townsend, J. Traschen",1993
9310119," H. Hinrichsen, P. P. Martin, V. Rittenberg and M. Scheunert",1993
9310120, Michael R. Gallis,1993
9310121, I. Bakas,1993
9310122, I. Bakas,1993
9310123, Friedemann Brandt,1993
9310125, Alexander Turbiner,1993
9310126, E. Sezgin,1993
9310127, B. Machet,1993
9310128, J.S.Dowker,1993
9310129," Hiromichi Nakazato (Univ. of the Ryukyus, Japan)",1993
9310130, G. Delfino and G. Mussardo,1993
9310131, Philip C. Argyres and S.-H. Henry Tye,1993
9310132," Celeghini, S.De Martino, S.De Siena, M.Rasetti and G.Vitiello",1993
9310133, Giuseppe Albertini,1993
9310134, B.Rusakov,1993
9310135, C. M. Hull,1993
9310136," Mark Bowick, Marco Falcioni, Geoffrey Harris and Enzo Marinari",1993
9310137, Geoffrey Harris,1993
9310138," S. G. Rajeev, S. Kalyana Rama, and Siddhartha Sen",1993
9310139," R. W. Gebert, J. A. Teschner",1993
9310140," A. Ballesteros, F.J. Herranz, M.A. del Olmo and M. Santander",1993
9310141," Guido Cognola, Klaus Kirsten, Luciano Vanzo and Sergio Zerbini",1993
9310142," D.M.Gitman and Sh.M. Shvartsman (Institute of Physics University of  S\~ao Paulo, Brasil; Dept. of Physics, Case Western Reserve University,  Cleveland, USA)",1993
9310143," R. Brustein, M. Faux and B. Ovrut",1993
9310144, Matthias Blau and George Thompson,1993
9310145," G. Marmo, A. Simoni, A. Stern",1993
9310146," G. Bhattacharya, A. Ghosh and P. Mitra",1993
9310147," R. Coquereaux, E. Ragoucy",1993
9310148," R. Coquereaux, R. Haussling, F. Scheck",1993
9310149, Marco Matone,1993
9310150," D.I.Kazakov, S.N.Solodukhin",1993
9310151, I. Antoniadis and K. Benakli,1993
9310152, Herbert W. Hamber (UC Irvine),1993
9310153, V. Sadov,1993
9310154," S. V. Kryukov, Ya. P. Pugay",1993
9310155, Y. Kazama and Y. Satoh,1993
9310156, Y. Kazama and Y. Satoh,1993
9310157, Michele Maggiore,1993
9310158, D.B.Uglov and V.E.Korepin,1993
9310159, K. Sfetsos and A.A. Tseytlin,1993
9310160, Zurab Kakushadze and S.-H. Henry Tye,1993
9310162, Christian Grosche,1993
9310163, J-P Ader and H.Kachkachi,1993
9310164, John W. Barrett and Bruce W. Westbury,1993
9310165, Jean-Marc DAUL and Vladimir A.KAZAKOV,1993
9310166, F. De Jonghe and S. Vandoren,1993
9310167, G. Barnich,1993
9310168, Arlen Anderson,1993
9310169, H. Arfaei and Noureddine Mohammedi,1993
9310170, Nathan Berkovits and Cumrun Vafa,1993
9310171," V.Bardek, M.Doresic and S.Meljanac",1993
9310172," Asim Gangopadhyaya, Prasanta K. Panigrahi, and Uday P. Sukhatme",1993
9310173," L.C. Biedenharn, B. Mueller, and M. Tarlini",1993
9310174, Malik Rakhmanov,1993
9310175, Lloyd Alty and Andrew Chamblin,1993
9310176, Lev Vaidman,1993
9310177, Martin Cederwall,1993
9310178, Yasumasa Imamura,1993
9310179," O. Moritsch, M. Schweda and S. P. Sorella",1993
9310180, Nobuyoshi Ohta and Hisao Suzuki,1993
9310181," A. Cappelli, C. A. Trugenberger and G. R. Zemba",1993
9310182, Gerald Dunne,1993
9310183," Anthony J. Bracken, Gustav W. Delius, Mark D. Gould and Yao-Zhong  Zhang",1993
9310184, Thomas Mohaupt,1993
9310185, David McMullan and Izumi Tsutsui,1993
9310186," S. Tasaki, E. Eisenberg, L. P. Horwitz",1993
9310187, Jurg Frohlich and Krzysztof Gawedzki,1993
9310188, Subir Ghoshal,1993
9310189," V.Bardek, M.Doresic and S.Meljanac",1993
9310190, Julian Lee,1993
9310191, Yu. Makeenko,1993
9310192, Wen-Jui Huang,1993
9310193, Shinsuke Nishigaki,1993
9310194, O. Coussaert and M. Henneaux,1993
9310195, C.P.Korthals,1993
9310196, A. Giaquinto and J. J. Zhang,1993
9310197, Oleg A. Soloviev,1993
9310198, Denjoe O'Connor and C. R. Stephens,1993
9310199," M. A. van Ejick, Denjoe O'Connor and C. R. Stephens",1993
9310200, J.M. Figueroa-O'Farrill,1993
9310201, John C. Baez,1993
9310202, E. Kiritsis and C. Kounnas,1993
9311001, Christian Grosche,1993
9311002, M. Arik and V. Gabay,1993
9311003, J.R.Reyes Mart\'{\i}nez,1993
9311004, Andre LeClair,1993
9311005, Alan Kostelecky and Malcolm Perry,1993
9311006, H. Nishino,1993
9311007, Tze-Dan Chung and Herman Verlinde,1993
9311008, F. P. Devecchi and H. O. Girotti,1993
9311009, Ashoke Sen and Barton Zwiebach,1993
9311010, Konstadinos Sfetsos,1993
9311011," D.T.Barclay, Avinash Khare and U.Sukhatme",1993
9311012, C. Klimcik and A.A.Tseytlin,1993
9311013," D. Bernard, V. Pasquier and D. Serban",1993
9311014, P. Berglund and S. Katz,1993
9311015," Kre\v simir Demeterfi, Igor R. Klebanov and Gyan Bhanot",1993
9311016, Ovid C. Jacob,1993
9311017, Ovid C. Jacob,1993
9311018, Oliver Rudolph,1993
9311019," R. Brout, S. Massar, S. Popescu, R. Parentani, Ph. Spindel",1993
9311020," V.V. Mangazeev, S.M. Sergeev, Yu.G. Stroganov",1993
9311021, S.-H.H. Tye,1993
9311022, Christopher M. O'Neill,1993
9311023, I. Zahed,1993
9311025, Samir D. Mathur,1993
9311026," Z. Bern, L. Dixon, D.A. Kosower",1993
9311027, R. Sasaki,1993
9311028," O.V.Dodlov, S.E.Konstein, and M.A.Vasiliev",1993
9311029, Mico Durdevic,1993
9311030, Milan Mijic,1993
9311031, M. Blagojevic,1993
9311032, M.Blagojevic and T.Vukasinac,1993
9311033, Djordje \v Sija\v cki,1993
9311034, Denise E. Freed,1993
9311035, Mikhail V. Saveliev,1993
9311036, Martin Schlichenmaier,1993
9311037, L.N. Lipatov,1993
9311038," S. Ferrara, A. Masiero, M. Porrati and R. Stora",1993
9311039, Michael Martin Nieto,1993
9311040, Vitaly Tarasov and Alexander Varchenko,1993
9311041, Mark D. Gould and Yao-Zhong Zhang,1993
9311042," Paul S. Aspinwall, Brian R. Greene, and David R. Morrison",1993
9311043, V.I. Man'ko,1993
9311044, P. Maslanka,1993
9311045," S. Kojima, N. Sakai and Y. Tanii",1993
9311046," Klaus Lang, Werner Ruehl",1993
9311047, Ken-ji Hamada,1993
9311048, S. Pratik Khastgir and Alok Kumar,1993
9311049, David R. Morrison,1993
9311050, Shailesh Chandrasekharan,1993
9311051, Anjan Kundu,1993
9311052, A.Gorsky and A.Johansen,1993
9311053, J.L. Matheus-Valle and M.R-Monteiro,1993
9311054, S. Aoyama,1993
9311055," Jos\'e Edelstein, Carlos Nu\~nez and Fidel Schaposnik",1993
9311056, Ian Affleck and Jacob Sagi,1993
9311057, J.W.Goodison and D.J.Toms,1993
9311058, Ezer Melzer,1993
9311059, Jens Hoppe,1993
9311060, Carl M. Bender and Stefan Boettcher,1993
9311061, M. Chaichian and A.P.Demichev,1993
9311062, A.A.Tseytlin,1993
9311063, M. Temple-Raston,1993
9311064," K.S.Gupta, R.J.Henderson, S.G.Rajeev and O.T.Turgut",1993
9311065, Gary McCartor and David G. Robertson,1993
9311066," P. Gaete, J. Gamboa and I. Schmidt",1993
9311067," T.J. Hollowood, J.L. Miramontes and J. Sanchez Guillen",1993
9311068," A.H. Chamseddine and J. Fr\""ohlich",1993
9311069, M. Ruiz--Altaba,1993
9311070, L.Bonora and C.S.Xiong,1993
9311071, A.Restuccia and J. Stephany,1993
9311072," D. J. Gross, W. Taylor",1993
9311073, D.C.Cabra and C.M.Na\'on,1993
9311074, A. Yu. Alekseev,1993
9311075, D. V. Gluschenkov and A. V. Lyakhovskaya,1993
9311076," M. Leblanc, R. MacKenzie, P.K.Panigrahi, and R. Ray",1993
9311077, B. Harms and Y. Leblanc,1993
9311078," Giovanni Modanese (Center for theoretical physics, M.I.T.)",1993
9311079," E. Elizalde, S. Naftulin and S.D. Odintsov",1993
9311080, M.A.R. Osorio and M.A. Vazquez-Mozo,1993
9311081," D.I.Olive , E.Rabinovici and A.Schwimmer",1993
9311082, David N. Yetter,1993
9311083, R.C. Myers and V. Periwal,1993
9311084," H. Lu, C.N. Pope, X.J. Wang and S.C. Zhao",1993
9311085, A.L.Larsen,1993
9311086, J. Alfaro,1993
9311087, E. Elizalde and S.D. Odintsov,1993
9311088, D.V.Boulatov,1993
9311089, L.Bonora and C.S.Xiong,1993
9311090, Ph. Blanchard and A. Jadczyk,1993
9311091, Chihong Chou,1993
9311092, Curtis G. Callan and Igor R. Klebanov,1993
9311093, Konstadinos Sfetsos,1993
9311094," Claudio Emmrich, Alan Weinstein",1993
9311095, Volodimir Lyubashenko and A. Sudbery,1993
9311096, G. E. Arutyunov and P. B. Medvedev,1993
9311097," C.M. Becchi, R. Collina and C. Imbimbo",1993
9311098, G.W. Gibbons and Alan R. Steif,1993
9311099, K. Scharnhorst,1993
9311100, Ki-Myeong Lee,1993
9311101, Anuradha Misra,1993
9311102, A.J. Niemi and P. Pasanen,1993
9311103, Kiyoshi Ezawa,1993
9311104, J.-B. Zuber,1993
9311105," J. Gonzalez, F. Guinea and M. A. H. Vozmediano",1993
9311106," S.C.S. Silva, P.C.R.C. Mello and M.C. Nemes",1993
9311107, Shau-Jin Chang and R. Rajaraman,1993
9311108, T.Heinzl and E. Werner,1993
9311109, Shahn Majid,1993
9311110, Kaupo Palo,1993
9311111, H.-T. Sato,1993
9311112, A. P. Isaev and P. N. Pyatov,1993
9311113, C. D. Fosco and R. C. Trinchero,1993
9311114," F. Bonechi, Enrico Celeghini, R. Giachetti, C. M. Pere\~na, E. Sorace,  M. Tarlini",1993
9311115, I.Ya. Aref'eva,1993
9311116," E.Quattrini, F.Ravanini and R.Tateo",1993
9311117," I. Jack, D. R. T. Jones and J. Panvel",1993
9311118, P. Maslanka,1993
9311119, Jacek Szmigielski,1993
9311120," M.J.Duff, Ramzi R. Khuri, Ruben Minasian, Joachim Rahmfeld",1993
9311121," W. Kalau, N. A. Papadopoulos, J. Plass, J.-M. Warzecha",1993
9311122, David Gershon,1993
9311123, Alexander Turbiner and Gerhard Post,1993
9311124, E.V.Gorbar and S.V.Mashkevich,1993
9311125, Boris Khesin and Ilya Zakharevich,1993
9311126, Jay Watson,1993
9311127, Hitoshi Sato,1993
9311128," O. Aharony, S. Yankielowicz and A. N. Schellekens",1993
9311129, E. Martinec,1993
9311130, Michael R. Douglas,1993
9311131, Philip C. Argyres and S.-H. Henry Tye,1993
9311132, Pavel Etingof,1993
9311133, Cenalo Vaz and Louis Witten,1993
9311134," A. A. Balinsky, A. I. Balinsky",1993
9311135, A. A. Balinsky,1993
9311136, S.V.Mashkevich and G.M.Zinovjev,1993
9311137," P. Bouwknegt, J. Mccarthy and K. Pilch",1993
9311138, H. Saleur and N.P. Warner,1993
9311139, H.Ishikawa and M.Kato,1993
9311140, Sergey V. Shabanov,1993
9311141, Gerald Dunne,1993
9311142, A.Morozov,1993
9311143," P. Berglund, E. Derrick, T. H\""ubsch and D. Jancic",1993
9311144, Richard J. Szabo and Gordon W. Semenoff,1993
9311145, Kostas Vlachos and Anna Okopinska,1993
9311146," M. Blagojevi\'c, M. Vasili\'c and T. Vuka\v sinac",1993
9311147, A. Kempf,1993
9311148," J. Ellis, N. Mavromatos, and D. Nanopoulos",1993
9311149, Norihito Sasaki,1993
9311150, V. Karimipour,1993
9311151, P.Aschieri,1993
9311152, Tom H. Koornwinder and Vadim B. Kuznetsov,1993
9311153, Anjan Kundu and Walter Strampp,1993
9311154, Anjan Kundu and Walter Strampp,1993
9311155, John W. Barrett and Bruce W. Westbury,1993
9311156, Petr Horava,1993
9311157, Fiorenzo Bastianelli,1993
9311158, Elisabeth Kraus,1993
9311159, R. Kirschner,1993
9311160," V.V.Dodonov,O.V.Man'ko,V.I.Man'ko and L.Rosa",1993
9311161, B. Enriquez,1993
9311162, F.A. Bais and M. de Wild Propitius,1993
9311163, T. D. Palev,1993
9311164, Ian I. Kogan,1993
9311165, R.Chatterjee and A.Zamolodchikov,1993
9311166," H.Kawabe, T.Kobayashi and N.Ohtsubo",1993
9311167, A. V. Razumov and M. V. Saveliev,1993
9311168, Christoph Schweigert,1993
9311169, David T. Barclay,1993
9311170, Jouko Mickelsson,1993
9311171, Boris Feigin and Edward Frenkel,1993
9311172, Michio Kaku,1993
9311173, Michio Kaku,1993
9311174," K. Fujimura, K. Okano, L. Sch\""ulke, K. Yamagishi and B. Zheng",1993
9311175," Z.B. Li, B. Zheng and L. Sch\""ulke",1993
9311176, Mirjam Cvetic and Donam Youm,1993
9311177, S. Shatashvili,1993
9311178, E. Abdalla and M.C.B. Abdalla,1993
9311179, Jan Sladkowski,1993
9311180, A.M. Semikhatov,1993
9311181," Y. Tanii, S. Kojima and N. Sakai",1993
9311182, Edwin J. Beggs,1993
9311183," D. Fioravanti, G. Pradisi and A. Sagnotti",1993
9311184, Shahn Majid,1993
9311185, C. Bachas and E. Kiritsis,1993
9311186," P.S.Aspinwall, B.R.Greene, D.R.Morrison",1993
9311187, O. Jofre and C. N\'u\~nez,1993
9311188, N. Bralic,1993
9311189, Sergei Lukyanov,1993
9312001, Hiroo Azuma and Satoshi Iso,1993
9312002, Jan Ambjorn and Kazuo Ghoroku,1993
9312003, D.Amati S.Elitzur and E.Rabinovici,1993
9312004," A. Yu. Alekseev, A. Z. Malkin",1993
9312005, Mikhail S.Volkov,1993
9312006, Matthias Burkardt,1993
9312007, Aleksandar KOCIC and John KOGUT,1993
9312008, M. Karowski and A. Zapletal,1993
9312009, Z. Oziewicz,1993
9312010, Michael Freeman and Peter West,1993
9312011, Moshe Moshe,1993
9312012, V. V. Dodonov and V. I. Man'ko,1993
9312013," Nathan Berkovits, Mike Freeman and Peter West",1993
9312014," G.W. Gibbons, C.G. Wells",1993
9312015, Leonid Dickey,1993
9312016, K. de Vos and P. van Driel,1993
9312017, A. Strominger and L. Thorlacius,1993
9312018, Itzhak Bars,1993
9312019, H.-T. Sato,1993
9312020, Jens Hoppe and Q-Han Park,1993
9312021, Piljin Yi,1993
9312023," A. Borowiec, V. K. Kharchenko and Zbigniew Oziewicz",1993
9312024, Wojciech Mulak,1993
9312025, Dieter Luest,1993
9312026," J\""urgen Fuchs",1993
9312027," Antero Hietam\""aki",1993
9312028, L. P. Horwitz,1993
9312029, L. P. Horwitz,1993
9312030, J. Navarro-Salas and C. F. Talavera,1993
9312031, H. W. Braden and Takashi Suzuki,1993
9312032, C.Gomez and G.Sierra,1993
9312034," A. Achucarro, R. Gregory, J. A. Harvey and K. Kuijken",1993
9312035, John Harnad and P. Winternitz,1993
9312036, Shin'ichi Nojiri and I. Oda,1993
9312037," J. M. Maillet (Laboratoire de Physique Theorique, ENS Lyon, France)",1993
9312038, Hai Ren and Erick J. Weinberg,1993
9312039, F.A. Smirnov,1993
9312040, Jean-Loup Gervais and Mikhail V. Saveliev,1993
9312041," F. Delduc, L. Frappat, E. Ragoucy and P. Sorba",1993
9312042," E. Billey, J. Avan, O. Babelon",1993
9312043, Ezer Melzer,1993
9312044, Luca Griguolo,1993
9312045, Francesco Toppan,1993
9312046, J.R. Anglin,1993
9312047, N.Ishibashi and H.Kawai,1993
9312048, D. R. Grigore,1993
9312049," J. de Boer, L. Feher, A. Honecker",1993
9312050, M.B. Halpern and N.A. Obers,1993
9312051, Krzysztof Gawedzki,1993
9312052, J. Perez-Mercader,1993
9312053, Raffaele Marotta and Franco Pezzella,1993
9312055, J.A. Gracey,1993
9312056, Klaus Lucke,1993
9312057, Pavel Etingof,1993
9312058, William Nelson,1993
9312059, Noriaki Ikeda,1993
9312060, Atsuo Kuniba,1993
9312061, V.I.Man'ko,1993
9312062, L.V.Avdeev and M.V.Chizhov,1993
9312063," Silvio J. Rabello, Arvind N. Vaidya and Luiz Claudio M. de Albuquerque",1993
9312064, Prem P. Srivastava,1993
9312065, Victor G. Kac and Weiqiang Wang,1993
9312066, Toshihiro Sasada,1993
9312067, Abbas Ali and Avinash Khare,1993
9312068," Jerzy Lukierski, Henri Ruegg and Valerij N. Tolstoy (Dept. de Physique  Theorique, Universit\'{e} de Geneve), Anatol Nowicki (Physikalisches Inst.,  Universit\""{a}t Bonn, Nussallee 12, 53115 Bonn, Germany)",1993
9312069," M.V. Cougo-Pinto, C. Farina and Antonio J. Segui-Santonja",1993
9312070, J.C. Brunelli and Ashok Das,1993
9312071," Chan Hong-Mo, J. Faridani and Tsou Sheung Tsun",1993
9312072," Chan Hong-Mo, J. Faridani and Tsou Sheung Tsun",1993
9312073," Peter Schupp, Paul Watts and Bruno Zumino",1993
9312074, Hai Ren,1993
9312075, Peter Schupp,1993
9312076, Peter Schupp,1993
9312077, Rulin Xiu,1993
9312078, Andreas W. Wipf,1993
9312079, Takashi Suzuki,1993
9312080, J.S.Dowker,1993
9312081, A.T.Filippov and A.B.Kurdikov,1993
9312082, Henrique Boschi-Filho,1993
9312083, Z. Kopecky,1993
9312084, H. J. de Vega,1993
9312085," H.J. de Vega, J. Ram\'{\i}rez Mittelbrunn, M. Ram\'on Medrano and N.  S\'anchez",1993
9312086, A.Mikhailov,1993
9312087," A. Boresch, M. Schweda and S.P. Sorella",1993
9312089," D. V. Ahluwalia, M. B. Jonnson, and T. Goldman",1993
9312090," D. V. Ahluwalia, M. B. Johnson and T. Goldman",1993
9312091," D. V. Ahluwalia, T. Goldman, and M. B. Johnson",1993
9312092, M. Sawicki and D. V. Ahluwalia,1993
9312093, E.Aldrovandi and G.Falqui,1993
9312094," J. de Boer, K. Clubok and M.B. Halpern",1993
9312095, M. Bourdeau and M.R. Douglas,1993
9312096," Alexander Givental, Bumsig Kim",1993
9312097, Michael A.I. Flohr,1993
9312098, T. Fukui and N. Aizawa,1993
9312099, T. Brzezinski and A.J. Macfarlane,1993
9312100, Yukinori Yasui and Satoshi Takahashi,1993
9312101, Pavel Etingof and Alexander Kirillov Jr,1993
9312102, Christof Gattringer and Erhard Seiler,1993
9312103, Pavel Etingof and Alexander Kirillov Jr,1993
9312104, Edward Witten,1993
9312105, Jose Gaite,1993
9312106," V. V. Dodonov, V. I. Man'ko, D. E. Nikonov",1993
9312107, D.A. Lowe,1993
9312108, Adel Bilal,1993
9312109," D. Caenepeel, F. Gingras, M. Leblanc and D.G.C. McKeon",1993
9312110, A.V.Smilga,1993
9312111, R. Schimmrigk,1993
9312112, Johannes Huebschmann,1993
9312113, Johannes Huebschmann,1993
9312114," M. Bonini, M. D'Attanasio and G. Marchesini",1993
9312115," H.J. de Vega, A.L. Larsen and N. S\'anchez",1993
9312118, A. Jevicki and J. Rodrigues,1993
9312119, Alexander Varchenko,1993
9312120, A.P.Zubarev,1993
9312121, Costas Efthimiou and Andre LeClair,1993
9312122," D. Bailin, A. Love, W.A. Sabra and S. Thomas",1993
9312123, Pavel Etingof and Boris Khesin,1993
9312124, Olaf Lechtenfeld,1993
9312125, A. Stern and I. Yakushin,1993
9312126," F.J. Herranz, M. de Montigny, M.A. del Olmo and M. Santander",1993
9312127, A. Lawrence and E. Martinec,1993
9312128, P. Mitra,1993
9312129," F.Bonechi, R.Giachetti, E.Sorace and M.Tarlini (Dipartimento di  Fisica, Universita` di Firenze and INFN--Firenze, Dipartimento di Matematica,  Universita` di Bologna.)",1993
9312130, L. Hlavaty,1993
9312131," Y. Aharonov, S. Coleman, A.S. Goldhaber, S. Nussinov, S. Popescu, B.  Reznik, D. Rohrlich, and L. Vaidman",1993
9312132," E. Elizalde, S.D. Odintsov and A. Romeo",1993
9312133, L.D. Faddeev and R.M. Kashaev,1993
9312134, Michael Crescimanno,1993
9312135, Michael Crescimanno,1993
9312136, Michael Crescimanno,1993
9312137, K. Scharnhorst,1993
9312138," E.I.Guendelman, A.Leonidov, V.Nechitailo and D.A.Owen",1993
9312139, P. P. Kulish,1993
9312140, Shahn Majid,1993
9312141, Brian Davies,1993
9312142, Hideaki Hiro-Oka and Satoru Saito,1993
9312143," E. Kiritsis, C. Kounnas and D. Lust",1993
9312144," H.Aratyn, L.A. Ferreira and A.H. Zimerman",1993
9312145," M.Dobroliubov, A.Morozov, G.Semenoff and N.Weiss",1993
9312146, Bernhard Meister,1993
9312147, Bas Peeters and Peter van Nieuwenhuizen,1993
9312148, Adam M. Bincer,1993
9312149, S. Alexander Ridgway,1993
9312150," S. V. Ketov, O. Lechtenfeld and A. J. Parkes",1993
9312151, Kiyoshi Ezawa,1993
9312152, Preeti Parashar,1993
9312153," J. Lukierski, H. Ruegg and W.J. Zakrzewski",1993
9312154, David Gershon,1993
9312155, P. Kleban and I. Vassileva,1993
9312156, W.M.Koo and H.Saleur,1993
9312158, Ryuichi Nakayama,1993
9312159, Masaru Nagura and Katsuyuki Sugiyama,1993
9312160, Sergey V.Shabanov,1993
9312161, Taejin Lee and Phillial Oh,1993
9312162, Igor V. Kanatchikov,1993
9312163, J. Anandan,1993
9312164," E. Elizalde, S. Leseduarte and S.D. Odintsov",1993
9312165, Dean F. Miller,1993
9312166, J. Barcelos-Neto and S.M. de Souza,1993
9312167," K. Behrndt, S. Foerste",1993
9312168, E. Bergshoeff and E. Sezgin,1993
9312169," V. V. Bazhanov, B. Nienhuis and S. O. Warnaar",1993
9312170, Shahn Majid and Ulrich Meyer,1993
9312171, M. Cadoni and S. Mignemi,1993
9312172," Fay Dowker, Jerome P. Gauntlett, Steven B. Giddings and Gary T.  Horowitz",1993
9312173," Ali Mostafazadeh (Center for Relativity, Department of Physics, The  University of Texas at Austin, Austin, Texas)",1993
9312174, H-T. Sato,1993
9312175," M. Fukuma, N. Ishibashi, H. Kawai and M. Ninomiya",1993
9312176, H. Osborn,1993
9312177, C.Gomez and G.Sierra,1993
9312178," S. G. Rajeev, G. Sparano and P. Vitale",1993
9312179, Leonardo Castellani,1993
9312180, S. Okubo,1993
9312181, S. Okubo,1993
